id	rmks
20250724013409I	THE AIRCRAFT LANDED GEAR UP IN A FIELD DUE TO FUEL STARVATION. THE PILOT SUFFERED NO INJURIES. THERE WAS NO POST IM
20250827013369A	AIRCRAFT EXITED TURF RUNWAY END DURING LANDING ROLL OUT, CAUSING RIGHT MAIN GEAR TO COLLAPSE.
20250910013349I	PIC DEPARTED 30 KVIS WITH CLEAR WEATHER. ON LANDING, AIRCRAFT LANDED NORMALLY ON THE EXTENDED LANDING GEAR. AFTER A
20250917013289A	ON 9/17/2025, ^PRIVACY DATA OMITTED^ DEPARTED MQY TO CONDUCT TRAFFIC PATTERN WORK IN ^PRIVACY DATA OMITTED^ TO INCL
20250907013359I	ON SEPTEMEBER 7, 2025 A COMMERCIAL PILOT OF A PIPER PA28 WITH 2 PASSENGERS LOST ENGINE POWER AND LANDED IN A WATERM
20250814013309A	ON AUGUST 14, 2025, A CESSNA 180 AIRCRAFT WAS COMPLETING THE FINAL LEG OF A FLIGHT FROM COLUMBIA, CA (O22) TO YAKIM
20250917013339A	A COMMERCIAL PILOT FAILED TO CORRECTLY POSITION THE FLAPS DURING TAKEOFF, RESULTING IN INSUFFICIENT ALTITUDE GAIN A
20250826013379A	ON AUGUST 27, 2025, A CESSNA 172 (C172) AIRCRAFT ON A PART 91 FLIGHT FROM REID-HILLVIEW AIRPORT (RHV) CRASHED NEAR 
20250926013279I	UPON TURNING BASE LEG TO LAND ON RUNWAY 18 AT 5U5, PILOT AND PASSENGER HEARD A LOUD BOOM (NOTHING WAS VISUALLY SEEN
20250707013329A	ON JULY 7, 2025 THE AIRCRAFT PREPARED TO LAND ON RUNWAY 34 IN PAGE ARIZONA MUNICIPLE AIRPORT. DESCENT TO LAND WAS D
20250817013399A	PILOT STATED THAT HE WAS TAKING OFF FROM A REMOTE AIRSTRIP.\nPILOT TAXIED TO THE EAST END OF THE AIRSTRIP.\nPILOT PLA
20250818013389A	PILOT LOST CONTROL ATTEMPTING TO LAND WITH A CROSSWIND. THE AIRCRAFT TURNED 90 DEGREES RIGHT INTO THE WIND AND SKID
20250812013319A	ON AUGUST 12, 2025, A PITTS S-1T AIRCRAFT DEPARTED FROM PHOENIX GOODYEAR AIRPORT (GYR) FOR A PERSONAL FLIGHT UNDER 
20250914013489I	THE INSTRUMENT RATED PILOT PLANNED TO COMPLETE THREE TAKEOFFS AND FULL STOP LANDINGS AT KLMO FOR VFR NIGHT CURRENCY
20250807013459A	ON AUGUST 7, 2025,  A CESSNA T182 DEPARTED FROM THE NORTH LITTLE ROCK MUNICIPAL AIRPORT (ORK). AFTER DEPARTURE, THE
20250703013469A	ON JULY 3, 2025, A CESSNA 170 LOSS CONTROL WHILE ATTEMPTING AN OFF-RUNWAY LANDING APPROXIMATELY 19 MILES EAST OF BA
20250909013529I	PIC REPORTED THAT WHILE LANDING ^PRIVACY DATA OMITTED^ ON RUNWAY 15 AT KASE, HIS AIRCRAFT ENCOUNTERED A DOWNDRAFT. 
20250723013439A	PILOT STATED AS HE WAS DEPARTING SPOT ON THE BEACH THAT HE USED BEFORE HAULING FISH. PILOT TAXIED DOWN THE BEACH AN
20250103013429I	ON JANUARY 03, 2025, AT APPROXIMATELY 1030 CENTRAL STANDARD TIME THE PILOT RECEIVED ^PRIVACY DATA OMITTED^ FRESH OU
20250802013479I	ON AUGUST 02, 2025, AT APPROXIMATELY 21:47 CENTRAL DAYLIGHT TIME, ATC BENTONVILLE (XNA) AIRPORT REPORTED THAT THE A
20250911013509A	AIRCRAFT DEPARTED JACKPOT NV AND DURING THE CLIMB OUT STARTED TO LOSE POWER AND WAS UNABLE TO MAKE IT BACK TO THE R
20250811013412A	DESCRIPTION OF THE ACCIDENT: \nON 11 AUGUST 2025 AT 15:07 LOCAL TIME, A TBM-850 AIRPLANE REGISTERED AS ^PRIVACY DATA
20250703013449A	DURING DEPARTURE TAKEOFF ROLL, THE LEFT MAIN TIRE TURNED 90 DEGRESS RESULTING IN THE AIRCRAFT MAKING A LEFT TURN OF
20250907013519A	ON 09/07/2025 AT APPROXIMATELY 1020 EASTERN STANDARD TIME, ^PRIVACY DATA OMITTED^ AN EXPERIMENTAL-HOMEBUILT CARBON 
20250809013629A	ON AUGUST 9, 2025, THE AIRMAN INVOLVED IN THE ACCIDENT WAS CONDUCTING AN APPROACH TO THE GRASS LANDING STRIP AT BYR
20250912013589I	PILOT PERFORMED A VISUAL APPROACH AT VICTORIA REGIONAL AIRPORT. A WEATHER OBSERVATION TAKEN SHORTLY AFTER THE INCID
20250831013609A	THE PILOT STATED HE PERFORMED HIS PREFLIGHT RUN UPS AND FAILED TO DEPLOY FLAPS. PER THE POH THE FLAP SELECTION SHOU
20250903013539A	A TAILWHEEL AIRCRAFT WAS PRACTICING TOUCH-AND-GOES AT THE RENO-STEAD AIRPORT WHEN THE AIRCRAFT HE WAS OPERATING SUF
20250901013639I	ON 20250901 AT DENTON MUNICIPAL AIRPORT, 1436 LOCAL TIME, A CESSNA 172 ABORTED TAKEOFF AFTER AIRSPEED INDICATOR DID
20250913013579A	PILOT WAS LANDING AT HIS PRIVATE STRIP 300-400 AGL, 65 KNOTS OF AIRSPEED, ONE NOTCH OF FLAPS.  TURNING BASE FOR FIN
20250827013619A	ON AUGUST 27, 2025, AT 18:30 CDT, THE PILOT STATED THAT HE PERFORMED HIS PREFLIGHT INSPECTION. AFTER GETTING WEATHE
20230831022729A	ON 08/31/2023 THE PILOT OPERATING AIRCRAFT STATED HE DEPARTED GPM-GRAND PRAIRIE MUNICIPAL AIRPORT TO JWY-MIDLOTHIAN
20250927013649I	FROM THE PILOTS OWN STATEMENT: THE PILOT WAS CONDUCTING HIS SIXTH JUMPER LOAD OF THE DAY, HAVING FLOWN A TOTAL OF 2
20250901013599I	PILOT STATED THA HE WAS TAKING AIRPLANE FROM X26 TO KBRO. HAD 2 FUEL STOPS AND KBRO AS FINAL DESTINATION. WHEN COMI
20240203022039A	THE AIRCRAFT WAS DEPARTING AND AT MIDFIELD THE ENGINE LOST POWER AND THE PILOT LANDED AIRCRAFT ON THE AIRPORT INFIE
20250822013549I	PLANNED SOLO TRAINING FLIGHT CONSISTING OF THREE TOUCH-AND-GO LANDINGS AT KCOS FOLLOWED BY FLIGHT TO KPUB TO PRACTI
20250820013559A	PILOT STATED \n•\tIT WAS A WARM DAY WITH CALM WINDS AT THE TIME OF THE ATTEMPTED TAKEOFF.\n•\tTHE LANDING AREA WAS UNIM
20250810013569I	PIC WAS PRACTICING PATTERNS AND LANDINGS SINCE ^PRIVACY DATA OMITTED^ WAS NEWER TO THE PIC. ON THE LAST LANDING, TH
20250814013679I	IN FLIGHT THE PILOT RECEIVED A WARNING INDICATION THAT THE NOSE LANDING GEAR WAS NOT IN THE DOWN POSITION. PILOT MA
20250926013659A	STUDENT-PILOT CERTIFICATED AIRMAN FINISHED A LESSON WITH HIS INSTRUCTOR AND DROPPED THE INSTRUCTOR AT THE FBO AT KC
20250316013739A	MARCH 16, 1428L, AIRCRAFT ^PRIVACY DATA OMITTED^ AT AERO ESTATES (T25) RUNWAY 27, DEPARTED THE RUNWAY UPON LANDING 
20250319013729I	ON 3/19/2025 AT 1425CST AIRCRAFT ^PRIVACY DATA OMITTED^ LANDED AT MCKINNEY AIRPORT (KTKI), RUNWAY RY36. DURING ROLL
20240915022069I	WHILE ENROUTE TO STEPHENVILLE CLARK REGIONAL AIRPORT THE INCIDENT AIRCRAFT EXPERIENCED A DUAL ALTERNATOR FAILURE.  
20240113022049I	AIRCRAFT WAS ON TAXI WHEN THE LEFT BRAKE FAILED CAUSING THE AIRCRAFT TO VEER OFF THE TAXIWAY AND INTO THE MUD RESUL
20250409013699I	ON APRIL 09, 2025, AT APPROXIMATELY 2110 CENTRAL DAYLIGHT TIME, A CIRRUS SR-20, IMPACTED A FRANGIBLE REFLECTOR, ON 
20240731022059A	DEPARTED JDD AT ABOUT 08:30 WITH A FULL LOAD OF FUEL. AFTER ABOUT 20 MINUTES POWER WAS LOST TO BOTH ENGINES. ATTEMP
20250519013689I	THE INSTRUCTIONAL FLIGHT WAS DELAYED LEAVING DUE TO LOW IFR. AFTER THEY MET AT THE AIRPLANE AND BRIEFED, TAXIED TO 
20250926013669I	PIC/CFI STATED THAT THEY WERE FLYING A STANDARD TRAFFIC PATTERN AT PWG. WHEN ABEAM THE NUMBERS THE AIRCRAFT WAS AT 
20241004022079A	ON OCTOBER 4, 2024, AT APPROXIMATELY 1300 CENTRAL DAYLIGHT TIME, A BOEING E75, ^PRIVACY DATA OMITTED^, WAS TAKING O
20250323013719I	ON MARCH 25, 2025 AT APPROXIMATELY 2154 LOCAL AN AIRCRAFT WAS TAXIING OFF THE LANDING RUNWAY AT FT WORTH ALLIANCE A
20250917013709A	VIDEO EVIDENCE AVAILABLE/REVIEWED FROM KCOE AIRPORT MANAGEMENT.  ^PRIVACY DATA OMITTED^ TURNED FINAL TO RUNWAY 02 A
20250201013809A	FORCED LANDING TO A GRASSY FIELD 6 MILES SHORT OF T41
20250217013789A	DURING TAKEOFF FROM GLADEWATER AIRPORT RUNWAY 14/32, ALT 450-480 FT.  THE PIC HEARD A LOUD BANG, EXPERIENCE POWER L
20250228013759A	ON FEBRUARY 28, 2025, AT APPROXIMATELY 1620 CENTRAL STANDARD TIME, A SCHWEIZER 269C-1, LOST POWER AND AUTO ROTATED 
20250216013799A	THE AIRCRAFT EXPERIENCED A LOSS OF POWER IN THE RIGHT ENGINE AFTER COMPLETING A FLY BY AT AN AIRSHOW.  THE PILOT PE
20250115013819A	ON JANUARY 15, 2025, AIRCRAFT ^PRIVACY DATA OMITTED^ DEPARTED RUNWAY 4 AT THE TYLER POUNDS REGIONAL AIRPORT. UPON B
20250222013769I	ON SCENE INVESTIGATION INCLUDED INTERVIEW OF PIC AND REVIEW OF ACCIDENT SCENE. ISSUED PILOT COMPLIANCE PHILOSOPHY B
20241007022099I	PILOT STATED: I WAS SINGLE PILOT FLYING MONDAY 7,2024 RETURNING TO MESQUITE.\nRECEIVED CLEARED TO LAND ON RW 36, DID
20250303013749I	ON MARCH 03, 2025, AT APPROXIMATELY 1656 CENTRAL STANDARD TIME, A CESSNA 560XL, LEFT WING IMPACTED A HANGAR (HANGAR
20241219022109I	PILOT STATED AFTER DROPPING OFF HIS FLIGHT INSTRUCTOR HE DEPARTED 52F TO RETURN TO PROPWASH AIRPORT IN JUSTIN, TX. 
20250224013779A	ARRIVED ON SCENE, ISSUED PIC THE COMPLIANCE PHILOSOPHY BROCHURE CONTAINING THE PILOT'S BILL OF RIGHTS. PIC STATED T
20241017022089A	DURING A POST FLIGHT INSPECTION OF THE AIRCRAFT, FOD DAMAGE WAS DISCOVERED ON THREE OF THE #1 PROPELLER BLADES AND 
20241111022129A	AIRCRAFT IMPACT WITH TERRAIN DURING AN AUTOROTATION.
20241026022199I	OWNER STATES THAT ON LANDING LEFT TIRE WENT FLAT. RECOVERED AIRCRAFT FROM RUNWAY AND INSPECTED FOR FOD. NONE NOTED.
20241127022119A	ON NOVEMBER 27, 2024, AT APPROXIMATELY 1828 PM CENTRAL DAYLIGHT TIME (CST), A COZY, ^PRIVACY DATA OMITTED^, TOOK OF
20241109022159A	STUDENT PILOT STATES HE WAS HIGH ON BASE, INCREASED RATE OF DESCENT TO @ 1000FPM TO CORRECT. RESTABILIZED ON FINAL.
20241017022139A	AIRCRAFT WAS CRUSING AT APPROXIMATELY 7,500 FEET ASL WHEN THE ENGINE BEGAN TO SLOWLY LOSE POWER. PILOT SWITCHED FUE
20250813013849A	ARRIVED AT THE AIRPORT AT APPROX 12:30PM. THE PLAN WAS TO DO (3) LANDINGS AND TAKEOFFS WITH THE INSTRUCTOR AND IF T
20250925013829I	PILOT DEPARTED F69 AT 0956 LOCAL. AFTER TAKE OFF HE NOTICED AN ALTERNATOR MALFUNCTION.\nPILOT RETURNED TO LAND AT F6
20250720013869I	INSTRUCTOR DECLARED EMERGENCY LANDING DUE TO LOSS OF ENGINE POWER. INSTUCTOR LANDED IN HAY FIELD. AIRCRAFT SUSTAINE
20241021022209A	AIRCRAFT EXPERIANCED A ROUGH RUNNING ENGINE JUST AFTER TAKE-OFF FROM RUNWAY 18L. THE ENGINE SHUT OFF FOR APPROXIMAT
20241106022169I	AIRCRAFT HAD BEEN PERFORMING TOUCH AND GOES AT KGKY WITH A CFI AND STUDENT PILOT ON BOARD. DURING ROLL OUT ON RUNWA
20241026022189I	PILOT REPORTS: NOTHING TO NOTE ON PREFLIGHT, TAXI OR TAKE-OFF AT KAUS. TOUCHDOWN IN KADS WAS NOTED AS SMOOTH BUT NO
20241031022179I	AIRCARFT DEPARTED RUNWAY 35 FOR LEFT PATTERN AT DALLAS EXECUTIVE (RBD). A STUDENT PILOT WAS FLYING WITH THE CFI. WH
20240920022149A	A WITNESS SPOKE TO THE PILOT AND SAID THAT HE HAD JUST COMPLETED MAINTENANCE THAT INVOLVED THE ADJUSTMENT OF HIS CA
20250811013859I	IN CRUISE FLIGHT, THE AIRCRAFT LOST POWER AND LANDED IN AN OPEN FIELD AJACENT TO ^PRIVACY DATA OMITTED^ HOSPITAL WA
20250906013839I	ON SEPTEMBER 6, 2025 AT 0820 MDT, A VANS RV-7, COLLIDED WITH A WOODEN BARRICADE ON TAXIWAY A4 NEAR THE INTERSECTION
20250422013959I	TOWER CONTROLLER OBSERVED ^PRIVACY DATA OMITTED^, KING AIR (BE9L) ON FIRE ON THE RAMP AT THE MILLION AIR FBO AND PR
20250621013919I	ON JUNE 21, 2025, AT APPROXIMATELY 1455 PM CENTRAL DAYLIGHT TIME (CST), A CESSNA, ^PRIVACY DATA OMITTED^ TOOK OFF F
20250608013929A	AIRCRAFT EXPERIANCED AN ENGINE POWER LOSS DURING CLIMB OUT AT APPROXIMATELY 200 FEET AGL. PILOT APPEARS TO HAVE TUR
20250828014009I	ON AUGUST 28TH, 2025 (2030L), JETBLUE FLIGHT 31 DEPARTED BOSTON LOGAN INTERNATIONAL AIRPORT (BOS) TO AMSTERDAM INTE
20250909013979A	THE INCIDENT INVOLVES A GEAR-UP LANDING OF A CESSNA 210 AIRCRAFT, WHICH RESULTED IN A BELLY LANDING WITH SUBSEQUENT
20250621013889A	ON JUNE 21, 2025, AT 1715 A BURKHART GROB G-103A TWIN II ACRO, IMPACTED RUNWAY 18 DURING APPROACH AT MID-WAY REGION
20250709013909I	AIRCRAFT TAXIING SOUTHBOUND ON THE MAIN TAXIWAY TO DEPART RUNWAY 32. AT APPROXIMATELY MIDFIELD A VEHICLE OCCUPYING 
20250912013989I	THE PILOT MISSED PUTTING THE GEAR DOWN PRIOR TO LANDING. WHILE IN THE FLARE, THE PASSENGER CALLED OUT GEAR. THE PIL
20250702013879I	DURING FLIGHT INSTRUCTION, AIRCRAFT ENCOUNTERED PROPSTRIKE ON APPROACH. AIRCRAFT SUSTAINED MINOR DAMAGE, AND THE CR
20250726013969A	ON JULY 26, 2025, AT 1533Z (1033 CDT), AN AEROTEK PITTS S-2A AIRCRAFT, PILOTED FROM THE REAR SEAT WITH A PASSENGER 
20250429013949A	AIRCRAFT ENCOUNTERED A CROSSWIND GUST WHILE LANDING, WHICH RESULTED IN THE AIRCRAFT GOING INVERTED AND LANDING INVE
20250411013939A	ON APRIL 11, 2025, AT APPROXIMATELY 1915 CENTRAL DAYLIGHT TIME, A SABERWING, EXPERIMENTAL AMATEUR BUILT AIRCRAFT, H
20250915014069I	PILOT 1 IN THE LEFT SEAT WAS GIVING HIGH PERFORMANCE ENDORSEMENT INSTRUCTION TO PILOT 2 IN THE RIGHT SEAT.  UPON CO
20250322014119I	ON MARCH 22, 2025, WHILE CONDUCTING A SHORT FILED LANDING MANEUVER ON A PRIVATE PILOT CHECK RIDE AT GRANBURY AIRPOR
20251005014059A	ON 10/5/2025, THE PIC OF A TWIN-ENGINE PIPER TWIN COMANCHE LOST CONTROL DURING A LANDING ATTEMPT TO RUNWAY 22 AT GI
20250923014109A	PIC WAS FLYING FROM PRC TO HII. DURING APPROACH, PIC DECIDED TO KEEP SPEED UP AND EXPEDITE THE LANDING FOR OTHER TR
20241008022219I	AIRCRAFT TOOK OFF AND SHORTLY AFTERWARDS ENGINE STARTED TO RUN ROUGH.  PILOT ATTEMPTED TO RETURN TO THE RUNWAY. AIR
20250720014139I	PRIOR TO LANDING A RAIN SHOWER HAD PASSED OVER THE RUNWAY AND LEFT THE SURFACE OF RUNWAY 01 WITH WET CONDITIONS. AI
20250704014089I	ON JULY 4, 2025, ^PRIVACY DATA OMITTED^ WHILE TAXING OUT FOR DEPARTURE AT ORLANDO INTERNATIONAL AIRPORT (MCO) ECOUN
20250731014049A	CESSNA 150J, ^PRIVACY DATA OMITTED^ SUSTAINED SUBSTANTIAL DAMAGE AT 1300 LOCAL ON 31 JULY 2025, AT THE SOLDOTNA AIR
20250503014099I	ON 05/03/2025, AT APPROX.1214 LOCAL,  A BEECHCRAFT 1900C MODEL AIRCRAFT DEPARTED RUNWAY 25L AT ANC FOR THE PURPOSE 
20250929014079I	WHILE ENROUTE FROM LHD TO LAKE CLARK, AK., PILOT HAD COMPLETED A COUPLE OF BEACH LANDINGS NEAR DRIFT RIVER ON THE W
20251007014039A	AIRCRAFT DEPARTED BEA ON RUNWAY 12.  PILOT MAINTAINED COURSE WHERE HE ENCOUNTERED A BUILDING STORM.  AIRCRAFT MADE 
20250819014019A	PILOT WAS ATTEMPTING TO LAND AND SCOUT AREA FOR UPCOMING HUNTING TRIP. UPON TOUCHDOWN THE RIGHT AIRCRAFT LANDING GE
20240505022229A	OFFICER ON THE RADIO ADVISE HE HAD A MALE RUNNING FROM HIS PEDESTRIAN STOP AT ^PRIVACY DATA OMITTED^. UPON HEARING 
20250603014129A	“ON THE DATE IN QUESTION, I WAS PROVIDING A COMMERCIAL PILOT CANDIDATE WITH SOME TAIL WHEEL INSTRUCTION IN A COMPAN
20250917014219I	PILOT STATMENT: ON MY SECOND TRAFFIC PATTERN SOLO DURING MY FIRST LANDING BY MYSELF AFTER TOUCHING DOWN ON CENTERLI
20250812014029I	THE AIRCRAFT DEPARTED 14G APPROXIMATELY 1725 ON AUGUST 12, 2025, FOR A SHORT FLIGHT TO S24. NORMAL TAKEOFF AND CLIM
20251009014199I	PILOT STATES THAT ENGINE SPEED WOULD NOT EXCEED 2100 RPM, FOLLOWED BY ENGINE COWL VIBRATION. PILOT LANDED ON A GRAV
20250717014149A	PILOT DEPARTED GULKANA AIRPORT ENROUTE TO SANFORD RIVER AIRSTRIP TO PICK UP PASSENGERS LOCATED NEAR A GLACIER. WIND
20241024022239A	ON 10/24/2024, AIRCRAFT OPERATING FROM HARRY REID INTERNATIONAL AIRPORT, LAS VEGAS, NEVADA (LAS)- GEORGE BUSH INTER
20250916014179A	ON SEPTEMBER16, 2025, AIRCRAFT NOSE GEAR COLLAPSED WHILE DEPARTING RWY 27 AT KSAN. DAMAGE TO AIRCRAFT WAS SUBSTANTI
20250721014209A	THE PILOT'S FAILURE TO MONITOR THE FUEL QUANTITY INDICATOR DURING THE FLIGHT LED TO FUEL EXHAUSTION AND SUBSEQUENT 
20250907014239I	ON SEPTEMBER 8, 2025 THE FAA WAS NOTIFIED AN AIR TRACTOR HAD STRUCK A WINGTIP IN BRUSH LAKE, MONTANA.  THE PILOT WA
20250930014159A	PILOT REPORTED THEY GOT DISTRACTED BY RAIN/WEATHER ON THE DOWNWIND WHEN PERFORMING THEIR FLOW, MISSED THE STEP OF L
20250724014229A	RECEIVED NOTIFICATION OF AN AIRCRAFT DOWN IN A BEANFIELD NEAR WALCOTT, IOWA.  THE LEFT MAIN LANDING GEAR WAS BENT T
20251018014189I	THE CREW MADE A NORMAL APPROACH AND TOUCHDOWN ON RUNWAY 6 AT RSW.  WHEN THE NOSE LANDING GEAR TOUCHED DOWN, THE AIR
20251013014249I	ON OCTOBER 13, 2025, AROUND 1321 LOCAL TIME, A CESSNA 207 AIRCRAFT WAS ON PART 135 FLIGHT (CARGO ONLY, NO PASSENGER
20250428014169A	AIRCRAFT WAS ON APPROACH TO RWY 19. WITNESSES REPORT THERE WAS A DOG ON THE RUNWAY. OTHER COMPANY AIRCRAFT FLYING B
20250909014349A	THE PILOT WAS DEPARTING ON AN AGRICULTURAL DISPENSING FLIGHT.  VIDEO OF THE DEPARTURE ALONG WITH THE PILOT'S STATEM
20250901014252A	ON 9/1/2025, ^PRIVACY DATA OMITTED^, A B737-9 MAX,^PRIVACY DATA OMITTED^SAN FRANCISCO INTERNATIONAL AIRPORT (SFO)- 
20251014014319I	ON 10/14/2024 A CESSNA 402 SUFFERED BIRD STRIKE DEPARTING RUNWAY 6, RETURNED SAFELY TO RUNWAY. DAMAGE TO TAIL NOTED
20250901014282A	ON 9/2/2025, ^PRIVACY DATA OMITTED^, A B737-824, OPERATING AS ^PRIVACY DATA OMITTED^ SAN FRANCISCO INTERNATIONAL AI
20250911014299A	ON SEPTEMBER 11, 2025, ABOUT 1405 EASTERN DAYLIGHT TIME, A HUGHES (MCDONNELL DOUGLAS) 369D HELICOPTER.\nTHE HELICOPT
20251004014309I	THE AIRCRAFT STRUCK A BIRD ON APPROACH CAUSING MINOR DAMAGE TO THE RIGHT WING ROOT LEADING EGDE.
20250711014359I	ON JULY 11, 2025, AT APPROXIMATELY 2:39 PM LOCAL TIME, A NASA T-38 TALON, A TWO SEAT JET AIRCRAFT TOUCHED DOWN APPR
20250627014279A	WHILE TAXING ON THE RAMP AFTER LANDING, A PIECE OF GROUND SUPPORT EQUIPMENT WAS DRIVEN INTO THE LEFT SIDE OF THE FU
20250907014329I	ON 7 SEPTEMBER 2025, ^PRIVACY DATA OMITTED^DEPARTED TETERBORO AIRPORT (TEB) FROM RUNWAY 01 AT 1838Z. DURING THE CLI
20250913014339I	STUDENT PILOT WAS CONDUCTING TAKEOFFS AND LANDINGS IN TRAFFIC PATTERN UNDER SUPERVISION OF FLIGHT INSTRUCTOR. CROSS
20251004014269I	ON OCTOBER 4, 2025, DURING A PART 91 FLIGHT INTO BAKERSFIELD MUNICIPAL AIRPORT (L45), THE FADEC (FULL AUTHORITY DIG
20250824014519A	ON AUGUST 24TH AT APPROXIMATELY 7:30AM ^PRIVACY DATA OMITTED^ ARRIVED AT CHICKEN, ALASKA AIRPORT.  UPON ARRIVAL, PI
20250925014369A	WICKENBURG, AZ: ^PRIVACY DATA OMITTED^, ALPHA TRAINER, FROM GEU, PILOT REPORTED ENGINE ISSUES AND MADE AN EMERGENCY
20251002014379A	DURING A PRACTICE MANEUVER, THE PILOT-IN-COMMAND (PIC) LANDED AN AIRCRAFT IN A RECENTLY HARVESTED BEAN FIELD. UPON 
20250831014499A	DESCRIPTION OF THE DEVIATION:\nWHILE OPERATING^PRIVACY DATA OMITTED^ AN N3N-3 AIRPLANE ON A VFR FLIGHT PLAN AND UPON
20250913014449A	THE PILOT STATED THAT HE ARRIVED AT THE AIRPORT THAT MORNING AROUND 6 AM FOR A TIME BUILDING FLIGHT WITH ANOTHER RA
20250918014479A	AIRCRAFT DEPARTED KUOX RUNWAY 27 TO NORTHWEST. SHORTLY AFTER TAKEOFF, AIRCRAFT VEERED TO THE RIGHT, STRUCK THE GROU
20250823014399I	CESSNA 150G WAS IN CRUISE FLIGHT WHEN THEY EXPERIENCED POWER LOSS AND SPUTTERING.  PIC DECLARED MINIMUM FUEL WITH K
20250917014509I	AIRMAN DEPARTED KYKM AIRPORT ON RUNWAY 27 FOR PATTERN WORK, TO WORK ON SHORT FIELD LANDINGS.  ON THE SECOND TRAFFIC
20250908014469A	PILOT ATTEMPTED TO LAND ON A GRAVEL BAR. ON TOUCH DOWN THE AIRCRAFT'S LEFT WHEEL DIPPED INTO A DEPRESSION, CAUSING 
20250916014419A	PILOT STARTED THE TAKE OFF ROLL AT A REMOTE GRAVEL BAR. APPROXIMATELY 115 FEET INTO ROLL, THE TAILWHEEL CAME OFF TH
20250913014429I	STUDENT PILOT INVOLVED IN SUDDEN CROSSWIND EVENT
20250927014389A	THE FLIGHT WAS A REPOSITION OPERATION TO DELIVER THE AIRCRAFT TO IT'S NEW HOME AIRPORT. THE AIRCRAFT INVOLVED WAS A
20250905014489A	WHILE ATTEMPTING TO LAND AT AN OFF-AIRPORT AIRSTRIP, THE PILOT STRUCK A TREE WITH THE LEFT WING OF THE AIRCRAFT ON 
20250912014459A	ON 9/12/2025 AT APPROXIMATELY 12:56PM AN UNREGISTERED, TWO SEAT POWERED FIXED WING AIRCRAFT CRASHED IN A BEAN FIELD
20250927014439I	AIRMAN FLEW FROM KDEW (DEER PARK, WA) TO WN54 (ELLERPORT AIRPORT-NEWMAN LAKE, WA) FOR AN APPROXIMATE 20 MINUTE FLIG
20251010014409I	UNEVENTFUL FLIGHT FROM KERRVILLE TO FREDERICKSBURG. NO ISSUES NOTED PRIOR TO FLIGHT ON TAXI OR TAKEOFF. ALL MAINTEN
20251010014609A	TOOK OFF ON PLEASURE FLIGHT AND THEN INTO THE FLIGHT REALIZED DARKNESS WAS COMING FASTER THAN I WOULD BE ABLE TO GE
20250811014549I	ON AUGUST 10, 2025, AT APPROXIMATELY 1715 LOCAL TIME, A MOONEY M20F AIRCRAFT, REGISTRATION ^PRIVACY DATA OMITTED^ W
20250928014649A	ATC REPORTED: OAKLAND, TN (7TN4):^PRIVACY DATA OMITTED^, T6, VEERED LEFT OFF OF RUNWAY 26 WHILE ON TAKEOFF ROLL CAU
20250819014529A	ON AUGUST 19, 2025, AT APPROXIMATELY 1515 EASTERN TIME, A CESSNA 182P, WAS INVOLVED IN AN AIRCRAFT ACCIDENT AT 1B2 
20251015014559A	AT APPROXIMATELY 1415 LOCAL TIME ON OCTOBER 15, 2025, A BEECH C23 WAS ON APPROACH TO TULSA RIVERSIDE (KRVS) RUNWAY 
20251002014629I	THE PILOT FLEW FROM KLSE TO KBCK TO PRACTICE POWER OFF 180 DEGREE TURNS. AS THE PILOT MADE THE TURN THEY FOUND THEY
20250915014639I	ON SEPTEMBER 15, AT 21:03 CDT, A MOONEY M20R INCURRED MINOR DAMAGE WHILE ATTEMPTING TO LAND WHEN ITS NOSEWHEEL FAIL
20250612014569I	PILOT ARRIVED AT KFIN@ 0700, FUELED AIRCRAFT, PERFORMED PRE-FLIGHT INSPECTION, DEPARTED \nRUNWAY 11 @08151 RECEIVED 
20251004014599I	IT WAS REPORTED THAT WHILE AIRBORNE, AN INSTRUCTOR AND STUDENT SKYDIVER IN A TANDEM JUMP CONFIGURATION BECAME STUCK
20250831014579A	ON 8-31-25 APPROXIMATELY 1925 LOCAL TIME, AIRCRAFT DEPARTED 1H0 WITH ONE INSTRUCTOR PILOT AND ONE INSTRUMENT STUDEN
20251002014589A	PILOT NOTICED RPM FLUXUATIONS IN CRUISE FLIGHT AND WAS GETTING WORSE. DECIDED TO LAND THE AIRCRAFT.  PILOT MOVED CO
20251004014619I	FOLLOWING PARTICIPATION IN A PERFORMANCE EVENT AT THE PACIFIC AIRSHOW IN HUNTINGTON BEACH, THE PILOT DEPARTED THE A
20250818014539A	ON AUGUST 18, 2025, THE AIRMAN INVOLVED IN THE ACCIDENT DEPARTED LAKEWAY AIRPARK, LAKEWAY, TEXAS, AT AROUND 2011 CS
20250918014689A	UPON LANDING, THE AIRCRAFT HAD NO BRAKING ACTION. THE PILOT CONTINUED TO OPERATE THE BRAKE PEDALS WITH NO SUCCESS. 
20250927014669I	ON LANDING, THE PIC EXPERIENCED HEAVY CROSS WINDS AND CAUSED THE AIRCRAFT TO GROUND LOOP.
20250928014749A	THE ACCIDENT AIRCRAFT REPORTED AN OPEN DOOR SHORTLY AFTER TAKEOFF AND REQUESTED TO RETURN TO THE AIRPORT TO SECURE 
