c5	remark
19980905043749I	(-5) PILOT WAS AWAITING TAKEOFF WHEN STRUCK IN THE REAR BY A SECOND AIRCRAFT.
19980906031139I	(-23) IMAE OF CHRISTOPHER DANA GENNARO (SKYDIVER), WHOM ON SEPTEMBER 6, 1998, AT 1500 PDT WAS PARTICIPATING IN ROUTINE SKYDIVING JUMPS WITH THE SKYDIVE ORGANIZATION WHEN ON THE FOURTH JUMP OF THE DAY PLUMMETED TO HIS DEATH. THE JUMP WAS A COORDINATED AND PLANNED JUMP AT 12500' WITH A RIP CHORD PULL EXTRACTION AT 4500' TO 4000'. DATA AND INFORMATION UTILIZED FOR THIS REPORT WAS OBTAINED FROM THE RIVERSIDE COUNTY CORONERS OFFICE, CHIEF DEPUTY CORONER DANIEL A. CUPIDO AND THE REPORTS PROVIDED BY THE ASSOCIATES OF SKYDIVE ELSINORE WHICH PARTICIPATED ON THE JUMP THE DAY OF THE INCIDENT. MR. GENNARO WAS A LICENSED (LIC NO. A-29411) UNITED STATES PARACHUTE ASSOCIATION MEMBER WHO HAD BEEN JUMPING WITH SKYDIVE ELSINORE FOR OVER ONE YEAR WITH NUMEROUS JUMPS DEFINED AND RECORDED AS ACCEPTABLE BY NUMEROUS JUMPMASTERS AND CLEARED FOR FOLLOWING JUMPS. THE TYPE OF EQUIPMENT WORN BY MR. GENNARO AT THE TIME OF THE FATAL ACCIDENT WAS MANUFACTURED BY RI, MODEL TALON, TYPE-3 RING RELEASE WITH RESERVE STATIC LINE AND RESERVE CANOPY MANUFACTURED BY PRECISION, MODEL RAVEN. VERBAL DIALOGUE WITH CHIEF DEPUTY CORONER DANIEL A. CUPIDO ON SEPTEMBER 15, 1998 AT 1000 HOURS INDICATED THAT THERE IS SUBSTANTIAL PRELIMINARY EVIDENCE WHICH LEADS THE CORONERS OFFICE TO BELIEVE THAT THIS CASE WAS SUICIDE. DIALOGUE BETWEEN THE CORONERS OFFICE AND CLOSE RELATIVES (MOTHER AND GIRLFRIEND OF DECEASED) REVEALED THAT MR. GENNARO HAD PRIOR SUICIDAL TENDENCIES. THIS OFFICE HAD BEEN ADVISED BY CHIEF DEPUTY CORONER DANIEL A. CUPIDO THAT THE INVESTIGATION FOR THIS CASE CONTINUES AND EXPERTS CLOSURE IN APPROXIMATELY 4 TO 6 WEEKS.
19970111000339I	AIRCRAFT WAS PARKED WHEN IT OWNER INADVERTANTLY STARTED IT. TAXIED INTO N747TR THAT WAS PARKED AND TIED DOWN. (-23)STUDENT PILOT HAD JUST PURCHASED NEW AIRCRAFT WITH ANTICIPCATION OF BEING CERTIFIED.  STUDENT HAD A TOTLA OF 90 HRS. ON PA-28-140.  HE CAME INTO THE AIRPORT AFTER DELIVERY OF THE AIRCRAFT TO FAMILIARIZE HIMSELF WITH HIS NOW AIRCRAFT.  THERE WAS NO INTENT TO TAXI OR FLY, JUST FAMILIARIZE HIMSELF TO THE COCKPIT FOR THE TYPE.  HE DECIDED TO DO START CHECK AND WHEN HE INSERTED KEY IN MAG SWITCH AND ROTATED FULL RIGHT HE THOUGHT THE MAULE WAS SAME AS CHEROKEE THAT HAD A PRESS TO START SWITCH.  THE THROTTLE WAS SET AT FULL MIX, FULL RICH, BRAKES NOT SET.  THE AIRCRAFT STARTED, VEERED AROUND TO THE RIGHT AND STRUCK A DERELICT AERO COMMANDER PARKED NEXT TO HIM. THE ENGINE STOPPED AFTER CONTACT.  STUDENT SHUT DOWN ALL POWER AND EVACUATED AIRCRAFT UNINJURED.
19980906032649I	ON SEPTEMBER 6, 1998, AT APPROXIMATELY 1945 HRS, MR. CORDLE, PILOT OF N33286, A CESSNA 177RG, DEPARTED THE OSU AIRPORT WITH ONE PASSENGER ABOARD, MRS. SUSAN CORDLE, HIS WIFE, FOR MT. VERNON, OHIO. AT 2000 HRS, THEY ARRIVED AT MT. VERNON AIRPORT, AND ENTERED A LEFT DOWNWIND FOR RUNWAY 28. THE PILOT STATED THAT HE COMPLETED A NORMAL APPROACH WITH 20 DEGRES OF FLAPS AND DURING THE LANDING FLARE, HE HEARD A LOUND GRINDING NOISE. THE AIRPLANE HAD CONTACTED THE RUNWAY ON ITS UNDER CARRIAGE AND SHORTLY AFTER THE PROPELLER STRUCK THE RUNWAY CAUSING MINOR DAMAGE TO THE AIRPLANE. THERE WERE NO INJURIES OR FIRE. THE PILOT AND PASSENGER EXITED THE AIRPLANE AND SECURED IT. THE PILOT STATED THAT HE FORGOT TO EXTEND THE LANDING GEAR. DURING THE INTERVIEW WITH HE PILOT, HE WAS OFFERED THE OPPORTUNITY TO PARTICIPATE IN THE REMEDIAL TRAINING PROGRAM AND HE AGREED.
19970518010949A	BOUNCED LANDING. ADDED POWER BUT HIT RUNWAY AND FLIPPED OVER. DAMAGED AIRFRAME AND FIREWALL. (-23) ON MAY 18, 1997 AT APPROXIMATELY 0915 EST, A CESSNA MODEL 172, N5685E WAS INVOLVED IN A CROSSWIND LANDING ACCIDENT AT THE ANGOLA TRI-STATE AIRPORT (ANQ).  THIS AIRCRAFT WAS PILOTED BY PRIVATE PILOT ERIC A. MANSFIELD. MR. MANSFIELD HAD TWO PASSENGERS WITH HIM ON THIS FLIGHT.  MR. MANSFIELD REPORTED THAT DURING HIS LANDING THE AIRCRAFT BOUNCED BACK INTO THE AIR.  DURING HIS RECOVERY HE STATED THAT HE ADDED POWER AND RAISED THE FLAPS.  HE REPORTED HEARING THE STALL WARNING HORN AND LOWERED THE NOSE TO BUILD AIRSPEED.  HE INDICATED THAT THE AIRCRAFT HIT THE GROUND BEFORE AN INCREASE IN AIRSPEED COULD BE OBTAINED.  THE AIRCRAFT FLIPPED OVER AFTER HITTING THE GROUND.  ONE PASSENGER WAS TAKEN TO A LOCAL HOSPITAL AND TREATED FOR WHAT WAS REPORTED AS A BRUISE TO THE CHEST.  THE AIRCRAFT RECEIVED SUBSTANTIAL DAMAGE TO THE AIRFRAME AND THE FIREWALL.
19980906037839I	(-5) PILOT DISCOVERED BENT PROPELLER TIP DURING POST-FLIGHT INSPECTION.
19960128001039A	WITNESS HEARD ENGINE SPUTTER, AIRCRAFT BEGAN TO CIRVCLE A FIELD TO LAND, CRASHED ATTEMPTING TO LAND.
19980829022379A	HELICOPTER WAS INVOLVED IN AERIAL APPLICATION AND WAS ATTEMPTING TO LAND ON A TRUCK FOR REFUELING, DEBRIS BEHIND THE TRUCK STRUCK THE TAIL ROTOR. (-23) PIC LOST CONTROL OF HELICOPTER WHILE ON APPROACH TO LANDING ON A PLATFORM MOUNTED ON A LARGE TRUCK. THE PURPOSE OF LANDING ON THE TRUCK WAS TO LOAD CHEMICALS FOR AERIAL APPLICATION. THE PIC STATED THAT DOWN-WASH BLEW UP DEBRIS INTO TAIL ROTOR.
19950605022239I	STRUCK A DEER ON LANDING.
19980829022389A	ACFT WAS INVOLVED IN AN AIR SHOW AND DECLARED AND EMERG DURING FLY BY, ACFT BECAME CAUGHT IN A STRONG DOWNDRAFT AND STRUCK THE GROUND. (.4) THE AIRCRAFT WAS PART OF A FLIGHT OF TWO AIRCRAFT CONDUCTING FOR-HIRE SIGHTSEEING FLIGHTS FROM THE AIRPORT. AFTER THE AIRCRAFT TURNED ON TO THE CROSSWIND LEG, DOWNDRAFTS WERE ENCOUNTERED BY BOTH AIRCRAFT.  THE ACCIDENT AIRCRAFT MADE A TURN TO THE LEFT AND THE TRAILING AIRCRAFT TURNED TO THE RIGHT.  THE ACCIDENT AIRCRAFT RECOVERED CLOSE TO THE GROUND, COLLIDED WITH A TELEPHONE POLE, AND CAME TO REST INVERTED. THE AIRCRAFT WAS DESTROYED BY A POSTIMPACT FIRE.  THE PILOT OF THE AIRCRAFT STATED THAT THERE WERE NO MECHANICAL ANOMALIES EXPERIENCED WITH THE AIRCRAFT.  THE AIRCRAFT WAS AT FULL POWER, BUT NOT GAINING ALTITUDE.  A WITNESS TO THE ACCIDENT REPORTED THAT APPROXIMATELY 5 MILES SOUTHEAST OF THE AIRPORT WERE RAIN SHOWERS.  THE AIRCRAFT WAS EXAMINED AND CONTROL CONTINUITY WAS ESTABLISHED.  NO MECHANICAL ANOMALIES WERE NOTED.  THIS WAS THE SIXTH FLIGHT OF THE DAY, WITH NO DISCREPANCIES NOTED WITH THE PREVIOUS FLIGHTS.  AT THE TIME OF THE ACCIDENT THE WEATHER WAS DETERIORATING.  METEOROLOGICAL DATA SHOWED THE PRESENCE OF INSTABILITY AND CONVECTIV E ACTIVITY CONDUCIVE TO UP AND DOWNDRAFTS NEAR THE ACCIDENT SITE. (-23) ON AUGUST 29, 1998, AT 1315 PDT, A BOEING A75N1, N56856, DEPARTED BIGBEAR CITY AIRPORT (L35), ON A COMMERCIAL FLIGHT, CARRYING ONE PASSENGER. THE INTENT OF THE FLIGHT WAS AN AIR TOUR OF THE BIG BEAR LAKE VICINITY. THE AIRCRAFT HAD FLOWN 5 PREVIOUS FLIGHTS UTILIZING BOTH RUNWAYS 08/26. WINDS THROUGHOUT THE DAY WERE LIGHT AND VARIABLE ALTHOUGH SOME CONVECTIVE ACTIVITY WAS NOTICED APPROXIMATELY 10 MILES SOUTH-EAST OF THE AIRPORT. N56856 TOOK OFF ON RUNWAY 08 FOLLOWING A SISTER SHIP. BOTH AIRCRAFT TURNED A RIGHT CROSSWIND, AND AT APPROXIMATELY 700 FEET AGL, THEY BOTH ENCOUNTERED A SEVERE DOWNDRAFT. THE LEAD AIRCRAFT TURNED ONTO A RIGHT DOWNWIND AND RECOVERED FROM THE DOWNDRAFT AT APPROXIMATELY 100 FEET AGL. N56856 TURNED LEFT AND REMAINED IN THE DOWNDRAFT WHICH SUBSEQUENTLY RESULTED IN THE AIRCRAFT CONTACTING POWER LINES, ROLLING OVER ON ITS BACK AND CONTACTING THE GROUND. THE ENGINE WAS PRODUCING FULL POWER THROUGHOUT THE INCIDENT.
19960616014009A	LANDED SHORT IN MUD. GEAR DUG IN AND BROKE OFF. FIRE DURING BELLY SLIDE ON GRAVEL RUNWAY. PLANE BURNED.
19980906038109I	(-5)THE PILOT REPORTS THAT THEY WERE ON FIRE PATROL PROCEEDING WEST BOUND APPROXIMATELY 200 FT ABOVE THE CLEARWATER RIVER WHEN THEY STRUCK FOUR POWERLINES.  DAMAGE WAS LIMITED TO SCUFFING ON THE MAIN ROTORS, MINOR DAMAGE TO THE TRANSMISSION FAIRING, AND MINOR DAMAGE TO THE ENGINE COWLING.  THE PILOT PROCEEDED DOWN THE RIVER AND MADE A PRECAUTIONARY LANDING APPROXIMATELY 1/2 MILE FROM THE POINT OF IMPACT.  THE PILOT AND 2 PASSENGERS WERE NOT INJURED.
19960706032299I	NARRATIVE: ON JULY 6, 1996, AT 1650L, AT TILLAMOOK AIRPARK, OR, WHILE ATTEMPTING TO LAND, THE PILOT REPORTED PORPOISING THE LANDING AND BEING CAUGHT BY A GUST OF WIND, WHICH SHE WAS UNABLE TO COUNTER. THIS CAUSED THE AIRCRAFT TO VEER TO THE LEFT OF THE RUNWAY. WHEN THE NOSE GEAR WENT INTO THE DRAINAGE DITCH THE PROPELLER STRUCK THE GROUND, CAUSING DAMAGE TO 10-12 INCHES OF THE PROPELLER BLADE. OTHER DAMAGE WAS FOUND ON THE AIRCRAFT AS FOLLOWS: THE AFT LOWER PORTION OF THE RIGHT MAIN LANDING GEAR WAS GROUND OFF APPROXIMATELY 1/2 INCH DEEP BY 1-1/2 INCH LONG, WHICH MAY HAVE OCCURRED DURING LANDING; THE RIGHT WING TIP FAIRING WAS CRACKED, WINGTIP SKIN DENTED 1 INCH OF LEADING EDGE AND THE SKIN FOR THE FIRST 12 INCHES WAS RIPPLED ALONG THE TOP AND BOTTOM. THE PILOT WAS SURE THAT THE WING TIP DID NOT STRIKE DURING THIS SEQUENCE OF EVENTS. THIS INCIDENT IS CLOSED.
19980906040229I	(-5)AIRCRAFT LANDED RWY 16, EXPERIENCED A SHIFT OF WIND DIRECTION AND POSSIBLY WIND SHEAR, AND LANDED LONG. AIRCRAFT TOUCHED DOWN APPROX. 2/3 DOWN THE RUNWAY.  THE AIRCRAFT RAN OFF THE END OF THE RUNWAY STRIKING THE TREES CAUSING MINOR DAMAGE.
19960606012939A	PILOT PASSED OUT RETURNING TO AIRPORT DUE G LOADS IN STEEP TURNS STRESS AND FATIGUE. IMPACTED LEVEL UPRIGHT.
19980119002309I	NARRATIVE: CONTINENTAL AIRLINES INC., FLIGHT #234, AIRCRAFT REGISTRATION # N17321, DEPARTED LAX 1/19/98, EN-ROUTE TO CLE. WHILE ENROUTE, THE CIRCUIT BREAKER FOR THE FORWARD BOOST PUMP IN #1 MAIN TANK, THE AFT BOOST PUMP IN #2 MAIN, AND BOTH BOOST PUMPS IN THE CENTER AND AUXILIARY TANKS POPPED, LEAVING ONLY #1 AFT AND #2 FORWARD BOOST PUMPS OPERATIONAL. ATC WAS ADVISED OF THE SITUATION AND THE AIRCRAFT WAS CLEARED TO LAND AT MCI WHERE A NORMAL LANDING WAS MADE. CONTRACT MAINTENANCE MET THE AIRCRAFT AT THE GATE. THEY REPLACED CIRCUIT BREAKER #65, MANUFACTURING #BACC18Z3R, WHICH WAS DISCOVERED INOPERATIVE. AFTER PERFORMING A NORMAL OPERATIONAL CHECK OF THE BOOST PUMP SYSTEM THE AIRCRAFT WAS RELEASED BACK TO SERVICE. THIS INCIDENT (CE98IGO0029) IS CONSIDERED CLOSED WITH THE SUBMITTAL OF THIS REPORT.
19960131047539A	(-16) ON JANUARY 31, 1996, AT 2155 MST RADIO AND RADAR CONTACT WITH A PIPER PA-34-220T, N83809 WAS LOST NEAR ESTES PARK, COLORADO. PILOT WAS ON AN IFR FLIGHT PLAN OVER MOUNTAINOUS TERRAIN WHEN RADAR CONTACT WAS LOST. SEARCH AND RESCUE EFFORTS HAVE BEEN TERMINATED. AC IS STILL MISSING (FTW96FAMS2). UPDATE: AC FOUND ON YPSILON MOUNTAIN IN ROCKY MOUNTAIN NATIONAL PARK ON OR ABOUT 03/03/96 @ ELEVATION AT IMPACT 13,164/AC DESTROYED; WRECKAGE INACCESSIBLE EXCEPT BY WORLD CLASS MOUNTAIN CLIMBERS. BODY PART SAMPLES RECOVERED FOR DNA VERIFICATION. (FTW96FA145).
19960325007489A	FLEW INTO KNOWN FOG AT NIGHT. FAILED TO NOTE DESCENT IN 180 TURN. STRUCK TREES. IFR WEATHER EXISTED AT DEPARTURE.
19990817024719A	(.19) ON AUGUST 17, 1999, AT AN ESTIMATED TIME OF 1615 ALASKA DAYLIGHT TIME, A WHEEL EQUIPPED PIPER PA-28-200 AIRPLANE, N56877, IS PRESUMED TO HAVE CRASHED IN A REMOTE AREA OF THE WRANGELL-ST. ELIAS NATIONAL PARK, ABOUT 90 MILES NORTHEAST OF CHITINA, ALASKA.  THE AIRPLANE IS MISSING AND THE COMMERCIAL CERTIFICATED PILOT, THE SOLE OCCUPANT, IS PRESUMED TO HAVE SUSTAINED FATAL INJURIES.  THE AIRPLANE WAS BEING OPERATED AS A FLIGHT OF TWO AIRPLANES ON A VISUAL FLIGHT RULES (VFR) CROSS-COUNTRY PERSONAL FLIGHT WHEN THE ACCIDENT OCCURRED.  THE AIRPLANE WAS OPERATED BY THE PILOT.  VISUAL METEOROLOGICAL CONDITIONS WERE REPORTED TO HAVE PREVAILED IN THE AREA OF LAST CONTACT WITH THE PILOT.  A VFR FLIGHT PLAN WAS FILED.  THE FLIGHT ORIGINATED AT MERRILL FIELD, ANCHORAGE, ALASKA, ABOUT 1347. THE PILOT OF THE ACCIDENT AIRPLANE OBTAINED A WEATHER BRIEFING, AND FILED A VFR FLIGHT PLAN AT 1305.  HE ADDED N6401U, A MOONEY M-20C, AS A SECOND AIRPLANE TO THE FLIGHT PLAN, WITH THE ROUTE OF FLIGHT AS MERRILL FIELD TO GULKANA, ALASKA, TO MCCARTHY, ALASKA, TO BURWASH, CANADA, TO WHITEHORSE, CANADA. DURING A TELEPHONE CONVERSATION ON AUGUST 25, 1999, WITH THE NATIONAL TRANSPORTATION SAFETY BOARD (NTSB)  INVESTIGATOR-IN-CHARGE (IIC), THE PILOT OF N6401U SAID HE DEPARTED FROM MERRILL FIELD AFTER THE ACCIDENT AIRPLANE, AND REMAINED ABOUT THREE TO FOUR MILES IN TRAIL. HE HAD PERIODIC RADIO CONTACT WITH THE PILOT OF THE ACCIDENT AIRPLANE, BUT HE DID NOT ALWAYS HAVE VISUAL CONTACT.  THE PILOT OF THE ACCIDENT AIRPLANE WAS MAINTAINING RADIO CONTACT WITH THE FEDERAL AVIATION ADMINISTRATION (FAA), KENAI AUTOMATED FLIGHT SERVICE STATION (AFSS), AND HE REPORTED OVER GULKANA AT 1446. THE ACCIDENT AIRPLANE PILOT REPORTED TO N6401U HE WAS PROCEEDING TO THE GLACIER CREEK, ALASKA, AIRSTRIP, STATING MOUNTAINS WERE ON BOTH SIDES OF THE ROUTE.  THE ANTICIPATED ROUTE OF FLIGHT FOR THE ACCIDENT AIRPLANE WOULD HAVE BEEN OVER THE CHITISTONE RIVER, CHITISTONE PASS, AND THEN OVER THE RUSSELL GLACIER INTO THE WHITE RIVER DRAINAGE.  THE LAST RADIO CONTACT FROM THE ACCIDENT AIRPLANE PILOT, ABOUT 1605, WAS THAT HE WAS 10 MILES FROM THE (CANADIAN) BORDER. WHEN THE PILOT OF N6401U ARRIVED OVER THE RUSSELL GLACIER, THE WEATHER CONDITIONS WERE SCATTERED CLOUDS ABOUT 6,500 FEET MSL, WITH A VISIBILITY OF 50 MILES.  HE COULD SEE A LARGE WEATHER FRONT CONSISTING OF DARK, LOW CLOUDS IN THE AREA OF BURWASH, CANADA.  HE DECIDED TO DIVERT TO NORTHWAY, ALASKA, FOR ADDITIONAL FUEL, AND TO GET AN UPDATE ON THE WEATHER IN CANADA. HE CONTINUED TO WHITEHORSE, AND THEN TO WATSON LAKE, CANADA ON AUGUST 18, 1999.  HE CONFIRMED THE ACCIDENT AIRPLANE PILOT HAD NOT ARRIVED AT EITHER LOCATION, AND HAD NOT CONTACTED ANY U.S. OR CANADIAN FACILITY SINCE THE LAST RADIO CONVERSATION.  THE PILOT OF N6401U REPORTED THE ACCIDENT AIRPLANE OVERDUE ABOUT 2049 ADT.  AN ALERT NOTICE WAS ISSUED ON AUGUST 19, 1999, AT 0132 ADT.                                    (-23) ON AUGUST 17, 1999 A WHEEL EQUIPPED PIPER PA-28R-200 AIRPLANE, N56877 DEPARTED MERRILL FIELD ANCHORAGE ALASKA AT APPROXIMATELY 1:47 PM LOCAL TIME ON A FLIGHT TO WHITEHORSE, YUKON TERRITORY CANADA WITH THE PILOT AS THE SOLE OCCUPANT OF THE AIRCRAFT. A VFR FLIGHT PLAN WAS FILED FOR A FLIGHT OF TWO AIRCRAFT, PIPER PA-28, N56877 AND MOONEY-20-C, N6401U. THE PILOT OF THE PIPER WAS REPORTED OVERDUE BY THE PILOT OF THE MOONEY WHEN THE MOONEY PILOT ARRIVED IN WHITEHORSE CANADA. THE TWO AIRCRAFT HAD BECOME SEPARATED IN DETERIORATING WEATHER WHILE ENROUTE TO WHITEHORSE. THE LAST RADIO CONTACT WITH THE PIPER PILOT WAS WITH THE PILOT OF THE MOONEY. THE PILOT OF THE PIPER R EPORTED HIS GPS POSITION AS APPROXIMATELY TEN (10) MILES WEST OF THE ALASKA/CANADIAN BORDER AT THE TIME OF HIS LAST RADIO TRANSMISSION. NO LATTITUDE OR LONGITUDE DATE WAS GIVEN BY THE PILOT OF THE PIPER. AS OF 08/30/99, AFTER A SEARCH OF TWELVE (12) DAYS, PIPER PA-28, N56877 HAS NOT BEEN FOUND AND SEARCH EFFORTS HAVE BEEN SUSPENDED. (.4) THE ACCIDENT AIRPLANE DEPARTED AS THE LEAD AIRPLANE IN A FLI
19960706024899I	NARRATIVE: TOUCH AND GO'S FOR LOCAL PRACTICE. APPROACH TO LANDING OK BUT FORGOT TO PUT GEAR DOWN.
19950915029879A	ELECTED TO GO AROUND. STALLED OUT OF NOSE HIGH CLIMBING TURN. HIT CONCRETE PORCH LANDING. AIRCRAFT BURNED.
19980906041109I	(-5)DURING LANDING, THE LEFT MAIN GEAR CONDUIT, P/N 455180, FAILED. THE CONDUIT IS A SWAGGED ROD WITH A FLEXABLE CABLE THAT MOVES WITHIN.  THIS SYSTEM IS HOW THE LANDING GEAR IS MECHANICALLY RETRACTED AND EXTENDED.  ^PRIVACY DATA OMITTED^                                                                    DAMAGE WAS LIMITED TO THE EXHAUST STACK, 2 BELLY SKINS AND THE LANDING GEAR CONDUIT ASSEMLY.
19980906045819I	ON SEPTEMBER 6, 1998, SONERAI II, N99WE, MADE AN EMERGENCY LANDING IN A FARM FIELD APPROX. 2 MILES SOUTH EAST OF LAKE-IN-THE-HILLS AIRPORT, IL, 3CK. THE STUDENT PILOT, MR. EDWARD R. RAFACZ STATED THAT HE WAS FLYING VFR, AT APPROX. 1000 FT. AGL, FROM PALMYRA, WISCONSIN TO LEWIS UNIVERSITY AIRPORT, IL, LOT, WHEN THE VOLKSWAGON, 1600CC ENGINE QUIT.  THE PILOT LANDED THE AIRCRAFT IN A BEAN FIELD FROM EAST TO WEST DAMAGING THE PROPELLER, AND LANDING GEAR.  NO OTHER DAMAGE WAS DONE TO THE AIRCRAFT.  THE AIRCRAFT HAD FUEL, OIL, WAS NOT SEIZED, AND THERE WAS COMPRESSION ON EACH OF THE CYLINDERS.  BECAUSE OF THE CONDITION OF THE PROPELLER, I DID NOT TRY TO START THE ENGINE.  THE PILOT SUSPECTED CARBURETOR ICE.  THE CONDITION INSPECTION WAS COMPLETED ON APRIL 5, 1998, WITH 252.0 HOURS TOTAL TIME.  THE MECHANIC THAT PERFORMED THE INSPECTION WAS STEVE SORGE, AP391666897.  THE WEATHER THAT DAY WAS CLEAR WITH NEGLIGIBLE WINDS.
19980907022799I	ON SEPTEMBER 07, 1998, THE ENGINE QUIT ABOUT FIVE MILES FROM GREEN CASTLE FIELD. THE PILOT THEN MADE AN EMERGENCY LANDING IN A FIELD OUTSIDE OSFORD, IOWA. INSPECTION OF THE FUEL TANKS AT THE SCENE, BY WITNESS, INDICATED SUFFICIENT FUEL FOR ENGINE OPERATION. INSPECTION OF THE AIRCRAFT SYSTEMS BY AVIATION SAFETY INSPECTORS FOUND NO ABNORMALITIES. AIRCRAFT PERFORMANCE DATA INDICATES THE AIRCRAFT DEPARTED WITH ADEQUATE FUEL FOR THE INTENDED FLIGHT. ^PRIVACY DATA OMITTED^
19970517010959A	LOST DIRECTIONAL CONTROL ON TAKEOFF LEFT THE RUNWAY. STRUCK EMBANKMENT. INDICATES P FACTOR NOT COMPONSATED. (-23) PILOT ATTEMPTED HIS FIRST SOLO TAKEOFF AND LOST DIRECTIONAL CONTROL. AIRCRAFT VARIED LEFT AND WAS NOT CORRECTED WITH RIGHT RUDDER.  THE AIRCRAFT LEFT THE RUNWWAY AND RAN INTO A DITCH 10 TO 12 FEET DEEP.
19980314005639I	NARRATIVE: ON MARCH 14, 1998, AT APPROXIMATELY 1515 PST, A CHALLENGER 2, AMATEUR/HOMEBUILT AIRCRAFT, N95CG WAS DOWNWIND AT 1300 FT AND ATTEMPTED TO LAND AT SOUTH COUNTY AIRPORT (Q99), SAN MARTIN, CA. WHILE ATTEMPTING THIS LANDING, THERE APPEARED TO BE A PROPELLER FAILURE. ONE BLADE OF THE WOODEN PROPELLER EXPERIENCED A DELIMITATION CAUSING EXTREME VIBRATION. THE ENGINE WAS SHUT DOWN AND AN OFF FIELD LANDING WAS MADE WITH MINOR DAMAGE TO THE NOSE STRUT. THERE WAS NO INJURY TO THE PILOT.
19980426010069I	NARRATIVE: INCIDENT #IAL38042601. PILOT TRAINING ON NEW HIRE. HAD SHIMMY IN TAIL WHEEL AND INSTRUCTOR PUSHED YOKE FORWARD TO RAISE THE TAIL. THE PILOT HIT THE BRAKES AND AIRCRAFT WENT ON IT'S NOSE STRIKING THE PROP ON RUNWAY, THEN BACK ON THE TAIL. PROP WAS ONLY DAMAGE AND NO INJURIES.
19950910028349A	SIGHTSEEING RIDES AT AIRSHOW. LOST POWER. SETTLED NOSE HIGH TO IMPACT. OUT OF FUEL. GAUGE ERROR. FAILED AUTOROTATE.
19980314013089I	NARRATIVE: AIRCRAFT STRUCK TREETOPS WHILE ENROUTE TO SFF FROM PUW DURING STUDENT SOLO TRAINING FLIGHT. LOW CEILINGS EXISTED AT TIME OF INCIDENT. PILOT RETURNED TO PUW FOR SAFE LANDING.
19981013028959A	ACFT WAS ON A FLIGHT IN THE MOUNTAINS WHEN IT ENCOUNTERED DOWNDRAFTS WHICHED THE ACFT DOWN INTO THE TREES.(-23)ENCOUNTERED DOWN DRAFT WHILE MOUNTAIN FLYING --UNABLE TO RECOVER.
19980315003359A	ENTERED FOG BANK ON CLIMBOUT. LOST CONTROL BROKE OUT RECOVERED. BACK INTO CLOUDS CAME OUT IN DIVE. STRUCK TREES. (.4)THE VFR PILOT AND PASSENGERS DEPARTED INTO AN APPROXIMATE 500-FOOT AGL STRATUS DECK OFF THE END OF THE COASTAL RUNWAY. WITNESSES OBSERVED THE AIRCRAFT ENTER THE STRATUS, COME OUT, RE-ENTER AT A STEEP ANGLE, AND THEN DESCEND FROM THE STRATUS INTO THE TERRAIN.                                      (-23)LAX98FA113
19970705016799A	AIRCRAFT CRASHED EN ROUTE. (.4) THE PILOT BOARDED THE 4 PASSENGERS AND CARGO (UNSECURED) FOR A CHARTERED FLIGHT TO A FISHING LODGE. THE FLOATPLANE DEPARTED UNEVENTFULLY. ABOUT 45 MIN. LATER, WHILE CRUISING ABOUT 1,700 FT. ABOVE RUGGED TERRAIN AND A RIVER, THE ENGINE BEGAN TO LOSE POWER AND THE FLOATPLANE DESCENDED. THE PILOT ATTEMPTED A FORCED LANDING IN A SMALL LAKE THAT WAS 1,200 FT. IN LENGTH AND LOCATED ABOUT 1 MILE WEST OF THE RIVER. DURING THE APPROACH TO LANDING, THE AIRPLANE STALLED AND IMPACTED SWAMPY TERRAIN AT THE LAKE'S EDGE IN A STEEP NOSE DOWN ATTITUDE. AN EXAMINATION OF THE WRECKAGE REVEALED THAT THE NO. 1 ENGINE EXHAUST PUSHROD HAD FAILED IN FATIGUE JUST BELOW THE TOP (VALVE) BALL END. EXAMINATION OF THE PUSHROD REVEALED THAT MATERIAL HAD BEEN PUSHED AWAY FROM THE ROD DURING INSTALLATION OF THE BALL END. THE FATIGUE CRACK MAY HAVE INITIATED FROM A SCORE MARK PRODUCED BY THE INSTALLATION. PUSHROD LIFE IS REDUCED DUE TO SURFACE SCRATCHES. THE LIFE OF THE FAILED PUSHROD COULD NOT BE DETERMINED. INSUFFICIENT INFORMATION EXISTS IN THE OVERHAUL MANUAL REGARDING PUSHROD LIFE/INSPECTION.
19951107049209A	(-16) ^PRIVACY DATA OMITTED^ PIC FAILED TO REPORT THIS ACCIDENT. THIS OFFICE RECEIVED AN ANONYMOUS PHONE CALL IN REFERENCE TO THIS ACCIDENT TEN DAYS LATER (11-17-95).
19970620015339A	(-23) PILOT REPORTED THAT DURING TAKE-OFF ROLL ON RUNWAY 30 AT DEFIANCE MEMORIAL (CFI) LEFT MAIN TIRE WENT FLAT. THE LEFT MAIN WHEEL INNER HALF WAS NOTED TO HAVE 6 INCHES OF RIM AREA MISSING AND THE TIRE HAS A 4 INCH CUT IN THE INNER SIDE WALL ABOVE THE BEAD SEAT AREA.
19951109036289A	AIRCRAFT TAXIING FOR DEPARTURE AND COLLIDED WITH UNLIGHTED MOBILE HELIPAD ON RAMP NEAR TAXIWAY.
19950408007359A	STALLED ON APPROACH. IMPACTED RESIDENCE ROOF. FELL TO GROUND MINUS A WING. PILOT ACTIONS PRIOR INDICATES CONFUSION.
