c5	remark
20190309010659A	AIRMAN WAS DISTRACTED ON DOWNWIND SEARCHING FOR HELICOPTER TRAFFIC CROSSING BELOW AND FAILED TO RETURN TO BEFORE LANDING CHECKLIST.  AIRCRAFT LANDED GEAR UP.  GEAR WARNING HORN DID NOT ACTIVATE.  AIRMAN WAS INTERVIEWED AND TOOK FULL RESPONSIBILITY. COUNSELLING STRESSED THE NEED FOR CHECKLISTS AND A SHORT FINAL CHECK TO RECONFIRM CONFIGURATION.
20190309010669A	ACCIDENT PILOT OPERATED OFF OF PUW AIRPORT TO HIS OWN AIRSTRIP LESS THAN 1NM SOUTH OF THE AIRPORT. AIRCRAFT EQUIPPED WITH WHEEL SKIIS. AFTER TAKEOFF PILOT LOWERED SKIIS ,FLEW TO PERSONAL AIRSTRIP TOUCHED DOWN CONTACTING SMALL UNSEEN HARDENED DRIFT  WITH HEEL OF THE RIGHT SKI . THIS FORCED THE TIP OF THE SAME SKI UNDER THE HARDPACKED SNOW CRUST CAUSING A SUDDEN STOP AND NOSE OVER . THE AIRPLANE WAS DAMAGED SUBSTANTIALLY. NO INJURIES WERE REPORTED.
20190310000529A	PILOT DISPATCHED OUT OF GALLIANO, LA(GAO) WITH PASSENGER DIRECT TO VENICE, LA (LS08). AFTER DEPARTURE PILOT CLIMBED TO 600FT THEN STARTED SLOW DECENT TO 200FT. A COMMANDED LEFT TURN WAS INITIATED LOWERING ALTITUDE TO 150FT LAST REPORTED. AIRCRAFT CONTACTED GROUND IN MARSH LAND 10 MILES FROM GAO. TOTAL TIME OF FLIGHT THREE MINUTES.
20190310001099I	DURING TAXI TO ACTIVE RUNWAY AT KIXD, THE AIRCRAFT  DEPARTED THE TAXIWAY INTO THE GRASSY INFIELD AREA. THE PROPELLER WAS DAMAGED AFTER CONTACTING THE GROUND.
20190310001109I	PRELIMINARY NOTICE COMPLETED BY BOI ATCT STATES N8143G ON HIS TAXI INTO PARKING EXITED ALPHA BEFORE ALPHA 6 INTO THE GRAVEL AREA AND CONTINUED TO PARKING. AIRCRAFT APPEARED TO DAMAGE TAXIWAY LIGHT ON ALPHA. NO DAMAGE TO THE AIRCRAFT.   FURTHER INVESTIGATION REVEALED THE PERSON ACTING AS PIC DOES NOT POSSESS A VALID AIRMAN CERTIFICATE OR A VALID FLIGHT MEDICAL.
20190310001119I	AIRCRAFT TOOK OFF AND THE LANDING GEAR IS MANUALLY RETRACTED AND THE PILOT FELT SOMETHING STRANGE AND THE NLG FAILED AND DETACHED AT THREADED SCREW AND NUT. THUS ALLOWING THE LOWER NLG TO DETACH FROM UPPER ATTACH POINT AND NOW FREE-FALLING CAUSING THE NLG TO COLLAPSE ON LANDING.
20190310001129A	^PRIVACY DATA OMITTED^, DOB 03/11/2001, 390 QUAIL RUN, AZLE, TX 76020 WAS ON HIS FIRST PARACHUTE JUMP AND JUMPING SOLO. INSTRUCTION AND JUMP WAS PROVIDED BY HIGH SKY ADVENTURES OF PENROSE, CO, FREMONT COUNTY AIRPORT (1V6). ^PRIVACY DATA OMITTED^ ^PRIVACY DATA OMITTED^. IS THE ^PRIVACY DATA OMITTED^ OPERATOR AND WAS ON THE GROUND AND REPORTED AS FIRST ON SCENE AFTER THE ACCIDENT. A VIDEO SHOWED ^PRIVACY DATA OMITTED^ EXITING THE AIRCRAFT WITH THE STATIC LINE CONNECTED AND THE CANOPY OPENING. ^PRIVACY DATA OMITTED^ REPORTED THE OPENING WAS NORMAL AND HE INSTRUCTED ^PRIVACY DATA OMITTED^ VIA RADIO, TO MAKE RIGHT AND LEFT TURNS. SINCE THE RADIO COMMUNICATION WAS ONLY FROM THE GROUND TO THE JUMPER, IT IS UNKNOW IF HE RECEIVED THE INSTRUCTIONS. ^PRIVACY DATA OMITTED^ SAID ^PRIVACY DATA OMITTED^ MADE RIGHT TURNS UNTIL IMPACTING THE GROUND WHICH CAUSED HIM FATAL INJURIES. THE SHERIFF DEPUTY ON SCENE WAS ASK (VIA TELEPHONE) TO SECURE THE CANOPY AND PACK; WHICH HE DID. INSPECTION OF THE CANOPY, RIGGING AND PACK(S) SHOWED TWO NOTABLE ITEMS. THE LEFT STEERING LANYARD WAS STILL IN IT'S STOWED POSITION AND THE RIGHT WAS DEPLOYED. THE RESERVE CHUTE WAS FOUND TO BE PARTIALLY DEPLOYED. AN FAA TOXICOLOGY BOX WAS PROVIDED TO THE CORONER TO BE DELIVERED BY THE SHERIFF'S DETECTIVE.
20190310001132A	JIA5141 (N530EA) HAD JUST BEEN PUSHED OFF OF GATE E14B AND WAS WAITING TO TAXI NEAR SPOT 29W ON THE NORTH RAMP IN CLT WITH BOTH ENGINES RUNNING. JIA5366 (N569NN) REQUESTED PUSH OFF OF GATE E31 AT 1342Z. PUSH WAS INITIALY DENIED, BUT THEN RAMP CONTROL INSTRUCTED THEM TO PUSH 10FT AND HOLD. JIA5366 WAS THEN APPROVED TO PUSH AT 1344Z AT WHICH TIME JIA5141 WAS STILL SITTING AT SPOT 29W DIRECTLY BEHIND JIA5366. JIA5366 HAD 2 WING WALKERS WALKING THE WINGS AS THEY PUSHED THE AIRCRAFT BACK. THE WING WALKERS WERE NOT PAYING ATTENTION AND ALLOWED N569NN TO BE PUSHED INTO N530EA. THE TAILS COLLIDED AND IMPACTED ON THE TRAILING EDGES OF THE ELEVATORS. BOTH AIRCRAFT RECEIVED SUBSTANTIAL DAMAGE. THE AIRCRAFT WERE SHUTDOWN AND PASSENGERS WERE DE-PLANED AND BUSED TO THE TERMINAL. ONE FLIGHT ATTENDANT COMPLAINED OF MINOR INJURIES AND WAS TAKEN TO THE HOSPITAL AS A PRECAUTION. SHE WAS RELEASED SHORTLY AFTER.
20190311001149A	OSKALOOSA, IA (OOA): N334SL, C 172, STUDENT PILOT CONDUCTING "TOUCH & GO'S", ACFT MAIN GEAR CONTACTED A SNOW BANK ON LANDING, NOSED OVER AND FLIPPED. NO ATC SERVICES. POB: 1, INJURIES: NONE, DAMAGE: SUBSTANTIAL. 03/ 11/2019 1800Z
20190311001159A	PERSUANT TO THE PILOT'S STATEMENT: THE PILOTS WERE DOING COMMERCIAL POWER OFF 180? LANDING ON 17 TURF AT STEARMAN. PULLED POWER AT PATTERN ALTITUDE TO IDLE ABEAM NUMBERS ON DOWNWIND, LOWERED 10? OF FLAPS, AND TURNED TOWARD RUNWAY. THE STUDENT LINED UP WITH THE RUNWAY FOR LANDING AND LANDED JUST SHORT OF THE TARGET SPOT. ONCE WHEELS TOUCHED, THE PLANE'S NOSE VEERED RIGHT. THE INSTRUCTOR WENT FOR LEFT RUDDER, AND POWERING UP DID NOT CORRECT NOSE TO THE RIGHT.  THE AIRCRAFT IMPACTED A TREE AND HOUSE EAST OF THE RUNWAY.
20190311001169I	AIRCRAFT STRUCK AN EAGLE DURING LANDING FLARE.  AIRCRAFT LANDED WITHOUT INCIDENT.  PILOT STATED TWO BALD EAGLES WERE SEEN ON THE GROUND AJACENT TO THE 1000 FOOT MARKERS ON RUNWAY 07.  PILOT STATED ONE OF THE BIRDS WAS STARTLED AND JUMPED UP IN THE PATH OF THE AIRCRAFT AS IT PASSED.
20190311001179I	ON MARCH 11, 2019, AT 1308 MDT, A MAULE M-7-235B, N723M, REGISTERED TO AN LLC, EXPERIENCED A GROUND LOOP ON LANDING AT GLACIER PARK INTERNATIONAL AIRPORT, KALISPELL, MONTANA, WHILE ON A PERSONAL FLIGHT. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME, AND A VFR FLIGHT PLAN WAS FILED. THE AIRCRAFT SUSTAINED MINOR DAMAGE, AND THE COMMERCIAL PILOT WAS NOT INJURED. THE FLIGHT ORIGINATED AT GLACIER PARK INTERNATIONAL AIRPORT, KALISPELL MONTANA, ON MARCH 11, 2019, AT 1130 MDT
20190311001189A	THE PILOT HAD JUST COMPLETED A AGRICULTURAL DISPENSING OPERATION AND WAS LANDING AT HIS HOME BASE IN PARMA, ID. WINDS AT THE TIME WERE 4 KNOTS AND VARIABLE. DURING APPROACH THE PILOT NOTICED A FREIGHT TRAIN TRAVELLING ON THE TRACKS PARALLEL TO THE RUNWAY. IN HIS EXPERIENCE, A TRAIN THAT IS TRAVELLING ON THE TRACKS DURING THE TIME OF LANDING CAUSES DIFFICULT LANDING CONDITIONS AND UNPREDICTABLE WINDS AT GROUND LEVEL. THE PILOT INITIATED A GO AROUND AND BEGAN HIS APPROACH AFTER THE TRAIN HAD PASSED BY THE AIRPORT. THIS APPROACH AND TOUCHDOWN WAS UNEVENTFUL. DURING ROLLOUT THE PILOT RETRACTED THE FLAPS AND THE TAILWHEEL WAS ON THE GROUND AND LOCKED. DURING ROLLOUT THE PILOT STATED THAT 'IT WAS LIKE SOMEBODY KICKED THE AIRCRAFT IN THE SIDE' THE TAIL CAME UP AND THE AIRCRAFT STARTED TO TRAVEL TO THE LEFT SIDE OF THE RUNWAY. TIRE MARKS ON THE RUNWAY SURFACE SHOW THE LEFT TIRE STARTED TO SKID. THE PILOT STATED THAT HE DELIBERATELY ADDED THE BRAKE TO TIGHTEN THE LEFT TURN AND KEEP THE AIRCRAFT FROM GOING THROUGH A LARGE PUDDLE OF WATER THAT HE THOUGHT WOULD CAUSE THE AIRCRAFT TO FLIP ON ITS BACK. THE AIRCRAFT CONTINUED TO TRAVEL TO THE LEFT AND DEPARTED THE RUNWAY SURFACE. THE AIRCRAFT CONTINUED THE LEFT TURN WHILE ON THE TURF TO THE LEFT SIDE OF THE RUNWAY EVENTUALLY STOPPING FACING THE RUNWAY. DURING THE  APPROXIMATELY 270 DEGREE ROTATION FROM LANDING DIRECTION THE AIRCRAFT SIDELOADED THE RIGHT MAIN LANDING GEAR AND STRUCK THE RIGHT WING TIP ON THE GROUND, CAUSING DAMAGE TO THE AILERON AND REAR SPAR OF THE RIGHT WING. WHEN THE AIRCRAFT CAME TO A STOP FACING THE RUNWAY THE POWERPLANT WAS STILL OPERATING AND THE PROPELLER HAD NOT TOUCHED THE GROUND. THE PILOT ADDED POWER, TAXIED ONTO THE RUNWAY SURFACE, CONTINUED TO PARKING AND PERFORMED A NORMAL SHUTDOWN.  THE PILOT CONTACTED THE BOISE FSDO ON 03-18-2019 AND STATED THAT THE RUNWAY HAS SOME FROST HEAVES ACROSS THE RUNWAY. HE STATED THAT THOSE FROST HEAVES MAY HAVE CONTRIBUTED TO THE LOSS DIRECTIONAL CONTROL.
20190311001199I	ON MARCH 11, 2019, N40126 AN AYRES THRUSH WAS INVOLVED IN AN INCIDENT WHEN THE AIRCRAFT LANDED IN A ORCHARD.  THE AIRCRAFT WAS RETURNING FROM AN AGRICULTURAL APPLICATION, 20 NAUTICAL MILES (NM) AWAY WHEN THE ENGINE SUDDENLY FLAMED OUT. THE AIRCRAFT LANDED WITH MINIMAL DAMAGE. THERE WERE NO REPORTED INJURIES.   DURING THE INVESTIGATION, THERE WAS A TOTAL OF 11 GALLONS OF FUEL RECOVERED FROM THE HEADER TANK. HOWEVER, THERE WAS NO FUEL BETWEEN THE FIREWALL AND THE FUEL FILTER. ADDITIONALLY, THERE WAS NO FUEL FOUND IN THE LINES BETWEEN THE LOW AND HIGH-PRESSURE FUEL PUMP.  NOTE :  WHEN THE REPORTING INSPECTOR (RI) ARRIVED ON THE SITE, HE NOTICE THAT THE LOW FUEL WANING LIGHT WAS ILLUMINATED AND FUEL TANK GAUGE LEVEL, INDICATED LOW. A VISUAL INSPECTION OF THE FUEL TANKS INDICATES SOME FUEL IN BOTH TANKS, HOWEVER IT WAS MINIMAL.  11 GALLONS WERE RECOVERED, HOWEVER THE AIRCRAFT WAS SITTING IN A POSITION THAT WOULD ALLOW THE REMAINDER FUEL, GRAVITY FEED INTO THE HEADER TANK. THERE WERE NO CONTAMINATES FOUND IN THE DRAINED FUEL.
20190312000679A	THE 3400 HOUR COMMERCIAL INSTRUMENT PILOT DEPARTED THE MOBILE ALABAMA DOWNTOWN AIRPORT (KBFM) IN A PIPER PA-32R-300, N750R WITH A DESTINATION OF ST LOUIS DOWNTOWN AIRPORT (KCPS) IN CAHOKIA, ILLINOIS.  THE FLIGHT WAS CONDUCTED UNDER INSTRUMENT FLIGHT RULES IN VISUAL METEOROLOGICAL CONDITIONS AT 4000 FT. MSL UNDER A HIGH 10,000 FT. OVERCAST SKY.  THE AIRCRAFT WAS CRUISING ON A COURSE OF APPROXIMATELY 350? AT 4000 FT. TOWARD KCPS.  SAINT LOUIS APPROACH CONTROL ISSUED N750R A DESCENT CLEARANCE FROM 4000 FT. TO MAINTAIN 3000 FT. APPROXIMATELY 20 NM SOUTHEAST OF KCPS.  THE PILOT REPORTED A LOUD BANG FROM THE ENGINE, A COMPLETE OBSTRUCTION OF THE WINDSCREEN WITH OIL, AND ILLUMINATION OF THE LOW OIL PRESSURE WARNING LIGHT AFTER INITIATING THE DESCENT.   THERE WAS NO PRIOR INDICATION OF THE IMMEDIATE FAILURE OF POWER.   APPROACH CONTROL ISSUED N750R A CLEARANCE DIRECT TO KCPS.  THE PILOT RESPONDED THAT HE WAS UNABLE TO MAKE KCPS AND WAS GOING TO ATTEMPT A LANDING IN A FIELD.   RADAR CONTACT WAS LOST AT 1941Z.    THE PILOT STATED THAT HE ESTABLISHED A 90 KNOT GLIDE SPEED, APPLIED FULL RIGHT RUDDER AND LEFT AILERON TO LOOK OUT THE LEFT COCKPIT WINDOW FOR A LANDING AREA.   HE MAINTAINED THIS GLIDE TOWARD ROAD ON A HEADING OF 233? PARALLEL TO THE RIGHT SIDE OF THE ROAD.   THE PILOT DID NOT RECALL USING FLAPS OR EXTENDING THE LANDING GEAR. THE LANDING GEAR WAS FOUND IN THE EXTENDED AND LOCKED POSITION AND THE FLAPS POSITION WAS NOT DETERMINED DUE TO IMPACT DAMAGE.  THE AIRCRAFT MADE A STEEP DESCENT THROUGH THE SMALL TOP BRANCHES OF A 50 FOOT TREE CONTINUED 190 FT. UNTIL THE RIGHT WINGTIP CONTACTED LEVEL TERRAIN AND A METAL FENCE POST.   THE ENGINE AND PROPELLER ASSEMBLY CONTACTED TERRAIN 20 FEET FROM THE INITIAL GROUND SCAR.  THE AIRCRAFT PIVOTED OVER THE NOSE WHILE ROTATING TO THE LEFT AND CAME TO REST INVERTED 35 FEET FROM THE NOSE IMPACT ON A HEADING OF 145?.  THE PILOT IN THE LEFT FRONT SEAT AND LEFT REAR FORWARD FACING PASSENGER SUSTAINED SERIOUS INJURIES.  THE SMALL CHILD RESTRAINED IN A CAR SEAT LOCATED IN THE RIGHT REAR FORWARD FACING PASSENGER SEAT WAS NOT INJURED.  ON SITE EXAMINATION OF THE ENGINE REVEALED A LARGE HOLE IN THE ENGINE CASE WITH THE NUMBER 4 PISTON CONNECTING ROD VISIBLE BROKEN NEAR THE PISTON PIN.   ENGINE OIL COATED THE EXTERIOR OF THE AIRCRAFT APPEARING CONSISTENT WITH A LARGE AMOUNT PRESENT AT THE TIME OF FAILURE.
20190312001209A	STATEMENT FROM ^PRIVACY DATA OMITTED^ ON KING AIR N945WS ON MARCH 12TH 2019.   ON THE MORNING OF MARCH 12, I CHECKED WEATHER & FILED A IFR FLIGHT PLAN FROM ROSTRAVER (FWQ) TO CAPITAL CITY (CXY) FOR A FLIGHT DEPARTING AROUND 8:00 AM.  ^PRIVACY DATA OMITTED^ WAS FLYING AS CO-PILOT.  THE FLIGHT WENT WELL WITH THE LANDING GEAR RETRACTING ON TAKE-OFF AND LOWERING ON LANDING AS NORMAL.  ON THE RETURN FLIGHT FROM CXY THE LANDING GEAR RETRACTED NORMALLY WITH NO INDICATION OF PROBLEM.  ON APPROACH AT FWQ I LOWERED THE LANDING GEAR HANDLE AND HEARD A CRUNCHING NOISE AND NOTED NO GREEN GEAR LIGHTS. THREE UNLIT INDICATORS.  I ASKED ^PRIVACY DATA OMITTED^ TO CIRCLE UNTIL I COULD REVIEW THE EMERGENCY GEAR EXTENSION PROCEDURES IN THE AIRCRAFT FLIGHT MANUAL.  AFTER REVIEWING THE PROCEDURE, I TRIED TO PUMP DOWN THE LANDING GEAR.  THE GEAR APPEARED TO BE JAMMED.  I TRIED TO ENGAGE THE EMERGENCY PUMP HANDLE THREE TIMES WITH NO SUCCESS.  I ASKED ^PRIVACY DATA OMITTED^ TO TRY WHILE I FLEW THE AIRPLANE.  HE TRIED A NUMBER OF TIMES WITH NO SUCCESS.  AFTER DISCUSSING THE EMERGENCY EQUIPMENT AT ROSTRAVER WE DECIDED TO GO TO LATROBE {LBE) WHERE THERE IS A TOWER & EMERGENCY EQUIPMENT.  I FLEW BY THE TOWER & ASKED IF THE LANDING GEAR WAS DOWN.  LATROBE TOWER SAID THAT THE THREE LANDING GEAR APPEARED TO BE DOWN, BUT COULD I FLY BY AGAIN FOR THEM TO CHECK IT AGAIN.  I FLEW BUY THE TOWER AGAIN AND THEY SAID IT APPEARED TO BE DOWN.  THEY SAID I WAS CLEARED TO LAND.  I BRIEFED THE PASSENGERS TO  FASTEN THEIR SEAT BELTS & BE PREPARED FOR POSSIBLE HARD LANDING.  I MADE AN APPROACH TO RUNWAY 24 WITH FULL FLAPS.  ^PRIVACY DATA OMITTED^ ASKED IF I WANTED THE ENGINES SHUT DOWN ON TOUCH-DOWN. I TOLD HIM IF THE GEAR STARTS TO GIVE WAY TO SHUT BOTH CONDITION LEVERS OFF.  THE TOUCH-DOWN WAS NORMAL, BUT THE LEFT MAIN GEAR FAILED FOLLOWED BY THE RIGHT MAIN GEAR.  ^PRIVACY DATA OMITTED^ SHUT DOWN BOTH ENGINES AS THE GEAR FAILED.  THE AIRCRAFT SLID TO A SMOOTH STOP ON THE CENTER-LINE OF THE RUNWAY.  THE PASSENGERS AND CREW EXITED THE AIRCRAFT WITH NO INJURY.    BEFORE THE FLIGHT, 7:00 AM, MARCH 12, 2019, ^PRIVACY DATA OMITTED^ (IA THAT DOES MAINTENANCE ON N945WS), TOLD ME THAT ALL REQUIRED MAINTENANCE WAS COMPLETED & HE HAD PREFLIGHTED THE AIRCRAFT.  HE ALSO GAVE ME A STATUS SHEET WITH THE NEXT REQUIRED MAINTENANCE.
20190312001219A	ON MARCH 12, 2019, ABOUT 8 MILES NORTH OF DAYTON WRIGHT BROTHERS AIRPORT (KMGY) THE PILOT OF N400JM REQUESTED A "PROGRESSIVE" APPROACH TO KLUK FROM COLUMBUS APPROACH. THE PILOT REPORTED A FUEL PROBLEM AND REQUEST DIRECT TO KLUK. AFTER TALKING TO ATC HE DID NOT WANT TO DECLARE AN EMERGENCY OR DIVERT TO AN ALTERNATE AIRPORT AND THOUGHT HE HAD THE FUEL PROBLEM RESOLVED. THE RADAR SERVICE WAS TRANSFERRED TO KLUK CONTROLLER ABOUT 7 MILES NORTH OF KLUK AT WHICH TIME THE PILOT  STATED HE WAS HAVING A FUEL PROBLEM AND DIDN?T THINK HE WOULD MAKE IT TO THE AIRPORT.    ON INITIAL IMPACT, THE AIRCRAFT STRUCK A TREE 38 FEET FROM THE FINAL IMPACT POINT. THE LEFT PROPELLER WAS LOCATED 18 FT FROM THE WRECKAGE. THERE WAS  SUBSTANTIAL ROTATIONAL DAMAGE TO THE  PROPELLER.  THE OUTBOARD SECTION OF THE RIGHT WING HAD BEEN TORN OFF BY THE TREE IMPACT AND WAS LOCATED ON THE ROOF OF THE RESIDENCE.  ALL COMPONENTS OF THE AIRPLANE WERE IN THE VICINITY OF THE WRECKAGE.  NO FUEL SMELL WAS DETECTED AT THE SCENE BY FIRST RESPONDERS  THERE WAS A POST IMPACT FIRE WHICH DESTROYED THE CABIN.  THE INSTRUMENT PANEL WAS FRAGMENTED AND DESTROYED.  THE ENGINE CONTROL LEVERS WERE FIRE DAMAGED AND ALL LEVERS WERE POSITIONED FULLY FORWARD. THE FUEL SELECTOR PANEL AND TRIM WHEELS WERE CONSUMED BY FIRE. CONTROL CONTINUITY WAS ESTABLISHED EXCEPT FOR ONE ELEVATOR CABLE ATTACHMENT, WHICH HAD SEPARATED AT IMPACT.    THE LEFT WING REMAINED ATTACHED TO THE FUSELAGE. THE INBOARD SECTION OF WING DISPLAYED HEAT AND IMPACT DAMAGE. FUEL SYSTEM COMPONENTS IN THE WING ROOT WERE HEAT DAMAGED. NO FUEL OR FUEL SMELL WAS NOTED. THE FUEL SELECTOR VALVE WAS POSITIONED TO THE OUTBOARD TANK. THE CROSSFEED VALVE WAS CLOSED. THE LEFT AILERON REMAINED ATTACHED TO THE WING, THE AILERON CONTROL CABLES REMAINED ATTACHED TO THE BELLCRANK AND CONTINUITY WAS ESTABLISHED THROUGH THE CABIN. THE LEFT FLAP REMAINED ATTACHED TO THE WING.   THE INBOARD SECTION OF THE RIGHT WING AND ENGINE NACELLE REMAINED ATTACHED TO THE FUSELAGE. THE WING SECTION OUTBOARD OF THE NACELLE WAS IMPACT SEPARATED ABOUT WING SECTION 95. THE OUTBOARD WING SECTION WITH A PIECE OF AILERON ATTACHED CAME TO REST ON THE ROOF OF THE HOME, ALONG WITH A SECTION OF THE OUTBOARD TRAILING EDGE. THE FUEL SELECTOR WAS FOUND POSITIONED TO THE OUTBOARD TANK.  THE EMPENNAGE REMAINED ATTACHED TO THE FUSELAGE. THE HORIZONTAL STABILIZER REMAINED ATTACHED TO THE EMPENNAGE. THE ELEVATOR CABLES REMAINED ATTACHED TO THE ELEVATOR AND CONTINUITY WAS ESTABLISHED TO THE CABIN. THE VERTICAL STABILIZER AND ATTACHED RUDDER REMAINED ATTACHED TO THE EMPENNAGE AND SHOWED NO OBVIOUS DAMAGE. THE RUDDER CABLES REMAINED ATTACHED TO THE RUDDER AND CONTINUITY WAS ESTABLISHED TO THE CABIN. THE ACCIDENT SCENE WAS SECURED UNTIL NTSB ARRIVAL.   (REVIEWED BY FLM BAM ON 04/10/2019)
20190312001229I	LEFT ENGINE LOST POWER AIRCRAFT PULLED TO THE LEFT AND STRUCK TAXI LIGHT.
20190312001239I	FAA FORM 8020-9: N1097T WAS VFR WITH FLIGHT FOLLOWING TO LRO (MT. PLEASANT REGIONAL AIRPORT). AT 1859, THE PILOT REPORTED THE AIRPORT IN SIGHT AND FLIGHT FOLLOWING WAS TERMINATED. THE AIRCRAFT RAN OFF THE SIDE OF THE RUNWAY. CCAA ADVISED CHS THAT THE LRO AIRPORT WAS CLOSED UNTIL THE AIRCRAFT COULD BE MOVED. 1 PERSON ON BOARD, NO INJURIES REPORTED.  PIOLT STATEMENT: I WAS LANDING AT KLRO ON RUNWAY 17.  I FOLLOWED STANDARD REGULATIONS AND APPROACHED THE FIELD IN CONTROL, STABLE, ON CENTER-LINE AND AT THE APPROPRIATE AIRSPEED FOR LANDING.  IT WAS A NORMAL APPROACH AND I TOUCHED DOWN JUST PAST THE NUMBERS ON MY MAIN LANDING GEAR, SHORTLY FOLLOWED BY THE NOSE GEAR.  IT SEEMED LIKE JUST A COUPLE SECONDS PASSED WHEN THE AIRPLANE TOOK A HARD TURN TO THE RIGHT, OFF THE RUNWAY TOWARDS THE WETLAND.  THIS HARD TURN OFF THE RUNWAY WAS NOT MY INTENTION, AND FELT COMPLETELY OUT OF MY CONTROL.  I DID NOT HAVE LONG BEFORE I REALIZED THAT I WAS GOING TO END UP IN THE WETLAND.  WITH TIME TO DO NOTHING ELSE, I BRACED FOR IMPACT.  AFTER IMPACT I SHUT EVERYTHING DOWN/OFF IN THE COCKPIT, EXITED THE AIRPLANE QUICKLY, AND CONTACTED AUTHORITIES ON THE FIELD.    I HAVE LEARNED A LOT FROM THIS AND I PLAN TO APPLY IT TO MY FUTURE CAREER IN AVIATION.  ALTHOUGH THIS HAS BEEN A SLIGHT SET BACK, I STILL PLAN TO FINISH MY COMMERCIAL LICENSE AND CONTINUOUSLY IMPROVE MY KNOWLEDGE AND SKILLS AS A PILOT.    ^PRIVACY DATA OMITTED^  DAMAGE TO AIRCRAFT: LOWER NOSE GEAR FORK BENT. LOWER ENGINE NOSE COWL BENT LT & RT SIDES). NOSE WHEEL SKIRT DAMAGED. PROP STRIKE. LT WING TIP DAMGAED (GROUND IMPACT)
20190312001249I	ATC DRA EVENT REPORT RECEIVED FROM DAB ATCT: "DAYTONA BEACH, FL (DAB): N356SR, H25, REPORTED A BIRD STRIKE ON APPROACH TO RUNWAY 7L. AIRCRAFT LANDED WITHOUT INCIDENT. DAMAGE: NONE. 03/12/2019 2045Z."  THE AIRCRAFT OPERATOR REPORTED THAT THE ACFT HIT A VULTURE AT 1600 FT AGL WHILE TURNING FINAL FOR RWY 7 AT DAB, ABOUT 5 MILES OUT. THE BIRD IMPACTED THE NOSE GEAR TIRES. THE CREW INFORMED ATC OF THE STRIKE BUT DID NOT DECLARE AN EMERGENCY. THE FIRE TRUCKS RESPONDED ANYWAY AND THE ARPT AUTHORITY ALSO RESPONDED. THE BIRD REMAINS WERE WASHED OFF THE IMPACT AREA AND NO DAMAGE WAS FOUND DURING INITIAL VISUAL INSPECTION BY THE CREW, AND SUBSEQUENT INSPECTION BY MX PERSONNEL. THE OPERATOR LATER RPTD THAT THE FLIGHT CREW FILED A BIRD STRIKE REPORT AT THE FAA WILDLIFE STRIKE DATABASE WEB SITE (WILDLIFE.FAA.GOV).
20190312006099I	DURING GEAR RETRACTION, NOSE WHEEL FAILED TO CENTER AND BECAME WEDGED IN WHEEL WELL LEADING TO A JAM OF THE LANDING GEAR SYSTEM. GEAR WAS UNABLE TO BE EXTENDED BY NORMAL OR ALTERNATE EXTENSION PROCEDURES. PILOT MADE GEAR UP LANDING.
20190312006119A	DURING LANDING AIRCRAFT BOUNCE SLIGHTLY THEN VEERED TO THE LEFT EXITING RUNWAY INTO THE GRASS; AIRCRAFT ROLLED INTO A DITCH NOSED OVER AND CAME TO REST UPSIDE-DOWN.
20190312022299I	PILOT LANDED AIRCRAFT ON SNOW COVERED RUNWAY. PILOT TAXIED PAST HIS PARKING AREA  AND WAS REQUIRED TO TURN AROUND. DURING TURN PILOT PUT LANDING GEAR OFF THE RUNWAY. PILOT ATTEMPTED TO POWER OUT AND WENT INTO WOODED AREA DAMAGING  LANDING GEAR, 1 WINGTIP AND STRIKING THE PROPELLOR WITH THE GROUND
20190313001259I	ON MARCH 13, 2019 AT APPROXIMATELY 0630 LOCAL TIME, AN AIRLINE TRANSPORT PILOT ^PRIVACY DATA OMITTED^ WAS TAXING A PIPER PA-42 CHEYENNE IV IN DODGE CITY REGIONAL AIRPORT IN DODGE CITY, KANSAS FROM THE RAMP TO THE RUNWAY 14 FOR DEPARTURE.  THE PILOT WAS MAKING A TURN AWAY FROM THE RAMP TOWARDS THE TAXIWAY INADVERTENTLY GOT TO CLOSE TO THE TAXIWAY EDGE AND DROPPED THE RIGHT MAIN LANDING GEAR OFF OF THE PAVEMENT AND INTO THE MUD.  THE DEEP MUD AND CONTACT WITH THE INTERSECTING PAVEMENT CAUSED THE LANDING GEAR TO FAIL AND THE GEAR COLLAPSED CAUSING THE PROPELLER TO MAKE CONTACT WITH THE PAVEMENT.  ACCORDING TO THE PILOT STATEMENT THE AIRCRAFT WAS TRAVELING AT A VERY LOW SPEED AND THERE WAS NO DAMAGE TO ANY OTHER PROPERTY.    INSTRUMENT METROLOGICAL CONDITIONS EXISTED WITH LOW CEILINGS AND HIGH WINDS AT THE TIME OF THE INCIDENT.  NEITHER, THE PILOT OR ANY OF THE SIX PASSENGERS SUSTAINED ANY INJURIES.
