c5	remark
20121123026819A	WITNESS REPORTED THE AIRCRAFT TURNED RT BASE FOR RWY 31, NOSED DOWN AND THE WINGS APPEARED TO SEPERATE PRIOR TO IMPACT.
20121123028049I	THE AIRMAN APPROACHED TO LAND ON RUNWAY 36 AT ROOSTERVILLE AIRPORT (0N0).  HE ELECTED TO GO AROUND.  HE RE-ENTERED THE TRAFFIC PATTERN AFTER RETRACTING THE LANDING GEAR AND FLAPS.  ON THE SECOND APPROACH TO LANDING, HE FAILED TO EXTEND THE LANDING GEAR, CAUSING MINOR DAMAGE TO THE AIRCRAFT.
20121124025179A	ON NOVEMBER 24, 2012 PILOT DEPARTED FROM WI69 (AIR TROY ESTATES) TO THE NORTH ON A PLEASURE FLIGHT.  AT APPROXIMATELY 1500 LOCAL TIME PILOT RETURN TO WI69 AND TOUCHED DOWN WITHIN FIRST 1/3 END OF RUNWAY, LANDING TO THE NORTH. ON ROLLOUT ALL OF A SUDDEN AIRCRAFT FLIPPED OVER AND PILOT BLACKED OUT.
20121124025189I	ON NOVEMBER 24, 2012 PILOT DEPARTED BELOIT WISCONSIN AIRPORT (44C) ON A PLEASURE FILGHT TO BRODHEAD WISCONSIN (C37).  PILOT WAS PERFORMING WHEELED LANDINGS, BOUNCED ON TOUCHDOWN THEN ON SUBSEQUENT TOUCHDOWN AND ROLLOUT PROPELLER CONTACTED GROUND AND AIRCRAFT FLIPPED OVER ON ITS BACK.
20121124025679I	ON NOVEMBER 24, 2012, THERE WAS MAINTENANCE PERFORMED ON N2156T IN WHICH AN ALTERNATOR WAS REMOVED AND REPLACED. THAT ALTERNATOR SUBSEQUENTLY DIDN'T WORK. IT WAS AGAIN REPLACED WITH A NEW UNIT WITH THE SAME RESULTS. AFTER THE PILOT CONSULTED WITH HIS MECHANIC, WHICH WAS LOCATED IN FLORIDA, THE FIELD WIRE WAS CUT AND LUGGED WITH A TERMINAL AND THEN ATTACHED TO THE MASTER BATTERY RELAY. THIS RESULTED IN SMOKE AND FIRE IN THE COCKPIT.
20121124026429A	PA-30, N8747Y DEPARTED DEER VALLEY AIRPORT (DVT) ENROUTE TO PRESCOTT (PRC) DURING TAKEOFF, WHEN GEAR UP SELECTED AIRCRAFT LOST ALL ELECTRICAL POWER. PILOT TRIED TO RESET ALTERNATORS USING VARIOUS COMBINATIONS WITHOUT SUCCESS. HE THEN MADE A CELL PHONE CALL TO 1-800-WX-BRIEF AND HAD THEM RELAY MESSAGE BACK TO (DVT) TOWER. PILOT THEN ATTEMPTED TO LOWER THE LANDING GEAR USING THE EMERGENCY EXTENSION PROCEDURES.  HE THEN LANDED ON RNWY 7L. AIRCRAFT SETTLED ON THE MAIN GEAR BUT NOSE GEAR COLLAPSED, FOLLOWED BY THE MAIN GEAR. AIRCRAFT SKIDDED OFF RUNWAY TO AREA BETWEEN 7L AND 7R WHERE IT STOPPED. PILOT SHUT DOWN AIRCRAFT. THE PILOT AND 2 PASSENGERS LEFT THE AIRCRAFT WITH NO INJURIES SUSTAINED. AIRCRAFT SUSTAINED SUBSTANTIAL DAMAGE TO THE UNDERSIDE OF THE FUSELAGE AND BOTH PROPELLERS.
20121124026449I	ON DOWN WIND AT THE DESTINATION AIRPORT ON HER FIRST SOLO CROSS COUNTRY FLIGHT, THE STUDENT PILOT SELECTED HALF FLAPS, REDUCED THE POWER AND PITCHED THE NOSE DOWN TO AN APPROACH SPEED OF 70 MPH.  ON SHORT FINAL, THE STUDENT PILOT REALIZED SHE WAS TOO HIGH AND DROPPED THE NOSE OF THE AIRCRAFT.  THE AIRCRAFT CONTACTED THE RUNWAY DAMAGING THE NOSE GEAR.  AT ABOUT THE SAME TIME, THE STUDENT PILOT TRIED TO LEVEL OFF AND PULLED THE STICK BACK.  THE AIRCRAFT TOOK OFF, STALLED AND THEN AGAIN, NOSED INTO THE RUNWAY.
20121124026839A	AIRMAN WAS PERFORMING INSTRUCTION. LANDING WAS HARD WITH CONSIDERABLE SIDELOAD.
20121124028059I	AT APPROXIMATELY 00:00 CST, SATURDAY MORNING (MIDNIGHT), 11/24/2012, N4637Y, A CESSNA 210N, DEPARTED EPPLEY AIRFIELD, OMAHA NE.  THE AIRCRAFT WAS BEING OPERATED BY FLIGHT EXPRESS, AIR CARRIER CERTIFICATE FPIA, AS A CARGO OPERATION.  DURING CLIMBOUT, THE PILOT BANKED LEFT TO TURN.  AS THE PILOT LEVELED THE WINGS HE NOTICED THE ATTITUDE INDICATOR BEHAVING ERRATICALLY.   THE PILOT DETERMINED THE INDICATOR WAS NOT OPERATING PROPERLY AND RETURNED TO EPPLEY AIRFIELD TO HAVE THE INDICATOR EVALUATED.  THE RETURN FLIGHT TO EPPLEY WAS COMPLETED WITHOUT FURTHER INCIDENT.  MAINTENANCE PERSONNEL FROM SIGNATURE TECHNICAIR IN OMAHA (MGOR), REPLACED THE ATTITUDE GYRO INDICATOR WITH AN AIRWORTHY UNIT OF THE SAME PART NO.  THE INCIDENT OCCURRED DURING NIGHT VMC AND THE PILOT SUSTAINED NO INJURIES NOR DID THE AIRCRAFT SUSTAIN ANY DAMAGE.
20121124028069A	AFTER 30 MIN OF FLYING IN THE PRACTICE AREA, THE PIC RETURNED FOR LANDING.  AT TOUCHDOWN ON RWY 9 WITH A RIGHT X/WIND, HE APPLIED AFT STICK TO "PIN" THE TAIL WHEEL; HOWEVER, HE STATED IT'S PROBABLE THAT THE MAIN GEAR TOUCHED 1ST, AND ACFT THEN PITCHED UP (BALLOONED).  DUE TO THE X/WIND, THE ACFT YAWED TO THE RIGHT, AND HE APPLIED FULL POWER TO GO AROUND.  HIS CONCERN WAS THE SLIGHTLY-RISING TERRAIN (BERM THAT PARALLELS RWY), AND TRIED TO MANEUVER AWAY FROM IT BACK TOWARD RWY.A MAIN WHEEL CONTACTED THE TOP OF THE BERM, DESCENDING DOWN THE BERM, AT WHICH POINT THE LEFT LOWER WING CONTACTED THE GROUND.  THE ACFT THEN PITCHED FORWARD WHICH CAUSED THE PROP TO STRIKE THE GROUND.  IT SLID ONTO THE RWY EDGE, SEVERELY DISTORTING THE LEFT MAIN LANDING GEAR, THEN CAME TO REST ON THE RWY FACING SOUTHEAST.
20121125025329I	ON NOVEMBER 25, 2012, AT APPROXIMATELY (1610) EST, A CESSNA 182, N5795B, SERIAL NO. 33795, OWNED BY SKYDIVE CITY INC. AND OPERATED BY A PRIVATE PILOT WHILE UNDER INSTRUCTION BY A CFI, HAD THE ENGINE SPUTTER AND LOSE POWER WHILE MAKING A LEFT TURN TO LINE UP WITH RUNWAY FOUR (4) AT THE ZEPHYRHILLS MUNICIPAL AIRPORT (ZPH).  THE CFI TOOK CONTROL OF THE AIRCRAFT AND LANDED IN AN OPEN FIELD ON THE  NORTHWEST CORNER OF CHANCEY ROAD AND STATE ROAD 39 (PAUL BUCHMAN HIGHWAY) APPROXIMATELY ONE MILE SHORT OF RUNWAY 4 IN ZEPHYRHILLS FLORIDA.  THE FLIGHT ORIGINATED IN ZEPHYRHILLS, FLORIDA.  METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME.  THE AIRCRAFT DID NOT SUSTAIN ANY DAMAGE.  ALL THREE PEOPLE ON BOARD WERE UNINJURED.
20121125026029I	AIRCRAFT DEPARTED NUNAPITCHUK, ALASKA FOR A FLIGHT TO BETHEL, ALASKA.  CRUISE ALTITUDE WAS AROUND 1200-1500 FEET AGL, ENGINE RPM AROUND 2500.  ABOUT 10 MILES WEST OF THE BETHEL AIRPORT THE PILOT NOTICED A STRANGE VIBRATION COMING FROM THE ENGINE, ASSUMING IT WAS CARBURETOR ICING HE APPLIED CARBURETOR HEAT, THE RPM DROPPED AND THE VIBRATION GOT WORSE.  OIL TEMP AND PRESSURE SEEMED NORMAL AT THE TIME (PILOT STATEMENT).  RETURNED POWER TO 2500 RPM WHERE THE VIBRATION WAS THE LEAST OF WHAT HE WAS EXPERIENCING.  AFTER ABOUT ANOTHER MINUTE THE VIBRATION SUDDENLY STARTED TO RAPIDLY WORSEN, OIL TEMP. WAS DRASTICALLY HIGHER THAN NORMAL BUT STILL IN THE GREEN, AND THE OIL PRESSURE WAS SLIGHTLY BELOW THE GREEN ARC.THE PILOT NOTIFIED THE BETHEL CONTROL TOWER INFORMING THEM OF THE ENGINE PROBLEMS AND REQUESTED A STRAIGHT IN FOR RUNWAY 12.SHORTLY AFTER THE RADIO CALL THE ENGINE VIBRATION RAPIDLY BECAME EXTREME AND TERMINATED WITH A LOUD BANG AND A SHOWER OF SPARKS COMING FROM THE LEFT SIDE OF THE ENGINE COWLING, AND AT THIS POINT THE ENGINE WAS NO LONGER PRODUCING POWER.THE PILOT THEN MADE AN UNEVENTFUL LANDING ON A FROZEN LAKE BED, AND AFTER COMING TO A STOP THE PILOT CALLED THE BETHEL CONTROL TOWER AND INFORMED THEM OF THE SITUATION.AFTER SECURING THE AIRCRAFT THE PILOT INSPECTED THE OUTSIDE OF THE AIRCRAFT AND FOUND THAT THE PROPELLER HAD DEPARTED THE AIRCRAFT.
20121125026079A	AFTER DEPARTURE FROM THE FILLMORE MUNICIPAL AIRPORT (KFOM), THE PILOT WAS UNABLE TO GAIN SUFFICIENT ALTITUDE WITHIN THE NORTH FORK CHALK CREEK TO CLEAR MOUNTAINOUS TERRAIN, RESULTING IN AN IMPACT WITH TREES AND RISING TERRAIN.  A FACTOR IN THE ACCIDENT WAS THE AIRPLANE WEIGHT AND BALANCE BEING NEAR MGTOW.
20121125026879A	WHILE TAXING HELICOPTER COLLIDED WITH A STRUCTURE AT CORONA AIRPORT. THE PILOT/OWNER WAS OPERATING THE HELICOPTER UNDER PART 91. THE PILOT SUSTAINED FATAL INJURIES, THE HELICOPTER WAS DESTROYED FROM IMPACT FORCES AND POST-CRASH FIRE.
20121125026969A	PILOT WAS ENROUTE TO JENNINGS, LA, WHEN HE NOTICED CHANCE IN ENGINE SOUND. THIS WAS FOLLOWED BY OIL ON THE WINDSCREEN, SMOKE FUMES AND LOSS OF POWER.  PILOT LANDED IN FIELD WITH HIGH SINK RATE WHICH RESULTED IN STALL JUST BEFORE LANDING.  AIRCRAFT LANDED EXTREMELY HARD, SHEARING OFF BOTH LANDING GEAR AND PROPELLOR.  ENGINE WAS ALMOST COMPLETELY DETACHED FROM MOUNT.  PILOT SUSTAINED MULTIPLE INJURIES.
20121125027229I	THE APU FIRE WARNING LIGHTS AND AURAL WARNINGS CAME ON DURING FINAL APPROACH.  FIRE BOTTLE WAS DISCHARGED AND AIRCRAFT LANDED.  DURING INSPECTION, THERE WAS EVIDENCE OF AN OVERTEMP CONDITION BY THE EGT PROBE CONNECTORS AND THE FIRE LOOP.  WHEN THE EXHAUST CONE MUFFLER METALLIC FELT WAS INSPECTED, IT WAS TORN HALFWAY IN THE FORWARD EDGE AND COLLAPSED OVER CAUSING A BLOCKAGE OF THE EXHAUST GASES FROM THE APU.
20121125027399I	ON NOVEMBER 25, 2012 PILOT IN COMMAND (PIC) FUELED 50 GALLONS OF FUEL IN SLATON, TX (F49) FOR A TOTAL OF 100 GALLONS ON BOARD ON HIS BEECH BARON, N169SP AND DEPARTED FOR DURANGO CO (KDRO)WITH 3 PAX ON BOARD. WHILE CRUISING IN LEVEL FLIGHT,AT 10,500 FT APPROXIMATELY 23 NAUTICAL MILES SOUTH/SOUTHWEST OF TUCUMCARI AIRPORT (KTCC) PILOT HEARD A LOUD BANG, OBSERVED SMOKE COMING OUT OF RH ENGINE, BULGING OF THE RH OB ENGINE COWL AND LOST OIL PRESSURE.  PIC INITIATED EMERGENCY PROCEDURES AND DIVERTED TO TUCUMCARI AIRPORT (KTCC) AND MADE AN UNEVENTFUL SINGLE ENGINE LANDING. PRIOR TO THAT THERE WERE NO ABNORMAL ENGINE INDICATIONS. THERE WAS NO ADDITIONAL DAMAGE TO THE AIRCRAFT AND THERE WERE NO INJURIES.UPON FURTHER INVESTIGATION, THE # 3 CYLINDER WAS FOUND TO BE SEPARATED FROM THE ENGINE. THERE WAS DAMAGE TO THE PISTON, RINGS, CYLINDER BASE, STUDS AND CASE.  THE FORWARD LOWER STUD WAS FOUND IN THE OIL PAN WITH NO CYLINDER BASE NUT ON IT.  THE CRANK CASE CYLINDER BOSS SHOWED SIGNS OF FRETTING/CHAFING THAT WAS CENTERED AT THE FORWARD LOWER CYLINDER BASE STUD AREA.  THE CYLINDER SKIRT OUTSIDE SURFACE HAD MATCHING SCAR MARKS.THE ENGINE (S/N 192042-7-L-R) HAD APPROXIMATELY 418 HOURS SINCE LAST MAJOR OVERHAUL.THE ENGINE WAS APPROVED FOR RETURN TO SERVICE AS AIRWORTHY AT THE LAST ANNUAL INSPECTION, WITH NO DISCREPANCIES NOTED, ON 4/24/2012, TACH TIME 1817.7  THERE WERE NO OTHER PROBLEMS/DEFECTS WITH THE ENGINE DURING THE INSPECTION.
20121125027749A	AT APPROX. 4500 FEET AGL, PILOT REPORTED ENGINE POPPING, BACKFIRING AND, UNABLE TO STOP DESCENT. SUBSEQUENTLY, ENGINE FAILED AND A FORCED LANDING OCCURRED AT A CAL STATE NORTHRIDGE SOCCER FIELD (1.5 MI. FROM KVNY). AIRCRAFTWENT THROUGH A CHAIN LINK FENCE COMING TO REST INVERTED ON PLUMMER ST. AT APPROX. 1505 PST. SUBSTANTIAL DAMAGE TO AIRCRAFT AND MINOR INJURIES TO PILOT AND ONE ADDITIONAL OCCUPANT (^PRIVACY DATA OMITTED^). WX CLEAR.
20121125028569I	ON DECENT INTO OPA LOCKA SMOKE CAME FROM THE NUMBER ONE RADIO.  THE PILOT NOTIFIED AIR TRAFFIC CONTROL OF THE SITUATION AND TURNED OFF ALL AVIONICS EQUIPMENT AND THE PILOT WAITED FOR LIGHT GUN SIGNALS TO VERIFY THAT HE WAS CLEARED TO LAND ON RUNWAY 27R.  AIRCRAFT LANDED SAFELY.
20121126025659I	11/26/2012 1107 EST:  STUDENT PILOT WHILE ON SOLO FLIGHT, LOST CONTROL OF THE AIRCRAFT AFTER LANDING ON RUNWAY 32, KHVN.  AIRCRAFT DEPARTED THE LEFT SIDE OF THE RUNWAY, STRIKING A RUNWAY LIGHT BEFORE RETURNING TO THE RUNWAY.  STUDENT PILOT THEN TAXIED TO ROBINSON AVIATION.  INITIAL REPORT INDICATED NO DAMAGE TO THE AIRCRAFT.  RUNWAY LIGHT LENSE WAS DISLODGED FROM THE BASE, BUT NOT BROKEN.  LENSE WAS REPLACED.  SUBSEQUENT INSPECTION OF THE AIRCRAFT REVEALED MINOR DAMAGE TO THE LEFT FLAP TRAILING EDGE.  NO INJURIES REPORTED.
20121126026049A	RIGHT WING DEPARTED IN FLIGHT.
20121127025809A	ON NOVEMBER 27, 2012, AT APPROXIMATELY 1600 HOURS CST, A MD369D HELICOPTER, TAIL NUMBER N28MP, WAS HOVERING PERFORMING WORK TO AN ELECTRICAL TOWER. AN ELECTRICAL WORKER WAS ATTACHED TO THE HELICOPTER BY A LONG LINE AND WAS WORKING ON THE TOWER.  THE AIRCRAFT WAS IN A STABLE HOVER APPROXIMATELY 150 FEET ABOVE THE GROUND WHEN THE ENGINE QUIT AND THE HELICOPTER STARTED A RAPID DECENT TOWARDS THE GROUND AND STRUCK SURROUNDING TREES AND BRUSH, SETTLING ONTO THE GROUND. THE AIRCRAFT WAS RESTING ON THE GROUND ON ITS? RIGHT SIDE, AT AN APPROXIMATE 45 DEGREE ANGLE, NOSE LOW.  THE LINEMAN WAS PULLED OFF THE TOWER AND SUSTAINED FATAL INJURIES WHEN HE STRUCK THE GROUND.
20121127025899A	AIRCRAFT ENGINE ON CLIMBOUT LOST POWER.  PILOT LANDED AT THE END OF THE DEPARTURE RUNWAY (NO TURNS) AND WAS UNABLE TO FULLY EXTEND MAIN GEAR PRIOR TO TOUCHDOWN.  FURTHER INVESTIGATION SHOWED THAT IN THE CONFIGURATION RECOVERED FUEL FLOW COULD NOT BE ESTABLISHED. RESELECTION OF RIGHT FUEL TANK DISLODGED AN APPARANT BLOCKAGE.  FLOW WAS THEN  AVAILABLE IN LEFT, BOTH AND RIGHT TANKS SELECTED. ENGINE WAS RUN SUCCESFULLY AND WAS CAPABLE OF POWER OUTPUT.
20121127026039A	ON NOVEMBER 27, 2012, THIS HELICOPTER WAS BEING OPERATED UNDER PART 133 SLINGING CHRISTMAS TREES, LOADING TRUCKS FOR TRANSPORT.  THE HELICOPTER WAS USING A 18 FOOT TAG LINE ATTACHED TO THE AIRCRAFT'S HOOK.  AT APPROXIMATELY 1530 PST THE HELICOPTER SETTLED UNDER POWER IMMEDIATELY FOLLOWING THE RELEASE OF A LOAD INTO THE TRUCK AND WAS UNABLE TO FLY OUT OF THIS CONDITION BEFORE THE MAIN ROTOR BLADES STRUCK THE BOX OF THE TRUCK CAUSING THE AIRCRAFT TO IMPACT THE GROUND JUST TO THE RIGHT (WEST) OF THE TRUCK CAB.  THE HELICOPTER ROLLED ONTO ITS LEFT SIDE AND SPUN APPROXIMATELY 30 FEET IN FRONT OF THE TRUCK WHERE IT CAME TO REST.  THE NOSE AND TAIL BOOM OF THE HELICOPTER WERE CUT OFF BY THE MAIN ROTOR BLADES BEFORE AND OR DURING THE TIME ALL 5 MAIN ROTOR BLADES WERE CLEANLY SHEARED FROM THE MAIN ROTOR HUB.  THE PILOT WAS INJURED, BUT WAS ABLE TO SHUT THE ENGINE DOWN BY CLOSING THE FUEL SHUT OFF VALVE AFTER THE AIRCRAFT CAME TO REST.
20121127026299I	HARD LANDING -- WHICH RESULTED IN DAMAGE TO INBOARD FLAP HARDWARE, AND RIGHT INBOARD AILERONS.
20121127026659I	AIRCRAFT DEPARTED SAN LUIS OBISPO, RWY 29, AND RETURNED TO LAND ON RWY 29 WITH A POSSIBLE OPEN DOOR. PILOT LOST CONTROL ON LANDING ROLLOUT, EXITED THE RWY TO LEFT INTO THE FIELD AND CAME TO A STOP ON TAXIWAY ALPHA.
20121127026979A	N67SR DEPARTED WEST HOUSTON AIRPORT (KIWS) BOUND FOR RICHARD LLOYD JONES JR AIRPORT(KRVS) IN TULSA OKLAHOMA.  AT APPROXIMATELY 2122 LOCAL, THE AIRCRAFT ENCOUNTERED WEATHER AT FL230, AT WHICH TIME FORT WORTH ARTCC LOST RADAR AND RADIO CONTACT WITH THE AIRCRAFT.  THE AIRCRAFT CRASHED 3/4 OF A MILE SOUTH OF WELLS TX.
20121127027869I	PIC  DEPARTED AIRPORT  X51 TO APF 20 MINUTES INTO FLIGHT EXPERIENCED ROUGH RUNNING ENGINE, FOLLOWED BY A LOSS OF POWER THEN TWO BANGS  FOLLOWED BY A  LOSS OF RPM. PIC REGAINED RPM DECLARED AN EMERGENCY PROCEEDED TO  TNT AND DID  PRECAUTIONARY LANDING UNEVENTFUL. MAINTENANCE PERSONNEL REPLACED  #3 CYLINDER ASSEMBLY  AT TNT THEN FLEW AIRCRAFT BACK TO X51. GENERATED M&D REPORT
20121127028699I	ON DESCENT INTO ICT THE PILOT OBSERVED A FIRE DETECTION SYSTEM LIGHT, FOLLOWED BY A FIRE LIGHT; THE PILOT ACTIVATED THE FIRE EXTINGUISHERS, DECLARED AN EMERGENCY AND LANDED UNEVENTFULLY AT ICT. MAINTENANCE AT THE CITATION SERVICE CENTER DETERMINED THERE WAS A FAULT IN THE FIRE DETECTION SYSTEM.
20121128025499I	WHILE HOVERING ON THE DEPARTURE PAD, THE TAIL ROTOR CAME IN CONTACT WITH TREE BRANCHES.  CREW WAS UNAWARE OF THE INCIDENT UNTIL POST FLIGHT INSPECTION REVEALED DAMAGE TO TAIL ROTOR BLADES.
20121128026519I	ON NOVEMBER 28, 2012, AT APPROXIMATELY 09:32AM DURING APPROACH FOR LANDING ON RUNWAY RWY22R AT FALCON FIELD AIRPORT (KFFZ), THE PILOT CONTACTED FFZ ATC TO REPORT HE HAD AN ENGINE PROBLEM.  PILOT LANDED AIRCRAFT SAFELY WITHOUT INCIDENT.ONCE AIRCRAFT WAS ON THE GROUND, MAINTENANCE PERSONAL DISCOVERED NUMBER 2 CYLINDER HAD SEPARATED FROM ENGINE.  ENGINE CYLINDER AND DEBRIS WERE RETRIEVED FROM RWY22R.
20121128027479A	N155JD WAS ENROUTE TO MERRIT ISLAND AIRPORT ARRIVING VFR FROM THE NORTH AT 8500'. PRIOR TO ARRIVING AT MERRIT ISLAND THE PILOT EXPERIENCED PROBLEMS WITH THE AILERONS OR AILERON SERVO FOR THE ELECTRIC TRIM. THE AIRCRAFT DID NOT HAVE MANUAL TRIM.  THE PILOT  WAS VERY SPECIFIC ON THE CONTROL SURFACE PRESSURES THAT HE WAS RECEIVING.  AT THE TIME OF LANDING HE COULD NOT KEEP THE RIGHT WING DOWN. WHILE THE AIRCRAFT WAS STILL AT THE ACCIDENT SITE I REMOVED ALL THREE OF THE SERVOS.  THE AILERON SERVO WAS BROKEN IN PIECES.  I COULD NOT TELL IF IT WAS BROKEN PRIOR TO IMPACT OR IF IT BROKE DURING IMPACT.   THE PILOT WAS INFORMED THAT NO TRAFFIC WAS OBSERVED BETWEEN THE AIRCRAFT AND THE AIRPORT AND RADAR SERVICE WAS TERMINATED.  THE PILOT ATTEMPTED LANDING AND WENT AROUND AND TOUCHED DOWN APPROXIMATELY 100 YARDS TO THE SOUTH OF RUNWAY 29.  THE AIRPLANE TOUCHED DOWN NEAR A CANAL AND FLIPPED OVER AND LANDED ON ITS BACK.  THE AIRCRAFT TAIL AND LEFT WING BROKE APART AND THE PROPELLER WENT INTO THE MOCK AND WAS NOT RECOVERED.  THE PILOT STATED THAT THE CONTROLS DID NOT RESPOND AT ALL.   ALL THREE SERVOS WERE CHECKED FOR PROPER OPERATION.  TWO CHECKED OK AND THE THIRD SERVO (AILERONS) WAS BROKEN APART AND WAS NOT ABLE TO BE CHECKED.
20121128028199A	THE PILOT WAS OPERATING THIS AIRCRAFT ON A PERSONAL FLIGHT WITH ONE PASSENGER.  THE AIRCRAFT WAS OBSERVED BY WITNESSES OPERATING AT LOW LEVEL PRIOR TO THE ACCIDENT.  THE PURPOSE FOR THE LOW LEVEL FLIGHT IS UNDETERMINED.  THE AIRCRAFT STRUCK AND CUT FOUR 000 ELECTRICAL TRANSMISSION WIRES STRUNG ACROSS A ROAD INTERSECTION AT A HEIGHT OF APPROXIMATELY 25 FEET TO 30 FEET.  AT LEAST TWO OF THE ELECTRICAL TRANSMISSION WIRES BECAME ENTANGLED IN THE AIRFRAMES FUSELAGE AND LANDING GEAR.  THIS CAUSED THE PILOT TO LOSE CONTROL AND THE AIRCRAFT IMPACTED A PASTURE NEAR THE ROAD INTERSECTION.  AN EXTENSIVE POST CRASH FIRE RESULTED.  THE PILOT SUSTAINED FATAL INJURIES AT THE SCENE.  THE PASSENGER SUSTAINED SERIOUS BURN INJURIES.  THE PASTURE WHICH IS THE SITE OF THIS ACCIDENT HAD AT ONE TIME BEEN USED AS A PRIVATE LANDING STRIP.  IT HAD NOT BEEN UTILIZED FOR THIS PURPOSE FOR SEVERAL YEARS.  THE ELECTRICAL TRANSMISSION LINES STRUCK WERE AT ONE POINT BURIED UNDERNEATH THE ROAD BUT HAD BEEN RELOCATED IN THE LAST YEAR ABOVE GROUND DUE TO MAINTENANCE OF THE ELECTRICAL DISTRIBUTION SYSTEM FOR THIS COUNTY.  IT IS UNKNOWN IF THE PILOT WAS AWARE OF THIS RELOCATION.
20121129025199I	APU HAD CONTAINED FAILURE 30 MINUTES AFTER STARTUP WHICH CAUSED SMOKE IN AFT CABIN. CAS INDICATION WAS APU OVERTEMP OR APU FIRE WHICH COMMANDED AN AUTOMATIC SHUTDOWN OF THE APU. THE CREW DISCHARGED THE APU FIRE BOTTLE SHUT OFF ELECTRICAL POWER AND EXITED THE AIRCRAFT.
20121129025479A	ON 11/29/2012 AT APPROXIMATELY 1256 HRS. MST, N9929J, A SCHWEIZER MODEL SGS2-32 GLIDER WAS SUBSTANTIALLY DAMAGED AFTER IMPACTING TERRAIN NEAR GOLDHILL, CO.  THE FRONT SEAT PILOT SUSTAINED MINOR INJURIES WHILE THE BACKSEAT PILOT WAS UNINJURED.  WEATHER AT THE TIME WAS VMC.
20121129025569I	ON NOVEMBER 29, 2012, ABOUT 1955 EASTERN STANDARD TIME, MARTINAIRE FLIGHT 609, A CESSNA 208B, N1037N, PILOT EXPERIENCED A BURNING SMELL IN THE COCKPIT.   THE PILOT STATED THAT #2 AVIONICS BUS CIRCUIT BREAKER/SWITCH WAS WARM/HOT TO THE TOUCH.   THE CIRCUIT BREAKER/SWITCH WAS TURNED OFF AND THE AVIONICS BUSS TIE SWITCH WAS TURNED ON.   A FEW MINUTES LATER BOTH THE #1 AND THE #2 AVIONICS CIRCUIT BREAKER SWITCHES WERE WARM/HOT AND THE BURNING SMELL REAPPEARED.  THE PILOT REPORTED "SMOKE IN THE COCKPIT" TO KLAN ATCT, HOWEVER LATER ADMITTING THAT THERE WAS NOT ANY VISIBLE SMOKE.  THE PILOT PULLED THE COM 1 AND COM 2 CIRCUIT BREAKERS.  KLAN ATCT WAS ABLE TO COMMUNICATE VIA CELLULAR TEXTING FOR THE CLEARANCE TO LAND.   AN EMERGENCY WAS NOT DECLARED.  THE AIRCRAFT LANDED AT KLAN WITHOUT INCIDENT.  IT WAS LATER DISCOVERED THAT THE #1 POTTER & BRUMFIELD 30 AMP CIRCUIT BREAKER/SWITCH HAD FAILED "SHORTED" CIRCUIT AND THE #2 CIRCUIT BREAKER/SWITCH HAD FAILED "OPEN" CIRCUIT.
20121129026089I	ON 11/29/12 AT APPROX 1735 LCL N9988Z, A MOONEY M20TN, RECEIVED MINOR DAMAGE AS THE GEAR RETRACTED ON ROLLOUT AT KC24, CREED CO. TWO PERSONS ON BOARD, NO INJURIES. VFR CONDITIONS PREVAILED.
20121129028169A	ON NOVEMBER 29, 2012, AT 1715 PM CDT, AN ERCOUPE 415-C, N720RC, WAS INVOLVED IN AN ACCIDENT AT AN AUTOMOBILE DEALERSHIP IN BLAIR, NEBRASKA.  THE PILOT DEPARTED FROM THE SCRIBNER STATE AIRFIELD (KSCB), SCRIBNER, NEBRASKA, ON A LOCAL FLIGHT OPERATED UNDER 14 CFR PART 91.  THE PRIVATE PILOT WAS EXERCISING SPORT PILOT PRIVILEGES DURING THE ACCIDENT FLIGHT AND WAS THE SOLE OCCUPANT ON BOARD THE AIRCRAFT.  50 MINUTES AFTER THE PILOT DEPARTED KSCB, WHILE ON A NORTHERLY HEADING, THE AIRPLANE STRUCK HIGH VOLTAGE POWER LINES THAT PASS OVER THE DEALERSHIP?S NEW PICKUP TRUCK LOT.  TWO POWER LINES WERE HIT BY N720RC, WHICH TORE THE OUTER THREE FEET OF THE RIGHT WING TIP OFF THE AIRCRAFT.  POWER LINES ALSO TORE THE RIGHT MAIN AND NOSE LANDING GEAR FROM THE AIRCRAFT.  THE AIRCRAFT CRASHED INTO FOUR PICKUP TRUCKS LOCATED 130 FEET FROM THE FIRST IMPACT WITH THE POWER LINES.  THE AIRCRAFT CAME TO REST ON A 087 DEGREE HEADING WITH THE NOSE OF THE AIRCRAFT IN A 60 DEGREE DOWNWARD ATTITUDE.  THE PILOT WAS FOUND DECEASED AT THE CRASH SITE.  NO PERSONS WERE HARMED ON THE GROUND AT THE SITE OF THE ACCIDENT.  THE AIRCRAFT WAS SUBSTANTIALLY DAMAGED.  TEN PICKUP TRUCKS RECEIVED DAMAGE, FOUR OF WHICH HAD SUBSTANTIAL DAMAGE.  THE TWO POWER LINES THAT WERE HIT BY THE AIRCRAFT WERE DAMAGED, BUT DID NOT BREAK.  TRANSMISSION POLES NEAR THE DAMAGED WIRES MAY HAVE ALSO RECEIVED DAMAGE AS A RESULT OF THE ACCIDENT.
