c5	remark
20030106000349A	(-23) WITNESS STATEMENTS SAY THE ULTRALIGHT VEHICLE WAS OPERATING AT APPROXIMATELY 150 FEET ABOVE A PUBLIC PARK INSIDE THE CIY LIMITS OF LARAMIE, WYOMING. THE PILOT LOST CONTROL OF ULTRALIGHT VEHICLE AND DESCENDED NOSE DOWN INTO TERRAIN.
20030106000409I	(-23) ON JANUARY 6, 2003, AT 9:40 AM, AIRCRAFT N174YV WHILE ENROUTE FROM CLT TO GSP FLIGHT 5481; THE CREW LOWERED THE LANDING GEAR AND NOTICED THE NOSE GEAR DOWN INDICATOR LIGHT DID NOT ILLUMINATE. THE CREW PERFORMED EMERGENCY LANDING PROCEDURES, PUMPED THE GEAR DOWN, AND DID A TOWER FLY BY TO CONFIRM GEAR POSITION. EMERGENCY VEHICLES WERE DISPATCHED AND AIRCRAFT LANDED WITHOUT FURTHER INCIDENT.
20030106000879I	(-23) AT ROTATION FLIGHT CREW HEARD TWO LOUD BANGS AFTER WHICH AN AUTOFEATHER ON #2 ENGINE OCCURRED. CREW RETURNED TO THE FIELD AND LANDED WITHOUT INCIDENT. MAINTENANCE PERSONNEL DISCOVERED DAMAGE TO THE LOW PRESSURE TURBINE SECTION. MAINTENANCE REMOVED AND REPLACED THE #2 ENGINE AND RETURNED THE AIRCRAFT TO SERVICE. MAINTENANCE SENT ENGINE TO PRATT AND WHITNEY CANADA FOR TEARDOWN AND EVALUATION. MAINTENANCE SUBMITTED SDR. THIS REPORT IS CLOSED.
20030106006199I	(-23) AIRCRAFT WAS DEPARTING RWY 31 AT MDW. DURING TAKE OFF ROLL THE AIRCRAFT STRUCK SOME RWY LIGHTING AND SUBSEQUENTLY THE MAIN TIRE RUPTURED. THE PILOT ABORTED THE TAKE OFF AND THE AIRCRAFT WAS TOWED BACK TO ATLANTIC AVIATION. WEATHER WAS CLEAR WITH MILD WINDS, TIME OF DAY WAS LATE EVENING. VISIBILITY OF RUNWAY MARKINGS MAH HAVE BEEN A CONTRIBUTING FACTOR.
20030106006739I	(-23) UPON DEPARTURE FROM SPRUCE CREEK PILOT HEARD LOUD NOISE WHEN THE LANDING GEAR WAS SELECTED TO THE UP POSITION. PILOT SELECTED GEAR DOWN AND DID NOT HAVE GREEN LIGHT FOR NOSE GEAR. PILOT MADE FLY-BY AT DAYTONA BEACH TOWER FOR VERIFICATION OF GEAR POSITION. NOSE GEAR WAS IN TRAILING POSITION. PILOT MADE EMERGENCY LANDING. UPON TOUCHDOWN THE NOSE GEAR RETRACTED INTO THE WHEEL WELL. DAMAGE LIMITED TO NOSE GEAR DOORS, NOSE CONE, NOSE CONE AFT BULKHEAD, PROPS. INSPECTION OF AIRCRAFT REVEALED THAT THE IDLER BELLCRANK FOR THE NOSE GEAR LINKAGE HAD FAILED.
20030107000109I	(-23) C2XA FLIGHT 2678 DIVERTED AND LANDED ON RUNWAY 28L WITH THE NUMBER 1 ENGINE SHUT DOWN. A REVIEW OF AIRCRAFT LOG PAGE 782637, DATED 1/7/2003 REVEALED THE FOLLOWING DISCREPANCY AS REPORTED BY THE CREW: EWR-CMH, AT 28000 FT A/C BEGAN TO SHAKE. NO. 1 RUNWAY. N1 EXCEEDED AT LEAST 103%, ITT EXCEEDED AT LEAST 940 DEGREES. CAPTAIN REDUCED THRUST TO IDLE AND ENGINE DID NOT RESPOND. CREW SHUT DOWN ENGINE WITH START STOP SELECTOR. CLEVELAND MAINTENANCE ON SITE DOWNLOADED PARAMETERS FOR THE ENGINE, INDICATED THE ENGINE WENT TO 103.95% AND ITT OF 942 DEGREES. MAINTENANCE INSPECTED AND REPLACED THE #1 ENGINE FPMU. SEE SDR C2XA03CL006 FOR MORE INFORMATION.
20030107000399I	(-23) JET EXPRESS FLIGHT 2248, DECLARED AN EMERGENCY AND RETURNED TO KANSAS CITY INTERNATIONAL AIRPORT DUE TO THE ALARM FROM THE LAVATORY SMOKE DETECTOR. CONTRACT AIRCRAFT MAINTENANCE (CAM) WAS CALLED TO RETURN THE AIRCRAFT TO SERVICE. THERE WAS NO SMOKE SMELL IN THE LAVATORY. THE SMOKE DETECTION SYSTEM WAS RESET TO NORMAL AND THE AIRCRAFT WAS RETURNED TO SERVICE PER THE AIRCRAFT MAINTENANCE MANUAL 26-14-00. THIS INCIDENT ^PRIVACY DATA ^ IS CONSIDERED CLOSED.
20030107000929I	(-23) ON JANUARY 7, 2003, PILOT MARK J. MCAULEY AND FRIEND DEPARTED (KHWO) NORTH PERRY AIRPORT TO (KPMP) POMPANO AIR PARK APPROXIMATELY AT 1000 LOCAL, TWO HOURS INTO FLIGHT PILOT IN COMMAND NOTICED HIS RPM WAS DROPPING. HE DECIDED TO GET NEAR US27 FOR SAFETY REASONS. SEVERAL MINUTES LATER HE NOTICED ALSO THAT HIS ENGINE OIL TEMPERATURE WAS EXCEEDING NORMAL OPERATING RANGE, HE DECIDED THEN TO SET THE AIRPLANE DOWN ON A DIRT ROAD NEXT TO US27. IT WAS A NORMAL LANDING WITH NO DAMAGE TO AIRCRAFT/PROPERTY, NO INJURIES INVOLVED.
20030107002009A	(.19) ON JANUARY 7, 2003, AT 1232 CENTRAL STANDARD TIME, A PIPER PA-23-250 (AZTEC), N74AA, OWNED AND PILOTED BY A COMMERCIAL PILOT, WAS SUBSTANTIALLY DAMAGED DURING A FORCED LANDING IN BARRINGTON HILLS, ILLINOIS, FOLLOWING A LOSS OF POWER IN BOTH ENGINES. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT. THE BUSINESS FLIGHT WAS CONDUCTED UNDER THE PROVISIONS OF 14 CFR PART 91 AND WAS NOT ON A FLIGHT PLAN. THE PILOT REPORTED NO INJURIES. THE FLIGHT DEPARTED WATERTOWN MUNICIPAL AIRPORT (RYV), WATERTOWN, WISCONSIN, APPROXIMATELY 1145 CST, WITH AN INTENDED DESTINATION OF SCHAUMBURG REGIONAL AIRPORT (06C), SCHAUMBURG, ILLINOIS. (-23) DURING CRUISE FLIGHT, BOTH ENGINES STOPPED RUNNING.
20030107005779I	(-23) WHILE CONDUCTING A TOUCH & GO DURING AN INSTRUCTIONAL FLIGHT ON RUNWAY 23 AT TERRE HAUTE, IN THE STUDENT PILOT RETRACTED THE LANDING GEAR DURING THE TAKEOFF ATTEMPT. THE FLIGHT INSTRUCTOR INDICATED THAT HE RETRACTED FLAPS AFTER LANDING AND LOOKED OUTSIDE THE AIRCRAFT TO VERIFY THE FLAPS WERE RETRACTED. HE THEN FELT THE AIRCRAFT BEGIN TO SETTLE TO THE RUNWAY.
20030107005959I	(-23) ON 01/07/03 FEDEX FLIGHT 1609 DECLARED AN EMERGENCY DUE TO A LOSS OF THE SYSTEM A HYDRAULIC FLUID. MAINTENANCE PERSONNEL FOUND THAT THE RIGHT OUTBOARD FLAP POWER UNIT TO BE LEAKING. THE POWER UNIT WAS REPLACED. A SERVICE DIFFICULTY REPORT WAS SUBMITTED BY THE AIR CARRIER.
20030107007719I	(-23) PILOT INDICATED THAT APPROXIMATELY 100 MILES FROM DELAND AIRPORT HE NOTICED THAT THERE WAS A FUEL IMBALANCE PROBLEM. HE NOTICED THAT THE RIGHT WING HAD MORE FUEL THAN THE LEFT WING. PILOT INDICATED THAT HE SHUT OFF THE FUEL SELECTOR VALVE FOR THE LEFT WING TO HELP WITH THE IMBALANCE PROBLEM. APPROXIMATELY THREE MINUTES LATER THE PILOT GOT A LOW FUEL FROM THE HEADER TANK. THE PILOT SUBSEQUENTLY OPENED THE LEFT FUEL SELECTOR VALVE AND THE LIGHT EXTINGUISHED. ON DOWNWIND FOR LANDING ON RUNWAY 05 INTO DELAND MUNICIPAL AIRPORT HE NOTICED THAT THE FUEL IMBALANCE HAD BECOME A VERY SERIOUS PROBLEM. UPON LANDING AT 70 KTS PILOT WAS APPLYING FULL LEFT AILERON. WITH A 10 KT QUARTERING CROSSWIND FROM THE LEFT, PILOT INDICATED HE COULD NO LONGER MAINTAIN DIRECTIONAL CONTROL. AIRCRAFT TOUCHED DOWN ON RIGHT MAIN GEAR AND CONTINUED DOWN RUNWAY 387 FEET (ON RIGHT MAIN GEAR ONLY) BEFORE DEPARTING RUNWAY AND STRIKING TAXIWAY B MARKER WITH RIGHT MAIN GEAR. AIRCRAFT CONTINUED THROUGH GRASS BETWEEN RUNWAY 05 AND PARKING RAMP (ON RIGHT MAIN GEAR) FOR 250 FEET. WHEN LEFT MAIN GEAR TOUCHED DOWN, THE ENTIRE MAIN LANDING GEAR SYSTEM SEPARATED FROM THE AIRCRAFT, AIRCRAFT CAME TO REST ON BELLY AFTER SLIDING AN ADDITIONAL 35 FEET.
20030108000069A	(-23) ON JANUARY 8, 2003, AT 2059 MST, MR. JOSEPH BENNETT WAS PILOT IN COMMAND OF A PIPER PA-34, N16453, AT THE BOUNTIFUL SKYPARK AIRPORT. HE WAS ATTEMPTING TO LAND ON RUNWAY 16, WHEN HE FLEW INTO A FOG BANK AND LOSS SIGHT OF THE RUNWAY. HE INITIATED A GO-AROUND BUT STRUCK A POWER ABOUT 1/8 OF A MILE EAST OF THE NORTH END OF RUNWAY 16. THE NOSE WHEEL BROKE OFF AND THE PILOT WAS ABLE TO SUCESSFULLY LAND THE AIRPLANE AT HILL AFB AFTER DECLARING AN EMERGENCY WITH SLC-ATC. (.19) ON JANUARY 8, 2003, AT 2054 MOUNTAIN STANDARD TIME, A PIPER PA-34-200, N16453, OPERATED BY A COMMERCIAL PILOT, WAS SUBSTANTIALLY DAMAGED WHEN THE AIRPLANE STRUCK POWER LINES DURING A MISSED APPROACH INTO THE BOUNTIFUL-SKY PARK AIRPORT (BTF), BOUNTIFUL, UTAH. NIGHT VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT. THE PERSONAL FLIGHT WAS BEING CONDUCTED UNDER THE PROVISIONS OF TITLE 14 CFR PART 91. NO FLIGHT PLAN WAS ON FILE. THE PILOT AND PILOT-RATED PASSENGER ON BOARD THE AIRPLANE REPORTED NO INJURIES. THE LOCAL FLIGHT ORIGINATED AT BOUNTIFUL, UTAH. IN HIS STATEMENT TO A FEDERAL AVIATION ADMINISTRATION INSPECTOR, THE PILOT SAID THEY WERE                                                    ON APPROACH AND ENTERED A HAZE LEVEL. HE SAID THAT EVERYTHING WENT WHITE. HE BROUGHT THE POWER UP AND STARTED A LEFT BANK TURN. WHEN THE AIRPLANE WAS APPROXIMATELY 20 DEGREES OFF OF RUNWAY HEADING, THE AIRPLANE SNAGGED THE TOP WIRES OF A POWER LINE. THE PILOT SAID THAT AFTER THE STRIKE, THE AIRPLANE BEGAN TO PORPOISE IN THE AIR. THE PILOT SAID HE BROUGHT THE GEAR UP AND NOTED AN UNSAFE GEAR WARNING LIGHT. THE PILOT PUT THE LANDING GEAR BACK DOWN. THE PILOT SAID THAT HIS MAIN GEAR WERE DOWN, BUT WAS NOT SURE OF THE NOSE GEAR. THE PILOT ELECTED TO LAND AT HILL AIR FORCE BASE, OGDEN, UTAH. AN UNEVENTFUL APPROACH WAS ACCOMPLISHED. ON LANDING, THE AIRPLANE'S NOSE COWLING WAS SET DOWN ON THE RUNWAY. THE AIRPLANE SKIDDED DOWN THE RUNWAY ON ITS NOSE COWLING UNTIL IT CAME TO A STOP. AN EXAMINATION OF THE ACCIDENT AREA SHOWED BROKEN POWER POLES AND DOWNED POWER LINES IN THE AREA OF BTF. THE NOSE GEAR WAS FOUND WITH THE DOWNED POWER LINES. IT HAD BEEN BROKEN AFT. AN EXAMINATION OF THE AIRPLANE REVEALED THE BOTTOM PORTIONS OF THE BULKHEADS AND STRINGERS AFT OF THE AIRPLANE'S NOSE GEAR WERE BENT AND BROKEN AFT. THE PROPELLER BLADES WERE TWISTED TORSIONALLY AND BENT AFT AT THE TIPS. FLIGHT CONTROL CONTINUITY WAS CONFIRMED. AN EXAMINATION OF THE AIRPLANE'S ENGINES, CONTROLS, AND OTHER SYSTEMS REVEALED NO ANOMALIES.
20030108000219I	(-23) PART 135 FLIGHT CARRYING MAIL AND BY PASS MAIL FROM DILLINGHAM, EKWAK, NEW STUYAHOK AIRPORT. WHEN N9936M ARRIVED AT NEW STUYAHOK THE WINDS WERE 30 TO 35 KNOTS WITH GUSTS. THE PILOT DECIDED TO USE THE TAXIWAY/APRON AREA AS THE RUNWAY DUE TO THE CROSSWIND CONDITION. WHEN THE AIRCRAFT TOUCHED DOWN ON THE APRON THE PILOT EXPERIENCED NO BRAKING ACTION, HE THEN DECIDED TO ABORT THE LANDING. WIND GUSTS CAUGHT THE WING AND CAUSED THE AIRCRAFT TO YAW FROM THE INTENDED DEPARTURE PATH. THE AIRCRAFT GOT AIRBORNE SLOW, THE PILOT ELECTED TO LOWER THE NOSE TO GAIN AIRSPEED FOR HIS DEPARTURE AT WHICH POINT HE ENCOUNTERED A SNOW BERM PILED ALONG SIDE THE RUNWAY. THE MAIN GEAR STRUCK THE SNOW BERM PITCHING THE AIRCRAFT ONTO ITS NOSE. THE IMPACT WITH THE GROUND BROKE THE NOSE FORK OFF AND THE PROPELLER STRUCK THE SNOW AT FULL POWER. THE PILOT EXITED THE AIRCRAFT AND WALKED AWAY UNINJURED.
20030108000389A	(-23) STUDENT PILOT ON SOLO TRAINING FLIGHT LOST CONTROL OF AIRCRAFT DURING LANDING. ^PRIVACY DATA OMITTED^
20030108000439I	(-23) ON JANUARY 8, 2003, AT APPROXIMATELY 1515Z, A WACO UPF-7 N32049 S/N 5680 AIRCRAFT LANDED ON RUNWAY 9, THEN WENT OFF THE RUNWAY CAUSING MINOR DAMAGE TO THE AIRCRAFT AT KEY WEST INTERNATIONAL AIRPORT (EYW). THE PILOT ^PRIVACY DATA OMITTED^ WAS PRACTICING CROSSWIND LANDINGS WITH THE AIRCRAFT OWNER ^PRIVACY DATA OMITTED^ ON BOARD AS AN OBSERVER. ON THE SECOND LANDING, AFTER THE TAILWHEEL TOUCHED DOWN AT ABOUT 10-15 MILES PER HOUR. AT THAT TIME, THE AIRCRAFT ENCOUNTERED 15-20 KNOTS CROSSWINDS FROM 350-360 DEGREES, WHICH CAUSED THE NOSE OF THE AIRCRAFT TO TURN QUICKLY INTO THE WINDS RESULTING INTO A "GROUND LOOP". THE AIRCRAFT VEERED OFF THE RUNWAY, APPROXIMATELY 1000 YARDS WEST OF INTERSECTION ECHO WHERE THE AIRCRAFT STOPPED. THERE WAS NO FIRE AND THE OCCUPANTS WERE NOT INJURED. THE AIRCRAFT SUSTAINED DAMAGE TO THE LOWER RIGHT WING, BOTH MAIN LANDING GEAR STRUTS, AND TAIL WHEEL CAME OFF. ITS OWNER MENTIONED ABOVE REMOVED THE AIRCRAFT FROM THE RUNWAY TO THEIR HANGAR.
20030108000469I	(-23) AMERISTAR FLIGHT 9169 DECLARED AN EMERGENCY AFTER THE LANDING GEAR WOULD NOT RETRACT AFTER TAKEOFF. AIRCRAFT RETURNED TO MCI AND LANDED WITHOUT FURTHER INCIDENT. REMOVED AND REPLACED R-2 RELAY LANDING GEAR SYSTEMS OPERATIONS CHECKED NORMAL. INCIDENT ^PRIVACY DATA OMITTED IS CONSIDERED CLOSED.
20030108000499I	(-23) AIRCRAFT EXPERIENCED MULTIPLE BIRD (DUCK) STRIKES ON DOWNWIND FOR LANDING. NOTHE "OTHER": ^PRIVACY DATA OMITTED^ (.19) ON JANUARY 8, 2003, APPROXIMATELY 1815 PACIFIC STANDARD TIME, A BOMBARDIER DHC-8-401, N409QX, COLLIDED WITH AN UNDETERMINED NUMBER OF BIRDS APPROXIMATELY FOUR MILES NORTHEAST OF ROGUE VALLEY INTERNATIONAL AIRPORT, MEDFORD OREGON. THE AIRLINE TRANSPORT PILOT IN THE LEFT SEAT RECEIVED SERIOUS INJURIES, BUT THE FIRST OFFICER WAS UNINJURED. THE FLIGHT ATTENDANT AND THE 29 PASSENGERS WERE NOT INJURED. THE AIRCRAFT, WHICH WAS BEING OPERATED ON A SCHEDULED 14 CFR PART 121 FLIGHT BY HORIZON AIRLINES, SUSTAINED SUBSTANTIAL DAMAGE. THE AIRCRAFT, WHICH WAS ON AN IFR FLIGHT PLAN, DEPARTED SEATTLE INTERNATIONAL AIRPORT ABOUT 50 MINUTES BEFORE THE ACCIDENT. ACCORDING TO THE FLIGHT CREW, WHO WERE APPROACHING MEDFORD ON A CLEAR DARK NIGHT, WHILE THE AIRCRAFT WAS DESCENDING ON AN EXTENDED RIGHT DOWNWIND FOR RUNWAY 32, SEVEN OR EIGHT LARGE BIRDS SUDDENLY APPEARED IN FRONT OF THE AIRCRAFT. BEFORE THE FLIGHT CREW COULD TAKE ANY ACTION, SEVERAL OF THE BIRDS IMPACTED THE NOSE                                                                                                           OF THE AIRCRAFT AND ITS WINDSHIELD. THE FORCE OF THE IMPACT SHATTERED THE INNER-MOST PANE OF THE WINDSHIELD ON THE CAPTAIN S SIDE OF THE AIRCRAFT, AND NUMEROUS SMALL CHUNKS OF THE GLASS HIT THE CAPTAIN IN THE FACE AND CHEST. THE CAPTAIN, WHO WAS CUT BY THE GLASS IN SEVERAL PLACES, TURNED CONTROL OF THE AIRCRAFT OVER TO THE FIRST OFFICER, WHO EXECUTED A SUCCESSFUL LANDING AT MEDFORD ABOUT FIVE MINUTES AFTER THE ENCOUNTER. IT WAS LATER DETERMINED THAT, IN ADDITION TO THE DAMAGE TO THE WINDSHIELD, BIRDS HAD PENETRATED THE COMPOSITE NOSE CONE AS WELL AS THE STRESSED METAL SKIN IMMEDIATELY IN FRONT OF THE WINDSHIELD.
20030108000619A	(-23) PILOT REPORTEDLY DEPARTED FAIRFIELD, IOWA, AFTER REFUELING AND WAS LOOKING FOR A PRIVATE GRASS STRIP NEAR BRITT, IOWA, WHEN HIS AIRCRAFT RAN OUT OF FUEL. THE SECTIONAL CHART SHOWS THE PRIVATE GRASS STRIP AS NEWBROUGH, RESTRICTED. WHEN THE AIRCRAFT ENGINE STOPPED, DUE TO FUEL STARVATION, PILOT ATTEMPTED TO LAND IN A PLOWED FIELD. ^PRIVACY DATA OMITT^
20030108000679A	(.19) ON JANUARY 8, 2003, ABOUT 1100 PACIFIC STANDARD TIME, A MOONEY M20C, N5629Q, COLLIDED WITH TERRAIN NEAR WARNER SPRINGS, CALIFORNIA. THE PILOT/OWNER WAS OPERATING THE AIRPLANE UNDER THE PROVISIONS OF 14 CFR PART 91. THE CERTIFIED FLIGHT INSTRUCTOR PILOT, THE SOLE OCCUPANT, SUSTAINED FATAL INJURIES; THE AIRPLANE WAS DESTROYED. THE PERSONAL CROSS-COUNTRY FLIGHT DEPARTED FULLERTON (FUL), CALIFORNIA, AT 1027, EN ROUTE TO BORREGO SPRINGS (L08), CALIFORNIA. DAY VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT RAMONA, CALIFORNIA, THE NEAREST REPORTING STATION, WHICH WAS 25 NM BEARING 210 DEGREES FROM THE ACCIDENT SITE; THE WEATHER AT THE ACCIDENT SITE WAS UNDETERMINED. NO FLIGHT PLAN HAD BEEN FILED. THE PRIMARY WRECKAGE WAS AT 33 DEGREES 22 MINUTES NORTH LATITUDE AND 116 DEGREES 35 MINUTES WEST LONGITUDE. THE ACCIDENT SITE WAS IN MOUNTAINOUS TERRAIN COVERED WITH BRUSHY VEGETATION. THE MAIN WRECKAGE, WHICH CONSISTED OF ALL OF THE MAJOR COMPONENTS OF THE AIRPLANE, CAME TO REST WITH THE ENGINE RIGHT SIDE UP POINTING 340 DEGREES. THE FUSELAGE WAS INVERTED BACK OVER THE ENGINE. FIRE CONSUMED THE FUSELAGE AND EMPENNAGE SKINS. THE SECTIONS OF WING SKINS THAT WERE NOT CONSUMED BY FIRE WERE WHITE WITH BLUE ACCENTS. THE FIRST IDENTIFIED POINT OF CONTACT (FIPC) WAS BROKEN LIMBS ABOUT 15 FEET UP IN A TREE WITH BLUE AND WHITE PAINT SHARDS AT THE BASE OF THE TREE. THE DEBRIS PATH CURVED LEFT ABOUT 10 DEGREES OVER A DISTANCE OF APPROXIMATELY 150 FEET, GENERALLY ALONG A MAGNETIC BEARING OF 085 DEGREES. RED LENS FRAGMENTS WERE LOCATED ABOUT THE MIDPOINT OF THE DEBRIS FIELD, AND CONTINUED TO THE LEFT WING TIP FAIRING, WHICH SEPARATED AND WAS LOCATED ABOUT 20 FEET FROM THE LEFT WING TIP AFTER THE AIRPLANE CAME TO REST. INVESTIGATORS EXAMINED THE WRECKAGE AT AIRCRAFT RECOVERY SERVICE, LITTLEROCK, CALIFORNIA, ON JANUARY 14, 2002. THEY SLUNG THE ENGINE FROM A HOIST AND REMOVED THE TOP SPARK PLUGS FROM CYLINDERS NUMBER 1, 2, AND 4; THEY REMOVED THE BOTTOM SPARK PLUG FROM CYLINDER NUMBER 3. ALL SPARK PLUGS WERE CLEAN WITH NO MECHANICAL DEFORMATION. THE SPARK PLUG ELECTRODES WERE GRAY IN COLOR, WHICH CORRESPONDED TO NORMAL OPERATION ACCORDING TO THE CHAMPION AVIATION CHECK-A-PLUG AV-27 CHART. A BORESCOPE INSPECTION REVEALED NO MECHANICAL DEFORMATION ON THE VALVES, CYLINDER WALLS, OR INTERNAL CYLINDER HEAD. INVESTIGATORS ESTABLISHED CONTROL CONTINUITY FROM THE COCKPIT TO THE AILERONS, ANDTO THE EMPENNAGE FOR THE RUDDER AND ELEVATORS. THE LOWER THIRD OF THE RUDDER AND THE INBOARD SECTIONS OF THE HORIZONTAL STABILIZERS AND ELEVATORS WERE CONSUMED BY FIRE. (-23) ON SITE INVESTIGATION WITH NTSB. PILOT WAS APPARENTLY "SKUD RUNNING." IMPACTED INTO SIDE OF MOUNTAIN APPROXIMATELY 5 MILES EAST NORTH EAST OF WARNER SPRINGS AIRPORT. PILOT ONLY ON BOARD. NO PAX. FATAL.
20030108000809A	(-23) ON JANUARY 8, 2003, WHILE OPERATING UNDER VFR, THE PIC OF N135LA FLEW INTO WEATHER SURROUNDING THE FLAGSTAFF, ARIZONA, AREA AND DESCENDED BELOW THE MINIMUM SAFE ALTITUDE WHILE ATTEMPTING TO LAND AT THE FLAGSTAFF AIRPORT. AFTER SUBSEQUENTLY BEING UNABLE TO LOCATE THE AIRPORT VISUALLY DUE TO BEING IN THE CLOUDS, THE INSTRUMENT RATED PIC CONTACTED ALBUQUERQUE CENTER FOR AN IFR CLEARANCE. ATC GAVE THE PILOT INSTRUCTIONS TO CLIMB IN THE PUBLISHED HOLDING PATTERN SOUTHEAST OF THE FLG VOR TO 11000 FEET. HOWEVER, BEFORE THE PILOT COULD COMPLY WITH THE INSTRUCTIONS, THE AIRCRAFT IMPACTED THE TERRAIN SOUTH OF HUMPHREY'S PEAK (ELEVATION 12633) AT APPROXIMATELY THE 9000 FOOT LEVEL - IN LEVEL FLIGHT. THIS LOCATION IS APPROXIMATELY 10 NAUTICAL MILES NORTH OF THE FLAGSTAFF AIRPORT. THE PIC AND HIS THREE PASSENGERS WER FATALLY INJURED. THE PIC HAD NOT FILED A FLIGHT PLAN AND THERE IS NO RECORD THAT HE RECEIVED A PILOT WEATHER BRIEFING.
20030108000909I	(-23) ON JANUARY 6, 2003, AT 1425 EDT, A CESSNA 310, N555MK, REGISTERED TO GEORGE A. MILLER, LANDED GEAR UP AT PETER O. KNIGHT AIRPORT, TAMPA FL. WHILE ON A PLEASURE FLIGHT. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME AND NO FLIGHT PLAN WAS FILED. THE AIRCRAFT RECEIVED MINOR DAMAGE. NO ONE WAS INJURED. SEE SIGNED STATEMENT.
20030108001869A	(-23) ON JANUARY 8, 2003 AT APPROXIMATELY 11:00 AM CST N3628X VEERED OFF A PRIVATE GRASS STRIP (3500') AND STRUCK SEVERAL TREES DURING TAKE-OFF. THE AIRCRAFT WAS SUBSTANTIALLY DAMAGED. THE PILOT STATED HE ATTEMPTED TAKE-OFF BUT THE AIRCRAFT WOULD NOT RESPOND TO FLIGHT CONTROL INPUTS. HE DECIDED TO ABORT THE TAKE-OFF WITH 400' OF REMAINING RUNWAY. THE PILOT STATED HE LOST CONTROL OF THE AIRCRAFT AND IT VEERED RIGHT INTO SEVERAL TREES ADJACENT TO THE RUNWAY. INSPECTORS, ON-SITE INVESTIGATION, REVEALED THE ELEVATOR TRIM CONTROL SURFACE WAS IN THE NOSE DOWN POSITION WHICH WOULD HAVE REQUIRED SIGNIFICANTLY MORE PULL PRESSURE ON THE CONTROL YOKE TO ACHIEVE ELEVATOR MOVEMENT AND AIRCRAFT DEPARTURE. (.19) ON JANUARY 8, 2003, AT 1020 CENTRAL STANDARD TIME, AN AERO COMMANDER 100, N3628X, REGISTERED TO AND OWNED BY THE PILOT, COLLIDED WITH TREES ADJACENT TO THE EAST RUNWAY AT A PRIVATE AIRSTRIP NEAR GENEVA, ALABAMA. THE PERSONAL FLIGHT WAS OPERATED UNDER THE PROVISIONS OF 14 CFR PART 91 WITH NO FLIGHT PLAN FILED. VISUAL WEATHER CONDITIONS PREVAILED AT THE TIME OF THE ACCIDENT. THE AIRPLANE WAS SUBSTANTIALLY DAMAGED, AND THE PRIVATE PILOT WAS NO                                                 T INJURED. THE ACCIDENT OCCURRED DURING THE INITIAL TAKEOFF FROM THE PRIVATE AIRSTRIP IN GENEVA, ALABAMA. ACCORDING TO THE PILOT, RECENT MAINTENANCE HAD BEEN COMPLETED ON THE AIRPLANE IN GENEVA, AND THE PURPOSE OF THE FLIGHT WAS TO REPOSITION THE AIRPLANE TO HIS HOME IN PENSACOLA, FLORIDA. AS THE AIRPLANE ACCELERATED DOWN THE RUNWAY DURING THE ATTEMPTED TAKEOFF, THE PILOT SAID THE AIRPLANE WOULD NOT CLIMB AND HE COULD NOT EXPLAIN WHY. WHEN THE PILOT ELECTED TO ABORT THE TAKEOFF, THE AIRPLANE VEERED OFF THE LEFT SIDE OF THE RUNWAY AND COLLIDED WITH A STAND OF TREES.
20030108006839I	(-23) ON JANUARY 8, 2003, AT 1715 EDT, A BE200, N95AN, REGISTERED TO ALABAMA NATIONAL BANCORPORATION, LANDED GEAR UP AT TAMPA INTERNATIONAL AIRPORT. THE GEAR MALFUNCTIONED AND WOULD NOT COME DOWN. THE AIRCRAFT HAD MINOR DAMAGE. THE PILOTS WERE NOT INJURED.
20030108036849A	(-23) ENGINE POWER LOSS REQUIRED OFF AIRPORT LANDING. MOMENTARY POWER RECOVERY DURING APPROACH CAUSED OVERSHOOT TO BEGINNING OF PASTURE WHICH RESULTED IN TOUCHDOWN IN MUDDY AREA NEAR A POND AT OPPOSITE END OF PASTURE CAUSING AIRCRAFT TO FLIP OVER ON ITS BACK.
20030108036899A	(-23) ON JANUARY 8, 2003, AT APPROX. 12:45 CST, A CESSNA 172S N142ME OPERATED BY AVIATION ENTERPRISES INC. PILOTED BY NATHANIEL MATHIS A STUDENT PILOT WITH 40 HOURS TOTAL TIME AND 12 HOURS IN ACCIDENT AIRCRAFT, WAS SUBSTANTIALLY DAMAGED FOLLOWING LOSS OF CONTROL UPON LANDING ON RUNWAY 18 AT SPRINGDALE AIRPORT (ASG). VISUAL METEOROLOGICAL CONDITIONS PREVAILED (VFR) FLIGHT PLAN HAD BEEN FILED. THE FLIGHT HAD ORIGINATED AT SPRINGFIELD MO. AND WAS A 14 CFR, PART 91 INSTRUMENTAL SOLO CROSS COUNTRY. AT TIME OF ACCIDENT, THE WINDS WERE REPORTED FROM 240 DEGREES AT 9 KNOTS, 10 STATUE MILES VISIBILITY, CLEAR SKYS, TEMP WAS 15 DEGREES CELSIUS, DEW POINT 3 DEGREES CELSIUS, ALTIMETER SETTING OF 29.98 DEGREE MERCURY.
20030108036989A	(-23) UNDER INVESTIGATION AT THIS TIME.
