c5	remark
20080525839949A	(-23) ON MAY 25,2008, AT AROUND 1030 AM LOCAL, AIRCRAFT N1457E, AN AERONCA 7AC, CRASHED WHILE TAKING OFF RUNWAY 9, OF THE VALKIRA AIRPORT, LOCATED IN VALKIRA, FLORIDA. THE PILOT, ^PRIVACY DATA OMITTED^ STATED THAT HIS CLIMB-OUT WAS NORMAL WHEN AT ABOUT 200 FT THE AIRCRAFT MADE A SLOW LEFT TURN TO THE NORTH, FLYING INTO A CROSSWIND PORTION OF THE PATTERN. THE PILOT STATED THAT JUST AS THE AIRCRAFT PASSED THE HEADING INTO THE WIND, THE AIRCRAFT ABRUPTLY ROLLED LEFT AND NOSE PITCHED DOWN SEVERELY.  THE PILOT'S REACTED BY APPLYING HARD RIGHT RUDDER. THE PILOT DOES NOT REMEMBER ANYTHING BEYOND THE INITIAL ROLL AND RUDDER INPUTS AND THE VIEW OF THE GROUND. THERE WAS NO MUSHINESS IN THE CONTROLS OR LOSS OF ENGNE POWER BEFORE THE EVENT. THE PILOT AND PASSENGER WERE HOSPITALIZED DUE TO THE SEVERITY OF THEIR INJURIES.  THE AIRCRAFT WAS DESTROYED.
20080525840299I	(-23) ON MAY 24, 2008, AT APPROXIMATELY 1945 CDT, ^PRIVACY DATA OMITTED^, PRIVATE PILOT ^PRIVACY DATA OMITTED^, OPERATED N508WB, A 1975 BEECHCRAFT BARRON E55 IN THE TRAFFIC PATTERN AT THE ODESSA SLEYMEYER AIRPORT, IN ODESSA, TEXAS, FOR THE PURPOSE OF PRACTICING TAKEOFFS AND LANDINGS.  THE PILOT STATED AFTER HE LANDED ON RUNWAY 16 THE AIRCRAFT ROLLED 1500 FEET AND HE THEN RAISED THE FLAPS.  MOMENTS LATER THE NOSE GEAR AND LEFT MAIN GEAR COLLAPSED AND THE AIRCRAFT EXITED THE RUNWAY TO THE LEFT CAUSING DAMAGE TO THE PROPELLERS, NOSE GEAR, NOSE GEAR DOORS, LEFT INBOARD MAIN GEAR DOOR, AND UNDERNEATH THE OUTBOARD PORTION OF THE LEFT WING NEAR THE TIP.  THE DAMAGE WAS MINOR AND NO PASSENGERS WERE ABOARD.  THE PILOT STATED HE LOWERED THE LANDING GEAR ON THE DOWNWIND LEG, SAW A GREEN LIGHT BUT WAS UNSURE IF HE SAW THREE GREEN LIGHTS, THEN LANDED NORMALLY.  THE PILOT STATED HE DID NOT RETRACT THE GEAR ON THE RUNWAY.  PHOTOS INDICATE THE FLAP AND GEAR HANDLES WERE IN THE PROPER POSITION, BUT THE FLAPS WERE PARTIALLY EXTENDED AND THE LEFT MAIN GEAR WAS AGAINST THE TOP PORTION OF THE LEFT INBOARD MAIN GEAR DOOR.  ACCORDING TO HAWKER BEECHCRAFT ACCIDENT INVESTIGATOR, THE DAMAGE TO THE INBOARD GEAR DOOR INDICATED THE LANDING GEAR WAS RETRACTED.
20080525842629A	(-23) 5/25/2008, 1550 MST, RECEIVED A CALL FROM AWP ROC CONCERNING A MISSING RV-4, N6290F, THAT REPORTEDLY DEPARTED PAYSON, AZ AT APPROXIMATELY 0830 MST FOR BLANDING, UT.  IT WAS LOCATED AT APPROXIMATELY 1352 MST ON 5/25/2008, AT N 35 24.465 - 110 45.983 W, APPROXIMATELY 49 MILES NE OF FLAGSTAFF, AZ, ON THE NAVAJO INDIAN RESERVATION.  THE SOLE OCCUPANT RECEIVED FATAL INJURIES.  PERSONNEL FROM THE COCOMINO COUNTY SHERIFF'S OFFICE AND FLAGSTAFF CITY CORONER ASSISTED THE NAVAJO POLICE IN LOCATING THE CRASH SITE, DOCUMENTING THE SCENE AND REMOVING THE BODY.  TIME OF ACCIDENT (BLOCK 9) IN UNKNOWN.  PILOT'S CERTIFICATE HAD BEEN SURRENDERED PURSUANT TO ORDER OF REVOCATION, AND FWD TO AFS-760 FOR CANCELLATION PRIOR TO THIS ACCIDENT.
20080525854579I	ON TAKEOFF, A CROSSWIND (APPROX 18 KT) PUSHED THE A/C OFF THE DESIRED ROUTE ABOUT 25 FEET.  PILOT TRIED TO CORRECT BUT COULD NOT.  THE LEFT WING HIT A TREE AND THE A/C SPINNED 180 DEGREES BEFORE COMING TO A STOP.  THERE WAS MINIMAL DAMAGE TO THE A/C AND THERE WERE NO INJURIES.
20080526834329I	ON MAY 26, 2008 @ 1500 MST ^PRIVACY DATA OMITTED^, PARTICIPATING IN A 88-PERSON FORMATION JUMP, COLLIDED WITH ANOTHER JUMPER WHILE EXECUTING A LANDING APPROACH (80-100'AGL)  ^PRIVACY DATA OMITTED^ CANOPY (RT SIDE) MADE CONTACT WITH ^PRIVACY DATA OMITTED^ BODY (LT SIDE) WHILE MAKING A RIGHT-HAND TURN INTO THE DESIGNATED LANDING ZONE.  MS NIEVES STATED SHE WAS SLIGHTLY HIGHER THEN ^PRIVACY DATA OMITTED^, AND ON A STRAIGHT-IN FINAL APPROACH WHEN ^PRIVACY DATA OMITTED^ CROSSED IN FRONT OF HER.  ^PRIVACY DATA OMITTED^ INDICATED THERE WAS NOT TIME TO REACT TO THE IMPENDING CONTACT.  ^PRIVACY DATA OMITTED^ WAS ABLE TO FLY THROUGH THE CANOPY CONTACT AND CONTROL HER CANOPY AND LAND SAFELY.  ^PRIVACY DATA OMITTED^ CANOPY COLLAPSED INITIALLY ON THE RT SIDE,WHICH CAUSED A DIVING RIGHT-HAND TURN.  ^PRIVACY DATA OMITTED^ DID NOT HAVE ENOUGH ATLTITUDE TO INITIATE A RECOVER PRIOR TO IMPACT WITH THE GROUND.  HE RECEIVED FATAL INJURIES.
20080526835999A	(-23)  ON MAY 26, 2008, THE PILOT OF AN EXPERIMENTAL AIRCRAFT (N4GJ) DEPARTED RUNWAY 34 AT ROSEBURG AIRPORT.  AT APPROXIMATELY 200 FEET IN THE AIR, THE PILOT EXPERIENCED A PARTIAL LOSS OF POWER.  HE BEGAN A LEFT TURN, LOST ALTITUDE, CONTACTED THE GROUND, WENT THROUGH THE PERIMETER FENCE, SLID ACROSS A STREET, AND CAME TO REST ON A SIDEWALK IN FRONT OF A MOTEL 6.  THE PILOT WAS ABLE TO EGRESS SAFELY WITH ONLY MINOR INJURIES BUT THE AIRCRAFT DAMAGE WAS SUBSTANTIAL.  A WITNESS STATED THAT "ENGINE OPERATION SOUNDED NORMAL" ON TAKEOFF AND ROTATION.
20080526836629I	(-23) ACCORDING TO THE AIRMAN, HE WAS ATTEMPTING TO LAND OFF AIRPORT.  SHORTLY AFTER TOUCHDOWN HE HEARD A BANG AND FELT A JOLT.  HE IMMEDIATELY APPLIED GO AROUND POWER AND EXECUTED A REJECTED LANDING.  ONCE AIRBORNE HE OBSERVED THAT HIS LEFT LANDING GEAR DIAGONAL SUPPORT HAD FAILED.  HE FLEW BACK TO THE BIRCHWOOD AIRPORT AND LANDED HIS AIRCRAFT ON RUNWAY 19R.  AS THE AIRCRAFT DECELERATED THE LEFT WING SLOWLY DROPPED STRIKING THE GROUND, AS THE AIRCRAFT CAME TO A STOP THE AIRCRAFT PITCHED OVER ON ITS NOSE COMING TO REST ON ITS LOWER COWLING AND THE LEFT WING TIP.
20080526837189I	(-23) PILOT TAXIED AIRCRAFT TO TAXIWAY A-2 ON PAE FROM PARKING AND WAS CLEARED 16R FOR TAKEOFF.  AIRCRAFT GOT TO 20-30 KNOTS AND STARTED DRIFTING RIGHT OF CENTERLINE.  PILOT STATED NOSE WHEEL STEERING WENT TO 40 DEGREES RIGHT AND THE HARDOVER RIGHT MAKING THE AIRCRAFT DEPART THE RUNWAY ABOUT 2000 FEET OF TAKEOFF ROLL.  AIRCRAFT SPUN IN THE GRASS AND PILOT CALLED TOWER FOR ASSISTANCE AND SHUT DOWN ENGINES.  AFTER ASSISTANCE AND ENSURING NO AIRCRAFT DAMAGE, PILOT TAXIED AIRCRAFT BACK TO PARKING.  PILOT ALSO STATED THAT LEFT BRAKE AND RUDDER PRESSURE HAD NO AFECT FOR DIRECTIONAL CHANGE ON RUNWAY.
20080526838049A	(-23) ON MAY 26,2008 ^PRIVACY DATA OMITTED^ DEPARTED MARANA, AZ ENROUTE VFR TO SELLS, AZ. ^PRIVACY DATA OMITTED^ CROSSED OVER THE AIRPORT FOR INDICATION OF WIND DIRECTION. HAVING FOUND NONE, ^PRIVACY DATA OMITTED^ ENTERED LEFT TRAFFIC FOR RUNWAY 4, ^PRIVACY DATA OMITTED^ ATTEMPTED TO LAND ON RUNWAY 4 AT SELLS AIRPORT, SELLS, AZ. ON HIS FIRST LANDING ATTEMPT HE DID A GO-AROUND BELIEVING THAT HE WAS TOO HIGH. ON HIS SECOND ATTEMPT HE BELIEVED HE WAS A BIT HIGH, BUT FELT THAT HE COULD SAFELY MAKE THE RUNWAY. HE BOUNCED TWICE AND THEN INITIATED A GO-AROUND. AFTER ADDING POWER ON THE ATTEMPTED GO-AROUND ^PRIVACY DATA OMITTED^ SAYS HE VEERED LEFT SLIGHTLY AND HIS LEFT WING TIP CLIPPED THE TREES ALONG THE LEFT SIDE OF THE RUNWAY. HE DEPARTED THE RUNWAY, SLID THROUGH TWO TREES, FINALLY COMING TO REST IN THE THIRD. ^PRIVACY DATA OMITTED^ WAS NOT HURT, HOWEVER SUBSTANTIAL DAMAGE WAS DONE TO THE AIRCRAFT. SINCE THE ACCIDENT ^PRIVACY DATA OMITTED^ HAS BEEN UP ONCE VOLUNTARILY WITH A FLIGHT INSTRUCTOR TO WORK ON APPROACHES AND LANDING AND PLANS A MINIMUM OF TWO MORE FLIGHT WITH AN INSTRUCTOR.
20080526838859A	(-23)  ^PRIVACY DATA OMITTED^ WAS THE ONLY WITNESS TO THE ACCIDENT.  ACCORDING TO ^PRIVACY DATA OMITTED^, WOH WAS NEAR THE GRASS RUNWAY, HEARD THE PILOT ^PRIVACY DATA OMITTED^ ADD TAKEOFF POWER.  ^PRIVACY DATA OMITTED^ SAID HE TURNED AWAY, HEARD A REDUCTION IN POWER FOR A FEW SECONDS, WHICH IS NORMAL OPERATING PROCEDURE AND THEN A REAPPLICATION OF POWER.  AFTER POWER WAS ADDED HE HEARD A LOUD THUD AND TURNED TO LOOK BACK TOWARD THE RUNWAY, HE SAW THE POWERED PARACHUTE LYING ON ITS SIDE WITH THE PILOT STILL STRAPPED TO THE AIRFRAME.  WHEN HE GOT TO THE SCENE HE NOTICED THAT THE PILOT WAS INJURED AND CALLED FOR EMERGENCY (EMT) HELP.
20080526847159I	(-23) PILOT STATED NOSE GEAR DID NOT RETRACT ON TAKEOFF.  PILOT STATED HE MADE SEVERAL ATTEMPTS TO RETRACT WITHOUT SUCCESS.  HE STATED HE RETURNED FOR LANDING WITH A "THREE GREEN" GEAR INDICATION.  LANDING WAS NORMAL, PILOT STATED.  PILOT STATED THAT AS HE ATTEMPTED TO TURN FROM THE RUNWAY TO A TAXIWAY, THE NOSE GEAR COLLAPSED.
20080527834229A	(-23) ON 5/27/2008, 1615CDT, 2115Z, AIRCRAFT N3105E A AYERS MODEL S2R-T34, WHILE CONDUCTING AGRICULTURE AERIAL APPLICATION FOUR MILES SOUTH OF DES ARC, AR UNDER ^PRIVACY DATA OMITTED^ AND PILOTED BY ^PRIVACY DATA OMITTED^ COMMERICAL PILOT #^PRIVACY DATA OMITTED^ LOST ENGINE POWER IN A TURN RESULTING IN THE IMPACT WITH THE GROUND.  THE AIRCRAFT SUBSTAINED SUBSTANTIAL DAMAGE WITH NO INJURIES TO THE PILOT.
20080527835119I	(-23) PILOT WAS CLEARED TO LAND ON RUNWAY 12L.  THE PILOT WAS DISTRACTED DURING THE ITEMS ON THE CHECKLIST AND FORGOT TO LOWER THE LANDING GEAR.  HE LANDED WITH THE GEAR UP.
20080527836169A	(-23) STUDENT PILOT FLYING AIRCRAFT WITHOUT A MEDICAL OR INSTRUCTOR ENDORSEMENT. AMOUNT OF TRAINING RECEIVED FROM A CERTIFIED FLIGHT INSTRUCTOR IS UNKNOWN. WHILE ATTEMPTING A LOW PASS OVER A PRIVATE AIRSTRIP THE PILOT REPORTED A DOWN DRAFT WHICH HE COULD NOT CLIMB OUT OF. NO INDICATION OF LOSS OF POWER OR CONTROL CONTINUITY. THE AIRCRAFT IMPACTED THE TERRAIN RECEIVING SUBSTANTIAL DAMAGE TO THE WINGS, PROPELLER, MOTOR MOUNT, NOSE LANDING GEAR AND LOWER FORWARD FUSELAGE. PROPELLER DAMAGE INDICATES THE ENGINE WAS MAKING POWER WHEN THE PROP HIT THE ROCKS. FIRST RESPONDERS REPORTED FUEL RUNNING OUT OF THE WING. THE FLAPS WERE FULL DOWN (40 DEGREES). CONSIDERING THE PILOT'S LACK OF FLIGHT EXPERIENCE AND HIS DESCRIPTION OF THE SEQUENCE OF EVENTS LEADING UP TO THE ACCIDENT, IT IS PROBABLE THAT THE AIRCRAFT STALLED AT LOW LEVEL WHEN THE PILOT ATTEMPTED A GO AROUND OR BALKED LANDING MANEUVER.
20080527838579A	(-23)THE PILOT IN COMMAND (FLIGHT INSTRUCTOR) STATED THAT WHEN HE ATTEMPTED TO LAND THE HELICOPTER FROM A HOVER, THE HELICOPTER ENCOUNTERED WHAT HE IDENTIFIED AS GROUND RESONANCE.  THE PILOT STATED THAT HE ROLLED THE THROTTLE OFF IMMEDIATELY.  THIS IMPROPER ACTION CAUSED THE GROUND RESONANCE TO INTENSIFY RESULTING IN SUBSTANTIAL DAMAGE TO THE AIRFRAME, TAILBOOM SKID LANDING GEAR, MAIN AND TAIL ROTOR BLADES AND SUDDEN STOPPAGE TO THE ENGINE, TRANSMISSION AND DRIVE TRAIN.  THE OCCUPANTS EGRESSED THROUGH THE RIGHT CABIN ENTRANCE DOOR.  A SMALL FIRE BROKE OUT AS A RESULT OF ENGINE OIL ON THE HOT EXHAUST.  ONE OCCUPANT RECEIVED MINOR CUTS TO THE RIGHT ARM AND HAND REQUIRING STITCHES.
20080527841009A	(-23) STUDENT PILOT ^PRIVACY DATA OMITTED^ RELEASED FOR SOLO FLIGHTS, GROUND LOOPED ON LANDING. STUDENT PILOT REPORTED THAT CROSS WIND OF 10 KNOTS WAS REPORTED BY TOWER. STUDENT PILOT TAXIED TO PARKING AFTER GROUND LOOP. NO TOWER OR GROUND ASSISTANCE WAS REQUESTED. (PTRS # AL01200802621) (ACCIDENT # ANC08CA070)
20080527845319I	ON MAY 27, 2008, AIRCRAFT N2988A, AN AMPHIBIAN LIGHT SPORT AIRCRAFT, SANK INTO THREE FEET OF WATER AFTER LANDING.  THE PILOT (STUDENT) REPORTED THAT AFTER LANDING, HE TURNED LEFT TOWARDS THE SHORE WHEN THE RIGHT PONTOON COLLAPSED AFTER STRIKING AN UNKNOWN OBJECT, CAUSING THE AIRCRAFT TO EVENTUALLY SINK.  THE PILOT AND PASSENGER (INSTRUCTOR) WERE NOT INJURED, THE AIRCRAFT SUSTAINED MINOR DAMAGE.  SINCE THE AIRCRAFT WAS PARTIALLY SUBMERGED UNDER WATER, DAMAGE TO THE LEFT PONTOON WAS NOT CLEARLY VISIBLE.  THE STUDENT AND INSTRUCTOR WERE PRACTICING TOUCH AND GO'S IN THE GULF OF MEXICO THEN WERE TO RETURN TO BROOKSVILLE, FL.  THIS INCIDENT OCCURRED ABOUT 300 HUNDERED YDS OFF THE COAST OF ARIPEKA, FLORIDA.  PLANS FOR RECOVERING THE AIRCRAFT WERE IN PROGRESS.
20080527845349I	(-23) ON MAY 27, 2008, THE PILOT, ^PRIVACY DATA OMITTED^, WHILE HOLDING SHORT ON ALPHA 4, WAS CLEARED FOR TAKEOFF ON RUNWAY 27, LOST CONTROL OF AIRCRAFT N69226, A CESSNA 152, AND STRUCK A TAXI LIGHT WITH THE AIRACRAFT PROPELLERS.  THE PILOTS STATED THAT HE COULDN'T STRAIGHTEN THE AIRCRAFT DUE TO A DEFECTIVE RIGHT WHEEL BRAKE.  THE AIRCRAFT WHILE TURNING RIGHT, STRUCK THE TAXI LIGHT.  THE PILOT WAS NOT INJURED AND THE AIRCRAFT SUSTAINED DAMAGE TO IT'S PROPELLER.  THE PILOT WAS ATTEMPTING HIS FIRST SOLO FLIGHT.  THIS INCIDENT OCCURRED AT THE FORT PIERCE/ST. LUSIE COUNTRY INTERNATIONAL AIRPORT.  M OR D SUBMITTED.  AMENDMENT FOR AIRCRAFT AIRWORTHINESS TO FOLLOW.
20080527857569I	"EGF3646/27MAY08 ENCOUNTERED UNEXPECTED TURBULENCE.  PASSENGER WAS STANDING UP AND FELL DOWN INJURING HER ANKLE.  PASSENGER WAS TAKEN TO HOSPITAL UPON ARRIVAL.  UPDATE: DISPATCHER NOT ADVISED OF TURBULENCE OR RELATED INJURY.  MET W/CAPTAIN ^PRIVACY DATA OMITTED^ - DIR SOC AEA ON 01 JUL08.  OCCURENCE CLOSED W/OUT FURTHER ACTION."
20080528833879I	(-23)AIRCRAFT IFR AT 5000 FT GOING FROM EMPORIA, KS TO HOUSTON, TX VIA PALESTINE, TX. ENGINE LOST OIL PRESSURE FOLLOWED BY DECREASE IN MANIFOLD PRESSURE. AIRCRAFT STARTED LOSING ALTITUDE NORTH OF TULSA, OK AND WAS VECTORED TOWARDS TULSA INTERNATIONAL. AIRCRAFT UNABLE TO MAKE TULSA INTERNATIONAL AND LANDED IN THE SOUTH BOUND LANES OF US 75. AIRCRAFT HIT HIGHWAY SIGN ON ROLL OUT.
20080528834059A	(-23)ON MAY 28, 2008 AT 1715 HOURS EASTERN DAYLIGHT TIME, A CESSNA 182-1 ASEL, N2252Z, REGISTERED TO SUNBELT AVIATION, 6429 HARNEY RD. TAMPA, FLORIDA, AND OPERATED BY OWNER PRIVATE PILOT ^PRIVACY DATA OMITTED^ UNDER FAR PART 91, LOST CONTROL OF HIS AIRCRAFT UPON LANDING AT VANDENBERG AIRPORT (VDF) RUNWAY 5 TAMPA, FLORIDA. VISUAL METEOROLOGICAL CONDITIONS PREVAILED AND NO FLIGHT PLAN WAS FILED. THE PRIVATE PILOT WAS NOT INJURED AND THE AIRPLANE SUSTAINED SUBSTANTIAL DAMAGE. THE FLIGHT ORIGINATED FROM CROSSCITY FLORIDA (CTY) JUST 1 HOUR PRIOR. PILOT GOT CAUGHT IN A GUST OF WIND LOST CONTROL OF HIS AIRCRAFT WHILE PERFORMING A CROSSWIND LANDING.
20080528834879I	(-23) DURING APPROACH TO LAWRENCE, THE PILOT WAS DISTRACTED FROM HIS CHECKLIST DUE TO OTHER TRAFFIC.  UPON LANDING AT LAWRENCE, PILOT DID NOT SELECT GEAR DOWN.
20080528835229I	(-23)  ON MAY 28, 2008, AT 10:03 EDT, A CESSNA 182 N9386X, REGISTERED TO CIVIL AIR PATROL, HAD A BIRD STRIKE ON THE LEADING EDGE OF THE RIGHT WING.  THE BIRD WAS DIVING AT FLIGHT DECK WHEN SPOTTED, A BANKING LEFT TURN WAS EXECUTED, ONE BIRD WENT BELOW FUSELAGE THE OTHER HIT LEADING EDGE OF RIGHT WING.  THREE SOULS WERE ONBOARD.  VISUAL METEOROLOGICAL CONDITIONS PREVAILED AT THE TIME.  THE AIRCRAFT SUSTAINED LEADING EDGE DAMAGE AND THE PILOT WAS NOT INJURED.  THE FLIGHT ORIGINATED AT PUNTA GORDA FLORIDA, ON MAY 28, 2008 APPROXIMATELY 10:03 HOURS.  AIRCRAFT RETURNED, LANDED AT PUNTA GORDA WITHOUT FURTHER INCIDENT.
20080528837249A	(-23)  N9144H COLLIDED WITH A PARKED FUEL TRUCK ON THE WRIGHT FLYERS RAMP, WHILE TAXIING TO THE ACTIVE RUNWAY 12L AFTER RECEIVING CLEARANCE BY GROUND CONTROL.  THE RIGHT WING STRUCK THE FRONT WINDSHIELD OF THE TRUCK, CAUSING THE AIRCRAFT TO TURN RIGHT AND THE FRONT END OF THE AIRCRAFT TO STRIKE THE REAR RIGHT SIDE OF THE FUEL TRUCKS BUMPER, FIRE EXTINGUISHER, AND TANK.  WRIGHT FLYERS PERSONNEL OPTED TO REMOVE THE AIRCRAFT AND FUEL TRUCK FROM THE ACCIDENT SCENE BEFORE FAA CONDUCTED INVESTIGATION.
20080528839589I	(-23) THE STUDENT PILOT LANDED AT IWA AND WAS TOWED TO A DIFFERENT LOCATION ON THE RAMP DUE TO HIS NOT UNDERSTANDING THE RAMP GROUND HANDLERS HAND SIGNALS.  APPARENTLY DURING TOWING BY THE TUG THE STEERING LIMITS WERE EXCEEDED, DAMAGING THE NOSE STRUT STEERING ARM LOCATED ON THE TOP OF THE STRUT.  ONE SIDE OF THE ARM WAS BROKEN OFF THE STEERING ARM AND AS A RESULT THE RUDDER CABLES LOST SOME OF THEIR TENSION AND WHEN THE PILOT TOOK OFF THE RUDER WOULD NOT CENTER REQUIRING RUDDER INPUT TO PREVENT YAWING OF THE AIRCRAFT IN FLIGHT.  THE AIRCRAFT WAS LANDED AT FFZ WITHOUT FURTHER INCIDENT.
20080528847789I	(-23)BASED  UPON HIS OBSERVATIONS OF AN ESTIMATED 12-15 KNOT EASTERLY CROSSWIND, THE PILOT ELECTED TO MAKE A NO FLAP LANDING ON RWY 15. THIS RESULTED IN A HIGHER THAN NORMAL TOUCHDOWN AT APPROXIMATELY 80 KNOTS, 1300, 1300 FEET DOWN THE 2750 FOOT SLIGHTLY DOWNSLOPED, TURF RUNWAY. ALTHOUGH MAXIMUM BRAKING WAS APPLIED, THE AIRCRAFT DEPARTED THE RUNWAY END AT AN ESTIMATED 20-25 KNOTS, COMING TO REST IN A HARD, PLOWED, FURROWED FIELD. AS A RESULT, ONE PROPELLER BLADE, THE LEFT HAND WINGTIP  FAIRING, LEFT HAND OUTBOARD LEADING EDGE SKIN, VARIOUS LOWER ENGINE COWL COMPONENTS, THE NOSEWHEEL FORK ASSEMBLY AND A LOWER FUSELAGE PANEL WERE DAMAGED. THE AIRCRAFT WAS TOWED TO A TIE-DOWN AREA AS IT WAS UNABLE TO PROCEED UNDER ITS OWN POWER. THE INSTRUMENT RATED PRIVATE PILOT AND HIS PASSENGER, ALSO AN INSTRUMENT RATED PRIVATE PILOT, WERE UNHURT.
20080528857659A	PILOT ENCOUNTERED GUSTY WIND CONDITIONS RESULTING IN INSUFFICIENT AIRSPEED TO CLIMB DURING THE GO-AROUND MANEUVER.  AIRCRAFT STRUCK POWER TRANSMISSION LINES AND A TREE PRIOR TO COMING TO REST BETWEEN TWO RESIDENCES.
20080529834149I	(-23) N311UP, B767-34AF, WAS OPERATED BY UNITED PARCEL SERVICE FROM ANC-SDF AS UPS 109.  THE CREW REPORTED THAT THE FLIGHT MANAGEMENT COMPUTER WAS SHOWING A FUEL LOSS.  BASED ON CALCULATIONS BY THE FLIGHT MANAGEMENT COMPUTER THERE WOULD BE MINIMUM FUEL UPON ARRIVAL AT SDF.  THE CREW DIVERTED TO OMA.  COMPANY MECHANICS PERFORMED NUMEROUS CHECKS OF THE SYSTEMS.  THEY COULD FIND NO FUEL LEAKS.  THE AICRAFT WAS RETURNED TO SERVICE.  NO FURTHER FUEL DISCREPANCIES HAVE BEEN REPORTED.
20080529834199A	(-23) THE AIRMAN WAS RECEIVING HIS SCHEDULED PART 135 CHECKRIDE FROM AN FAA INSPECTOR.  A REVIEW OF THE VIDEOTAPE OF THE ACCIDENT AND WITNESS STATEMENTS INDICATE THAT AFTER TAKEOFF FROM THE ROOF OF THE HOSPITAL, THE AIRCRAFT BACKED UP AND STRUCK A TV CAMERA ON AN ADJACCENT ROOF.  BOTH PILOTS WERE AWARE THAT THERE WAS A BUILDING BEHIND THEM SO IT IS UNCLEAR WHY THEY ALLOWED THE HELICOPTER TO BACK UP DURING THE LIFT OFF.  THE PROCEDURE USED, BACKING UP, DURING DEPARTURE IS AN ACCEPTED MANUVER IF OBSTACLES ARE NOT BEHIND THE AIRCRAFT.
20080529834629I	(-23) N4354T, PA-28R-200 ON LANDING AT PLYMOUTH, MA (PYM) 5-29-2008 APPROXIMATELY 10:00 AM THE NOSE LANDING GEAR COLLAPSED.  ONE PERSON ONBOARD, NO INJURIES.
20080529834669I	(-23)  WHILE STEP TAXIING THE AIRCRAFT IN A SLIGHT CROSSWIND, THE RIGHT WING FLOAT STRUCK SEA GULL ISLAND.  THE AIRCRAFT THEN VEERED TO THE LEFT AND CAME TO REST ON THE LEFT BANK.
20080529835159I	(-23) BEECH BE-35 S/N D-5248 DECLARED AN EMERGENCY ON APPROACH TO FXE LOST ENGINE POWER PRIOR TO DECLARING AN EMERGENCY AND LANDING ON DIRT DIKE 7 MILES WEST OF FXE, VEERING OFF OF DIKE COMING TO REST IN SWAMPY AREA 1.2 MILES WEST SAWGRASS PARKWAY AND ATLANTIC BLVD.
20080529835179I	(-23) AIRMAN ATTEMPTED X-WING LANDING IN GUSTY CONDITIONS AND EXITED DOWNWIND SIDE OF R/W 5 AT ABOUT R/W MIDPOINT.
20080529835239I	(-23) ON APPROACH TO LANDING BAZ THE NOSE WHEEL LANDING GEAR DID NOT EXTEND.  ATTEMPTED EMERGENCY GEAR EXTENSION PROCEDURES TO EXTEND NOSE WHEEL.  LANDED ON MAINS ONLY.  THERE WAS MINOR DAMAGE TO THE AIRCRAFT.  THERE WAS NO FIRE, NO NMAC INVOLVED.  THERE WAS NO DAMAGE TO PERSONS OR PROPERTY ON GROUND.
20080529835279I	(-23) THE FOLLOWING NARRATIVE INFORMATION IS PROVIDED BY THE CARRIER'S PERSONNEL: MAINTENANCE PERSONNEL PREVIOUSLY INSTALLED A 4 BLADED PROPELLER PER SUPPLEMENTAL TYPE CERTIFICATE SA00058T.  THE MAINTENACNE CHECK FLIGHT REQUIRED THE PILOT TO SHUT DOWN EACH ENGINE INDIVIDUALLY.  APPROXIMATELY 5-10 SECONDS AFTER SHUTTING DOWN THE LEFT ENGINE, SMOKE APPEARED FROM BENEATH THE SWITCH PANEL LEFT OF THE PILOT'S SEAT.  PARTIAL ELECTRICAL SYSTEM FAILURES THAT INCLUDED LANDING GEAR AND FLAPS EXTENSION BEING INOP WAS EXPEERIENCED BY THE PILOT.  EMERGENCY LANDING GEAR EXTENSION PROCEDURES WERE FOLLOWED AND AN EMERGENCY WAS DECLARED BY THE PILOT TO THE TED STEVENS INTERNATIONAL AIRPORT TOWER.  PILOT ATTEMPTED TO RESTART THE LT ENGINE WITHOUT SUCCESS.  A SUCCESFUL SINGLE ENGINE, NO-FLAP LANDING WAS ACCOMPLISHED.  MAINTENANCE PERSONNEL LATER FOUND THAT THE INSTALLATION INSTRUCTIONS FOR STC SA00058AT WERE NOT FOLLOWED CORRECTLY.  THIS RESULTED IN AN OVERLOADED ELECTRICAL CIRCUIT THAT CAUSED SMOKE IN THE COCKPIT WITH PARTIAL ELECTRICAL SYSTEM FAILURE.
20080529835329I	(-23) WHILE PRACTICING TAKEOFF AND LANDINGS AT FWQ IN A LIGHT 8 KT CROSSWING, THE PIC LOST CONTROL OF THE AIRCRAFT AND EXITED THE LEFT SIDE OF THE RUNWAY.  THE PROP STRUCK THE GROUND, AND THE AIRCRAFT FLIPPED OVER DAMAGING THE BUBBLE/WIND SCREEN, VERTICAL STAB, PROP, AND ELEVATOR SKIN WITH NUMEROUS CRACKS IN THE FUSELAGE ALONG THE SEAT BACK SUPPORT.  THE PIC SUSTAINED MINOR INJURIES.
20080529837039A	(-23) PILOT DEPARTE QUEEN CITY MUNICIPAL AIRPORT (1N9) ENROUTE TO KUTZTOWN AIRPORT (N31). ON LANDING AT KUTZTOWN AIRPORT (N31) RUNWAY 28 A GRASS RUNWAY. PILOT APPLIED AN EXCESSIVE AMOUT OF BRAKING PRESSURE CAUSING THE AIRCRAFT TO STOP AND FLIP OVERON ITSELF. PILOT WAS NOT INJURED.
