ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20110318X95057,"[{""text"": ""N141AG"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}","[{""subject"": ""Oversight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Prepare for Flight"", ""evidence"": ""The pilot did not measure the actual fuel level and relied on the fuel gauges, which led to a loss of engine power due to insufficient fuel.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot did not verify the actual fuel level visually in tanks before takeoff, leading to an incorrect assessment of remaining fuel and resulting in a loss of engine power.""}]",success
20200209X33430,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}]","{""unsafe_skill"": [""Poor Technique""], ""unsafe_decision"": [""Misdiagnosed Emergency"", ""Inappropriate Maneuver""]}",[],success
20090724X22547,"[{""text"": ""operator_mental"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot stated that he was climbing to 2,500 feet mean sea level when he felt a vibration. The engine rpm dropped from 2,400 rpm to 1,800 rpm, and then the engine appeared to be 'wind milling.' He initiated a forced landing to an open field, and the airplane collided with a landscaping trailer, causing structural damage to the airplane.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Communicate"", ""evidence"": ""The pilot stated that he was climbing to 2,500 feet mean sea level when he felt a vibration. The engine rpm dropped from 2,400 rpm to 1,800 rpm, and then the engine appeared to be 'wind milling.' He initiated a forced landing to an open field, and the airplane collided with a landscaping trailer, causing structural damage to the airplane.""}]",success
20170324X00400,"[{""text"": ""The pilot was on a local pleasure flight in a single-engine airplane."", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20170831X23204,"[{""text"": ""the pilot's failure to maintain directional control during an off-airport precautionary landing on a dirt road with an uphill gradient."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20120906X93725,"[{""text"": ""The pilot's failure to maintain directional control during the landing and attempted go-around."", ""role"": null, ""tier"": null}]","{""unsafe_skill"": [""Inadvertent Flight Control Use""]}",[],success
20140525X13321,"[{""text"": ""pilot"", ""role"": null, ""tier"": ""operator_mental""}, {""text"": ""aircraft"", ""role"": null, ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""], ""unsafe_decision"": [""Misdiagnosed Emergency"", ""Improper Procedure"", ""Exceeded Ability"", ""Inappropriate Maneuver"", ""Poor Decision""], ""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed"", ""Spatial Disorientation"", ""Visual Illusion""], ""unsafe_violation"": [""Not Current/Qualified""]}",[],success
20080616X00870,"[{""text"": ""operator_mental"", ""role"": ""operator_mental""}, {""text"": ""unsafe_decision"", ""role"": ""unsafe_decision""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure""]}","[{""subject"": ""Exceeded Ability"", ""relation"": ""LEADS_TO"", ""object"": ""Lighting"", ""evidence"": ""The pilot did not note any abnormal engine sounds. He then initiated a turn to the left, since the terrain ahead contained many houses.""}, {""subject"": ""Exceeded Ability"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Distraction"", ""evidence"": ""The pilot did not note any abnormal engine sounds. He then initiated a turn to the left, since the terrain ahead contained many houses.""}]",success
20120721X23053,"[{""text"": ""operator_mental"", ""role"": ""HFACS SCHEMA"", ""tier"": ""unsafe_decision""}]","{""unsafe_skill"": [""Inadvertent Flight Control Use""]}","[{""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The loss of engine power during cruise flight due to a malfunction of the fuel injection servo due to a damaged O-ring.""}]",success
20100524X74604,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Weather"", ""evidence"": ""The pilot's inadequate preflight planning and decision to continue to operate under visual flight rules into instrument meteorological conditions, which resulted in an encounter with an embedded thunderstorm and rain showers and moderate to severe turbulence, which ultimately resulted in the loss of airplane control.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot's inadequate preflight planning and decision to continue to operate under visual flight rules into instrument meteorological conditions, which resulted in an encounter with an embedded thunderstorm and rain showers and moderate to severe turbulence, which ultimately resulted in the loss of airplane control.""}]",success
20160803X72400,"[{""text"": ""Pilot's failure to maintain directional control of the weight-shift control airplane during the landing in a crosswind condition, which resulted in a runway excursion, a tip over of the wing, and a collision with terrain."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""The pilot reported that while practicing stop-and-go landings with a crosswind condition, the tricycle-geared weight-shift control (WSC) airplane \""weathervaned\"" to the right upon touchdown. In an attempt to correct for the weathervane, the pilot applied right pedal, the airplane departed the runway to the right, and tipped over coming to rest on the right leading edge of the wing."", ""role"": ""NARRATIVE"", ""tier"": """"}, {""text"": ""The FAA has published the Weight-Shift Control Aircraft Flying Handbook FAA-H-8083-5 (2008). This handbook discusses crosswind landing procedures for WSC airplanes and states in part:"", ""role"": ""NARRATIVE"", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20131004X93954,[],{},[],parse_error
20080122X00085,"[{""text"": ""N3217L"", ""role"": ""aircraft"", ""tier"": ""operator_mental""}, {""text"": ""Pilot"", ""role"": ""personnel_readiness"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Spatial Disorientation"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inappropriate Maneuver"", ""evidence"": ""The maneuvering of the aircraft and lack of outside visual references soon after takeoff made the situation conducive to spatial disorientation.""}]",success
20090309X04818,"[{""text"": ""Hillcrest Aircraft Company, Lewiston, Idaho"", ""role"": ""operator_mental"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20170402X04118,"[{""text"": ""operator_mental: Distraction, Mental Fatigue, Task Saturation, Loss of Situational Awareness"", ""role"": ""HISTORY OF FLIGHT""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}","[{""subject"": ""Inappropriate Maneuver"", ""relation"": ""LEADS_TO"", ""object"": ""Terrain"", ""evidence"": ""The passenger's wife was outside her home at the time of the accident and noticed that the aircraft was flying low, and other witnesses also reported seeing the aircraft flying low before the accident.""}, {""subject"": ""Inappropriate Maneuver"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The passenger's wife was outside her home at the time of the accident and noticed that the aircraft was flying low, and other witnesses also reported seeing the aircraft flying low before the accident.""}, {""subject"": ""Inappropriate Maneuver"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Distraction"", ""evidence"": ""The passenger's wife was outside her home at the time of the accident and noticed that the aircraft was flying low, and other witnesses also reported seeing the aircraft flying low before the accident.""}]",success
20140612X31159,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""supervisory""}, {""text"": ""METEOROLOGICAL INFORMATION"", ""role"": ""NARRATIVE"", ""tier"": ""situational_tech""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""], ""operator_mental"": [""Distraction""]}",[],success
20130218X70747,"[{""text"": ""operator_mental"", ""role"": ""HFACS_SCHEMA"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Channelized Attention"", ""Complacency"", ""Distraction"", ""Mental Fatigue"", ""Get-home-itis"", ""Haste"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Human Resource Mgmt"", ""evidence"": ""The pilot reported that the airplane was topped off with 60 gallons of fuel prior to departure and that he applied a spray application to a field for about 30 minutes before returning to the airplane's home base.""}, {""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot reported that the airplane was topped off with 60 gallons of fuel prior to departure and that he applied a spray application to a field for about 30 minutes before returning to the airplane's home base.""}, {""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Procedures"", ""evidence"": ""The pilot reported that the airplane was topped off with 60 gallons of fuel prior to departure and that he applied a spray application to a field for about 30 minutes before returning to the airplane's home base.""}]",success
20181004X93038,"[{""text"": ""a Piper PA-24-180, N8371P"", ""role"": ""aircraft"", ""tier"": ""operator_physical""}, {""text"": ""Smithville Municipal Airport (0A3)"", ""role"": ""airport"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Weather"", ""evidence"": ""The private pilot stated that before departing on a local flight, he was delayed for about 10 minutes on the ground waiting for other traffic before he could back-taxi to the run-up area before takeoff. He completed the engine run-up and takeoff roll with no anomalies noted.""}]",success
20200613X70924,"[{""text"": ""HISTORY OF FLIGHTOn June 13, 2020, about 1400 central daylight time, a Vans RV8 airplane, N836JC, was destroyed when it was involved in an accident near Mandan, North Dakota."", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}",[],success
20160901X60603,"[{""text"": ""The pilot's failure to maintain aircraft control, but it could not be determined if this occurred while landing or during a go-around attempt."", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}",[],success
20120509X45351,"[{""text"": ""Hanksville, Utah"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20150626X00651,"[{""text"": """", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Poor Technique""]}","[{""subject"": ""Impaired Physiological State"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misjudged Distance/Altitude/Airspeed"", ""evidence"": ""The pilot had previously been issued a special-issuance medical certificate; however, at the time of the accident, he was flying under the sport pilot rules for medical requirements.""}, {""subject"": ""Impaired Physiological State"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misdiagnosed Emergency"", ""evidence"": ""A review of the pilot's medical records and autopsy report revealed a history of coronary artery disease and old scarring of the heart muscle. These factors increased the risk of a cardiovascular event that could result in sudden impairment or incapacitation.""}, {""subject"": ""Impaired Physiological State"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misinterpretation of Traffic Calls"", ""evidence"": ""The pilot had not flown the airplane in 'a couple' years, but was looking forward to doing so.""}, {""subject"": ""Impaired Physiological State"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""A review of the pilot's medical records and autopsy report revealed a history of coronary artery disease and old scarring of the heart muscle. These factors increased the risk of a cardiovascular event that could result in sudden impairment or incapacitation.""}, {""subject"": ""Impaired Physiological State"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot's recent flight experience could not be determined.""}]",success
20170630X80916,"[{""text"": ""operator_mental: Distraction, Mental Fatigue"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20110403X33148,"[{""text"": ""Piper PA-28RT-201, N355LC"", ""role"": ""aircraft"", ""tier"": ""unsafe_skill""}, {""text"": ""March AirForce Base (RIV)"", ""role"": ""weather"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}",[],success
20120901X00238,"[{""text"": ""N391R"", ""role"": """", ""tier"": """"}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot performed a preflight inspection of the airplane and an engine run-up with no discrepancies reported before departing. He departed with an adequate supply of fuel and proceeded toward his destination airport.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot performed a preflight inspection of the airplane and an engine run-up with no discrepancies reported before departing. He departed with an adequate supply of fuel and proceeded toward his destination airport.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot performed a preflight inspection of the airplane and an engine run-up with no discrepancies reported before departing. He departed with an adequate supply of fuel and proceeded toward his destination airport.""}]",success
20090426X53554,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": ""operator_mental""}, {""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS SCHEMA"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20180131X13139,"[{""text"": ""the pilot's mismanagement of fuel, which resulted in fuel exhaustion and descent and collision with trees and terrain."", ""role"": ""HISTORY OF FLIGHT"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Poor Technique""]}",[],success
20080410X00453,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Misdiagnosed Emergency""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20160224X14935,"[{""text"": ""The airline transport pilot was landing at the destination airport at the conclusion of a personal flight."", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""], ""unsafe_skill"": [""Omitted Checklist Step""]}",[],success
20080805X01162,"[{""text"": ""Pilot"", ""role"": ""operator_mental"", ""tier"": ""unsafe_skill""}, {""text"": ""Pilot"", ""role"": ""unsafe_decision"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}",[],success
20080604X00791,"[{""text"": ""N21134"", ""role"": ""aircraft_registration"", ""tier"": ""unsafe_skill""}, {""text"": ""L35"", ""role"": ""airport_code"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20180511X03906,"[{""text"": ""pilot"", ""role"": ""operator_mental"", ""tier"": ""unsafe_skill""}, {""text"": ""pilot"", ""role"": ""unsafe_decision"", ""tier"": ""Misdiagnosed Emergency""}]","{""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""]}",[],success
20110724X13855,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20171123X23401,"[{""text"": ""N421RX"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Misplaced Motivation"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure""], ""unsafe_skill"": [""Inadvertent Flight Control Use""]}","[{""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Visual Illusion"", ""evidence"": ""The pilot reported clouds as low as 500 ft with rain, snow, and reduced visibility at the time of the accident, which likely reduced his ability to see the runway and maneuver the airplane to land on it.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""LEADS_TO"", ""object"": ""Misjudged Distance/Altitude/Airspeed"", ""evidence"": ""The pilot reported clouds as low as 500 ft with rain, snow, and reduced visibility at the time of the accident, which likely reduced his ability to see the runway and maneuver the airplane to land on it.""}, {""subject"": ""Inadequate Supervision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Weather"", ""evidence"": ""The pilot reported clouds as low as 500 ft with rain, snow, and reduced visibility at the time of the accident, which likely reduced his ability to see the runway and maneuver the airplane to land on it.""}]",success
20120709X74944,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness"", ""Misplaced Motivation""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misinterpretation of Traffic Calls"", ""evidence"": ""The pilot stated that his rationales for not attempting emergency procedures in the pilot operating handbook were his perception that the landing gear sensor was at fault and the visual confirmations of landing gear position he had received from the other two pilots.""}, {""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Misjudged Distance/Altitude/Airspeed"", ""evidence"": ""The pilot stated that his rationales for not attempting emergency procedures in the pilot operating handbook were his perception that the landing gear sensor was at fault and the visual confirmations of landing gear position he had received from the other two pilots.""}, {""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot stated that his rationales for not attempting emergency procedures in the pilot operating handbook were his perception that the landing gear sensor was at fault and the visual confirmations of landing gear position he had received from the other two pilots.""}]",success
20160928X92308,"[{""text"": ""N330JT"", ""role"": ""aircraft_registration""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}","[{""subject"": ""Not Current/Qualified"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Exceeded Ability"", ""evidence"": ""The noncertificated pilot did not have a current medical certificate and was teaching himself to fly.""}]",success
20120904X65358,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Loss of Situational Awareness""]}","[{""subject"": ""Inappropriate Maneuver"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The accident airplane entered the right turn, descended, and impacted the terrain. A post-impact fire ensued.""}, {""subject"": ""Inappropriate Maneuver"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Correct Known Problem"", ""evidence"": ""No preaccident mechanical malfunctions or failures were noted with the airplane that would have precluded normal operation.""}]",success
20130828X02251,"[{""text"": ""engine overtemperature event that thermally damaged the turbine blades and vanes, which resulted in a hard landing."", ""role"": ""HISTORY_OF_FLIGHT"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20100729X44254,"[{""text"": ""operator_mental"", ""role"": ""supervisory"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation"", ""Misplaced Motivation""]}",[],success
20160327X14957,"[{""text"": ""Piper PA-23-250, N22AM"", ""role"": """", ""tier"": ""operator_mental""}, {""text"": ""Roanoke-Blacksburg Regional Airport (ROA)"", ""role"": """", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Human Resource Mgmt"", ""evidence"": ""The pilot departed in instrument meteorological conditions (IMC) with the intention of flying visual flight rules (VFR) to his destination.""}, {""subject"": ""Planned Inappropriate Ops"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Failed to Prepare for Flight"", ""evidence"": ""The pilot departed in instrument meteorological conditions (IMC) with the intention of flying visual flight rules (VFR) to his destination.""}]",success
20120103X02043,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}, {""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""unsafe_skill""}]","{""supervisory"": [""Inadequate Supervision""], ""situational_tech"": [""Equipment Design""]}","[{""subject"": ""Failed to Correct Known Problem"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""A logbook entry showed that the helicopter's last annual inspection was completed about 6 months before the accident during which the tail rotor gearbox was overhauled and installed.""}, {""subject"": ""Failed to Correct Known Problem"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""Examination of the ring and pinion gears revealed that the teeth on the pinion gear were deformed and worn almost down to the tooth root in some locations. Wear was observed on the top land and drive faces of the ring gear.""}, {""subject"": ""Failed to Correct Known Problem"", ""relation"": ""LEADS_TO"", ""object"": ""Inadequate Supervision"", ""evidence"": ""A logbook entry showed that the helicopter's last annual inspection was completed about 6 months before the accident during which the tail rotor gearbox was overhauled and installed.""}]",success
20090309X20142,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""HFACS"", ""tier"": ""situational_tech""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""]}",[],success
20170127X85009,"[{""text"": ""operator_mental: Distraction, Mental Fatigue, Task Saturation"", ""role"": ""operator_mental"", ""tier"": ""operator_mental""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}",[],success
20120829X21045,"[{""text"": ""The pilot was returning to the airport after a local flight with a passenger."", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Poor Technique"", ""Inadvertent Flight Control Use"", ""Over-controlled Aircraft""]}",[],success
20090518X04245,"[{""text"": ""HISTORY OF FLIGHT"", ""role"": ""NARRATIVE"", ""tier"": ""operator_mental""}, {""text"": ""partial loss of engine power and collided with terrain during the precautionary landing near Iron Mountain Pumping Plant Airport, Desert Center, California."", ""role"": ""HFACS SCHEMA"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Distraction"", ""Task Saturation"", ""Misplaced Motivation""], ""unsafe_decision"": [""Improper Procedure"", ""Misdiagnosed Emergency""]}",[],success
20100601X32457,"[{""text"": ""the pilot"", ""role"": ""operator_mental""}, {""text"": ""Weather"", ""role"": ""situational_phys""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""situational_phys"": [""Weather""]}",[],success
20180610X02032,"[{""text"": ""Maintenance personnel's failure to properly apply torque to the engine through bolts, which ultimately resulted in the crankshaft failure and the total loss of engine power."", ""role"": ""NARRATIVE"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""], ""unsafe_skill"": [""Poor Technique""]}",[],success
20130530X00448,"[{""text"": ""HISTORY OF FLIGHTOn May 23, 2013, about 1210 Pacific daylight time, an American Grumman AA-1, N5909L, lost engine power during the takeoff initial climb out from the Truckee-Tahoe Airport (TRK), Truckee, California, and impacted trees near the Glenshire subdivision in Truckee, about 8 miles east of the airport. The airplane was owned by a private individual and piloted by the commercial pilot who was ferrying the airplane to New York for the new owner. The airplane sustained substantial damage. The pilot, the sole occupant, was ejected from the airplane, and sustained serious injuries."", ""role"": ""HFACS system"", ""tier"": ""system""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""]}","[{""subject"": ""Failed to Prepare for Flight"", ""relation"": ""LEADS_TO"", ""object"": ""Loss of Situational Awareness"", ""evidence"": ""The pilot called 911 about 1500, requesting assistance. A responding deputy from the Nevada County Sheriff's department stated that the debris field was about 100 yards in length with the tops of several small trees showing visible signs of impact damage.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Improper Procedure"", ""evidence"": ""The pilot reported that he leaned the airplane engine on the ground utilizing the cylinder head temperature (CHT) gauge. After leaning the airplane with the fuel pump on, he commenced with the takeoff.""}, {""subject"": ""Failed to Prepare for Flight"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot was conducting a ferry flight for the airplane's owner. The pilot reported that, before takeoff, he leaned the fuel mixture for taxi but that, on takeoff, the mixture was full rich.""}]",success
20140629X03514,"[{""text"": ""N619PD"", ""role"": ""aircraft_registration"", ""tier"": ""operator_mental""}, {""text"": ""KJWY"", ""role"": ""airport_identification"", ""tier"": ""situational_phys""}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue""]}",[],success
20131028X93430,"[{""text"": ""Bell OH-58A helicopter"", ""role"": null, ""tier"": null}]","{""operator_mental"": [""Distraction"", ""Mental Fatigue"", ""Task Saturation""], ""unsafe_decision"": [""Improper Procedure""]}","[{""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The pilot receiving instruction reported that the purpose of the flight was to remain in the traffic pattern for runway 30 while practicing autorotation landings. He stated that, after about 45 minutes of flight training, the engine began to fluctuate between full and half power while the helicopter was climbing on a downwind leg.""}, {""subject"": ""Failed to Communicate"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""Inadequate Supervision"", ""evidence"": ""The flight instructor reported that he believed a total loss of engine power was imminent, and took control of the helicopter.""}]",success
